sentence_good,sentence_bad,field,linguistics_term,UID,simple_LM_method,one_prefix_method,two_prefix_method,lexically_identical,pair_id,good_prob,bad_prob,correct
The teenagers explain that they aren't breaking all glasses.,The teenagers explain that themselves aren't breaking all glasses.,syntax_semantics,binding,principle_A_case_1,True,True,False,False,0,-64.35060119628906,-72.41109466552734,1
Carl can't imagine that he complained about Lisa.,Carl can't imagine that himself complained about Lisa.,syntax_semantics,binding,principle_A_case_1,True,True,False,False,1,-53.593013763427734,-60.10790252685547,1
Angela wasn't thinking that she likes Susan.,Angela wasn't thinking that herself likes Susan.,syntax_semantics,binding,principle_A_case_1,True,True,False,False,2,-63.676326751708984,-71.77113342285156,1
Tara thinks that she sounded like Wayne.,Tara thinks that herself sounded like Wayne.,syntax_semantics,binding,principle_A_case_1,True,True,False,False,3,-51.87297058105469,-58.17942428588867,1
Those waiters explain that they did climb down mountains.,Those waiters explain that themselves did climb down mountains.,syntax_semantics,binding,principle_A_case_1,True,True,False,False,4,-67.55663299560547,-75.30630493164062,1
Tina wasn't saying that she descends most ladders.,Tina wasn't saying that herself descends most ladders.,syntax_semantics,binding,principle_A_case_1,True,True,False,False,5,-74.96693420410156,-80.63156127929688,1
Cindy explained that she has concealed all cashiers.,Cindy explained that herself has concealed all cashiers.,syntax_semantics,binding,principle_A_case_1,True,True,False,False,6,-75.13713073730469,-81.06135559082031,1
Bethany has imagined that she has fired Margaret.,Bethany has imagined that herself has fired Margaret.,syntax_semantics,binding,principle_A_case_1,True,True,False,False,7,-69.2022933959961,-74.87451171875,1
Pamela thinks that she isn't returning to Stephanie.,Pamela thinks that herself isn't returning to Stephanie.,syntax_semantics,binding,principle_A_case_1,True,True,False,False,8,-68.51351165771484,-75.51603698730469,1
A lot of doctors say that they had skated around that college campus.,A lot of doctors say that themselves had skated around that college campus.,syntax_semantics,binding,principle_A_case_1,True,True,False,False,9,-86.95722198486328,-93.63223266601562,1
Many women explain that they fix the cart.,Many women explain that themselves fix the cart.,syntax_semantics,binding,principle_A_case_1,True,True,False,False,10,-47.01862335205078,-53.856964111328125,1
Donna has imagined that she is breaking the bicycle.,Donna has imagined that herself is breaking the bicycle.,syntax_semantics,binding,principle_A_case_1,True,True,False,False,11,-57.07622528076172,-63.29844665527344,1
Alan was explaining that he criticizes Holly.,Alan was explaining that himself criticizes Holly.,syntax_semantics,binding,principle_A_case_1,True,True,False,False,12,-55.09105682373047,-60.91124725341797,1
Michelle thinks that she was discussing Natalie.,Michelle thinks that herself was discussing Natalie.,syntax_semantics,binding,principle_A_case_1,True,True,False,False,13,-44.40872573852539,-50.16265869140625,1
Janet explains that she will hurt Leslie.,Janet explains that herself will hurt Leslie.,syntax_semantics,binding,principle_A_case_1,True,True,False,False,14,-52.99578094482422,-59.126163482666016,1
Some patients say that they distracted Caroline.,Some patients say that themselves distracted Caroline.,syntax_semantics,binding,principle_A_case_1,True,True,False,False,15,-51.231876373291016,-56.062103271484375,1
Many ladies think that they aren't astounding Todd.,Many ladies think that themselves aren't astounding Todd.,syntax_semantics,binding,principle_A_case_1,True,True,False,False,16,-63.69581604003906,-71.11479187011719,1
The Impressionists say that they were criticizing Heidi.,The Impressionists say that themselves were criticizing Heidi.,syntax_semantics,binding,principle_A_case_1,True,True,False,False,17,-73.47834777832031,-79.55862426757812,1
Larry thinks that he is researching some universities.,Larry thinks that himself is researching some universities.,syntax_semantics,binding,principle_A_case_1,True,True,False,False,18,-45.38888168334961,-52.20653533935547,1
Cynthia had thought that she can't bother Kendra.,Cynthia had thought that herself can't bother Kendra.,syntax_semantics,binding,principle_A_case_1,True,True,False,False,19,-87.89649963378906,-94.68807983398438,1
Homer imagined that he is disgusting Rachel.,Homer imagined that himself is disgusting Rachel.,syntax_semantics,binding,principle_A_case_1,True,True,False,False,20,-63.98971176147461,-69.74725341796875,1
Clyde explains that he cleans a lot of cups.,Clyde explains that himself cleans a lot of cups.,syntax_semantics,binding,principle_A_case_1,True,True,False,False,21,-69.56278991699219,-76.65422058105469,1
Peter said that he was bothering every actor.,Peter said that himself was bothering every actor.,syntax_semantics,binding,principle_A_case_1,True,True,False,False,22,-46.32370376586914,-52.76734924316406,1
Sally couldn't imagine that she wasn't criticizing Robert.,Sally couldn't imagine that herself wasn't criticizing Robert.,syntax_semantics,binding,principle_A_case_1,True,True,False,False,23,-69.5171127319336,-75.13207244873047,1
Sheila isn't saying that she isn't noticing Caroline.,Sheila isn't saying that herself isn't noticing Caroline.,syntax_semantics,binding,principle_A_case_1,True,True,False,False,24,-67.20127868652344,-72.4840087890625,1
Every guy imagined that he annoyed Ruth.,Every guy imagined that himself annoyed Ruth.,syntax_semantics,binding,principle_A_case_1,True,True,False,False,25,-54.63914489746094,-60.30247497558594,1
Barbara thinks that she isn't boring every adult.,Barbara thinks that herself isn't boring every adult.,syntax_semantics,binding,principle_A_case_1,True,True,False,False,26,-63.252357482910156,-69.84541320800781,1
Gerald thinks that he scans an essay.,Gerald thinks that himself scans an essay.,syntax_semantics,binding,principle_A_case_1,True,True,False,False,27,-56.077247619628906,-63.541744232177734,1
Some boys have explained that they respected Rachel.,Some boys have explained that themselves respected Rachel.,syntax_semantics,binding,principle_A_case_1,True,True,False,False,28,-59.96784973144531,-66.1707992553711,1
A woman wasn't explaining that she did complain about Alexander.,A woman wasn't explaining that herself did complain about Alexander.,syntax_semantics,binding,principle_A_case_1,True,True,False,False,29,-68.66693115234375,-77.29658508300781,1
Kenneth imagines that he healed Linda.,Kenneth imagines that himself healed Linda.,syntax_semantics,binding,principle_A_case_1,True,True,False,False,30,-57.08900833129883,-62.59160614013672,1
These students think that they might like Rodney.,These students think that themselves might like Rodney.,syntax_semantics,binding,principle_A_case_1,True,True,False,False,31,-49.769493103027344,-56.42987060546875,1
Alan had imagined that he can praise Kathleen.,Alan had imagined that himself can praise Kathleen.,syntax_semantics,binding,principle_A_case_1,True,True,False,False,32,-53.42646026611328,-58.688575744628906,1
Rachelle hasn't imagined that she bikes to some movie theaters.,Rachelle hasn't imagined that herself bikes to some movie theaters.,syntax_semantics,binding,principle_A_case_1,True,True,False,False,33,-81.68541717529297,-85.7112808227539,1
