sentence_good,sentence_bad,field,linguistics_term,UID,pair_id,config,picked_for_semantic_plausibility
Judy wakes up Samantha.,Judy cheers Samantha.,syntax,argument_structure,causative,437,causative,TRUE
David isn't drying many blouses.,David isn't falling many blouses.,syntax,argument_structure,causative,26,causative,TRUE
Eva soaked all socks.,Eva wasted away all socks.,syntax,argument_structure,causative,115,causative,TRUE
The people unfold a lot of jackets.,The people appear a lot of jackets.,syntax,argument_structure,causative,621,causative,TRUE
Most ladies crack those dishes.,Most ladies slipped those dishes.,syntax,argument_structure,causative,742,causative,TRUE
Connie was ripening this tomato.,Connie was disappearing this tomato.,syntax,argument_structure,causative,206,causative,TRUE
Melanie flattens the dress.,Melanie wasted away the dress.,syntax,argument_structure,causative,668,causative,TRUE
Christina's French teachers hid that jacket.,Christina's French teachers appeared that jacket.,syntax,argument_structure,causative,127,causative,TRUE
Carol soaks that skirt.,Carol appears that skirt.,syntax,argument_structure,causative,761,causative,TRUE
Jodi hasn't closed that eye.,Jodi hasn't existed that eye.,syntax,argument_structure,causative,345,causative,TRUE
Clyde has vaporized that ice.,Clyde has disappeared that ice.,syntax,argument_structure,causative,411,causative,TRUE
Tammy hasn't slowed this skateboard.,Tammy hasn't vanished this skateboard.,syntax,argument_structure,causative,495,causative,TRUE
Allison stretched those socks.,Allison vanished those socks.,syntax,argument_structure,causative,286,causative,TRUE
