sentence_good,sentence_bad,field,linguistics_term,UID,pair_id,config,picked_for_semantic_plausibility
Some pedestrians remember every high school that disturbed Pamela.,Some pedestrians remember who every high school disturbed Pamela.,syntax,filler_gap_dependency,wh_questions_subject_gap,97,wh_questions_subject_gap,TRUE
Steve shouldn't investigate these universities that shouldn't irritate that teacher.,Steve shouldn't investigate who these universities shouldn't irritate that teacher.,syntax,filler_gap_dependency,wh_questions_subject_gap,16,wh_questions_subject_gap,TRUE
Amy hadn't known many students that revealed Kirsten.,Amy hadn't known who many students revealed Kirsten.,syntax,filler_gap_dependency,wh_questions_subject_gap,657,wh_questions_subject_gap,TRUE
Jane thinks about most scarves that resembled that sketch.,Jane thinks about what most scarves resembled that sketch.,syntax,filler_gap_dependency,wh_questions_subject_gap,356,wh_questions_subject_gap,TRUE
Carl is discovering every chair that hadn't confused Nicole.,Carl is discovering who every chair hadn't confused Nicole.,syntax,filler_gap_dependency,wh_questions_subject_gap,760,wh_questions_subject_gap,TRUE
Beth has discovered those malls that were impressing Laurie.,Beth has discovered who those malls were impressing Laurie.,syntax,filler_gap_dependency,wh_questions_subject_gap,319,wh_questions_subject_gap,TRUE
Craig shouldn't remember the alumnus that should return to Denise.,Craig shouldn't remember who the alumnus should return to Denise.,syntax,filler_gap_dependency,wh_questions_subject_gap,553,wh_questions_subject_gap,TRUE
Jodi would see that spotlight that did distract Bill.,Jodi would see who that spotlight did distract Bill.,syntax,filler_gap_dependency,wh_questions_subject_gap,155,wh_questions_subject_gap,TRUE
The Clintons hadn't discovered that scarf that embarrasses Mark.,The Clintons hadn't discovered who that scarf embarrasses Mark.,syntax,filler_gap_dependency,wh_questions_subject_gap,963,wh_questions_subject_gap,TRUE
Donna wouldn't investigate companies that aren't worrying Emily.,Donna wouldn't investigate who companies aren't worrying Emily.,syntax,filler_gap_dependency,wh_questions_subject_gap,795,wh_questions_subject_gap,TRUE
Emily remembers many dancers that have aggravated Kayla.,Emily remembers who many dancers have aggravated Kayla.,syntax,filler_gap_dependency,wh_questions_subject_gap,455,wh_questions_subject_gap,TRUE
The Impressionists noticed those scarves that hurt Heather.,The Impressionists noticed who those scarves hurt Heather.,syntax,filler_gap_dependency,wh_questions_subject_gap,418,wh_questions_subject_gap,TRUE
Kirsten researches that hypothesis that hasn't scared Susan.,Kirsten researches who that hypothesis hasn't scared Susan.,syntax,filler_gap_dependency,wh_questions_subject_gap,343,wh_questions_subject_gap,TRUE
