sentence_good,sentence_bad,field,linguistics_term,UID,pair_id,config,picked_for_semantic_plausibility
Alan's grandfathers are expecting there to be some books about the Impressionists distracting Sally.,Alan's grandfathers are badgering there to be some books about the Impressionists distracting Sally.,syntax_semantics,control_raising,existential_there_object_raising,294,existential_there_object_raising,TRUE
Alicia does judge there to be fewer than three cafes disturbing Carlos.,Alicia does force there to be fewer than three cafes disturbing Carlos.,syntax_semantics,control_raising,existential_there_object_raising,142,existential_there_object_raising,TRUE
Victoria's wife wasn't considering there to be a hill stunning Bill.,Victoria's wife wasn't spurring there to be a hill stunning Bill.,syntax_semantics,control_raising,existential_there_object_raising,84,existential_there_object_raising,TRUE
Samuel was discovering there to be peppers scaring Debra.,Samuel was compelling there to be peppers scaring Debra.,syntax_semantics,control_raising,existential_there_object_raising,854,existential_there_object_raising,TRUE
Carla did expect there to be a horse upsetting Tara.,Carla did obligate there to be a horse upsetting Tara.,syntax_semantics,control_raising,existential_there_object_raising,461,existential_there_object_raising,TRUE
Andrew considered there to be fewer than three horses boring Colleen.,Andrew begs there to be fewer than three horses boring Colleen.,syntax_semantics,control_raising,existential_there_object_raising,182,existential_there_object_raising,TRUE
Judy's associate didn't anticipate there to be a car aggravating Patricia.,Judy's associate didn't urge there to be a car aggravating Patricia.,syntax_semantics,control_raising,existential_there_object_raising,519,existential_there_object_raising,TRUE
Tammy declared there to be customers leaving.,Tammy advises there to be customers leaving.,syntax_semantics,control_raising,existential_there_object_raising,549,existential_there_object_raising,TRUE
Valerie had believed there to be a jacket distracting Jessica.,Valerie had begged there to be a jacket distracting Jessica.,syntax_semantics,control_raising,existential_there_object_raising,907,existential_there_object_raising,TRUE
Amelia believes there to be a book alarming a lot of schools.,Amelia required there to be a book alarming a lot of schools.,syntax_semantics,control_raising,existential_there_object_raising,119,existential_there_object_raising,TRUE
Caroline had anticipated there to be some snakes upsetting William.,Caroline had obligated there to be some snakes upsetting William.,syntax_semantics,control_raising,existential_there_object_raising,639,existential_there_object_raising,TRUE
Brad is predicting there to be a book about science winning.,Brad is swaying there to be a book about science winning.,syntax_semantics,control_raising,existential_there_object_raising,313,existential_there_object_raising,TRUE
Jason found there to be a newspaper article about the Clintons winning.,Jason encouraged there to be a newspaper article about the Clintons winning.,syntax_semantics,control_raising,existential_there_object_raising,773,existential_there_object_raising,TRUE
Kevin wasn't considering there to be a high school disappearing.,Kevin wasn't requiring there to be a high school disappearing.,syntax_semantics,control_raising,existential_there_object_raising,458,existential_there_object_raising,TRUE
