sentence_good,sentence_bad,field,linguistics_term,UID,pair_id,config,picked_for_semantic_plausibility
The teenagers describe Michael.,The teenager describe Michael.,morphology,subject_verb_agreement,regular_plural_subject_verb_agreement_2,798,regular_plural_subject_verb_agreement_2,TRUE
The legislatures haven't worried.,The legislature haven't worried.,morphology,subject_verb_agreement,regular_plural_subject_verb_agreement_2,565,regular_plural_subject_verb_agreement_2,TRUE
The glasses tip over.,The glass tip over.,morphology,subject_verb_agreement,regular_plural_subject_verb_agreement_2,881,regular_plural_subject_verb_agreement_2,TRUE
The bank was listening to Veronica.,The banks was listening to Veronica.,morphology,subject_verb_agreement,regular_plural_subject_verb_agreement_2,380,regular_plural_subject_verb_agreement_2,TRUE
The doctor sees Pamela.,The doctors sees Pamela.,morphology,subject_verb_agreement,regular_plural_subject_verb_agreement_2,550,regular_plural_subject_verb_agreement_2,TRUE
The adult retaliates.,The adults retaliates.,morphology,subject_verb_agreement,regular_plural_subject_verb_agreement_2,245,regular_plural_subject_verb_agreement_2,TRUE
The girls are leaving these cashiers.,The girl are leaving these cashiers.,morphology,subject_verb_agreement,regular_plural_subject_verb_agreement_2,824,regular_plural_subject_verb_agreement_2,TRUE
The senators aren't drinking.,The senator aren't drinking.,morphology,subject_verb_agreement,regular_plural_subject_verb_agreement_2,897,regular_plural_subject_verb_agreement_2,TRUE
The banks aren't profiting.,The bank aren't profiting.,morphology,subject_verb_agreement,regular_plural_subject_verb_agreement_2,929,regular_plural_subject_verb_agreement_2,TRUE
The bird bores Curtis.,The birds bores Curtis.,morphology,subject_verb_agreement,regular_plural_subject_verb_agreement_2,904,regular_plural_subject_verb_agreement_2,TRUE
The waiters disagree with Natalie.,The waiter disagree with Natalie.,morphology,subject_verb_agreement,regular_plural_subject_verb_agreement_2,66,regular_plural_subject_verb_agreement_2,TRUE
The teenagers change.,The teenager change.,morphology,subject_verb_agreement,regular_plural_subject_verb_agreement_2,382,regular_plural_subject_verb_agreement_2,TRUE
The actresses walk through the art gallery.,The actress walk through the art gallery.,morphology,subject_verb_agreement,regular_plural_subject_verb_agreement_2,874,regular_plural_subject_verb_agreement_2,TRUE
