sentence_good,sentence_bad,field,linguistics_term,UID,pair_id,config,picked_for_semantic_plausibility
Those steps do irritate which dancers?,Which do those steps irritate dancers?,syntax,island_effects,left_branch_island_echo_question,553,left_branch_island_echo_question,TRUE
Kenneth had shocked which guy?,Which had Kenneth shocked guy?,syntax,island_effects,left_branch_island_echo_question,690,left_branch_island_echo_question,TRUE
Tara can complain about which girl?,Which can Tara complain about girl?,syntax,island_effects,left_branch_island_echo_question,770,left_branch_island_echo_question,TRUE
The museums are stunning whose universities?,Whose are the museums stunning universities?,syntax,island_effects,left_branch_island_echo_question,70,left_branch_island_echo_question,TRUE
Carl is thinking about whose apples?,Whose is Carl thinking about apples?,syntax,island_effects,left_branch_island_echo_question,117,left_branch_island_echo_question,TRUE
Becky did lift whose lamps?,Whose did Becky lift lamps?,syntax,island_effects,left_branch_island_echo_question,961,left_branch_island_echo_question,TRUE
Those actresses will love which movies?,Which will those actresses love movies?,syntax,island_effects,left_branch_island_echo_question,26,left_branch_island_echo_question,TRUE
Jerry might describe what customer?,What might Jerry describe customer?,syntax,island_effects,left_branch_island_echo_question,263,left_branch_island_echo_question,TRUE
Wendy was exiting whose museum?,Whose was Wendy exiting museum?,syntax,island_effects,left_branch_island_echo_question,698,left_branch_island_echo_question,TRUE
Jill had messed up whose museum?,Whose had Jill messed up museum?,syntax,island_effects,left_branch_island_echo_question,464,left_branch_island_echo_question,TRUE
Some essay was distracting what children?,What was some essay distracting children?,syntax,island_effects,left_branch_island_echo_question,712,left_branch_island_echo_question,TRUE
Katherine was dropping by whose school?,Whose was Katherine dropping by school?,syntax,island_effects,left_branch_island_echo_question,795,left_branch_island_echo_question,TRUE
Kirsten should bring whose shirt?,Whose should Kirsten bring shirt?,syntax,island_effects,left_branch_island_echo_question,476,left_branch_island_echo_question,TRUE
