sentence_good,sentence_bad,field,linguistics_term,UID,pair_id,config,picked_for_semantic_plausibility
The alumnus thinks about every spotlight.,The alumni thinks about every spotlight.,morphology,subject_verb_agreement,irregular_plural_subject_verb_agreement_2,438,irregular_plural_subject_verb_agreement_2,TRUE
The men have worried.,The man have worried.,morphology,subject_verb_agreement,irregular_plural_subject_verb_agreement_2,231,irregular_plural_subject_verb_agreement_2,TRUE
The women aren't thinking about Rachel.,The woman aren't thinking about Rachel.,morphology,subject_verb_agreement,irregular_plural_subject_verb_agreement_2,324,irregular_plural_subject_verb_agreement_2,TRUE
The people react.,The person react.,morphology,subject_verb_agreement,irregular_plural_subject_verb_agreement_2,406,irregular_plural_subject_verb_agreement_2,TRUE
The men scare Rebecca.,The man scare Rebecca.,morphology,subject_verb_agreement,irregular_plural_subject_verb_agreement_2,254,irregular_plural_subject_verb_agreement_2,TRUE
The alumnus hides all books.,The alumni hides all books.,morphology,subject_verb_agreement,irregular_plural_subject_verb_agreement_2,433,irregular_plural_subject_verb_agreement_2,TRUE
The people have fired Meredith.,The person have fired Meredith.,morphology,subject_verb_agreement,irregular_plural_subject_verb_agreement_2,401,irregular_plural_subject_verb_agreement_2,TRUE
The alumni watch Martin.,The alumnus watch Martin.,morphology,subject_verb_agreement,irregular_plural_subject_verb_agreement_2,249,irregular_plural_subject_verb_agreement_2,TRUE
The octopi hide.,The octopus hide.,morphology,subject_verb_agreement,irregular_plural_subject_verb_agreement_2,101,irregular_plural_subject_verb_agreement_2,TRUE
The media have disgusted Cindy.,The medium have disgusted Cindy.,morphology,subject_verb_agreement,irregular_plural_subject_verb_agreement_2,51,irregular_plural_subject_verb_agreement_2,TRUE
The people respect Barbara.,The person respect Barbara.,morphology,subject_verb_agreement,irregular_plural_subject_verb_agreement_2,370,irregular_plural_subject_verb_agreement_2,TRUE
The men donate.,The man donate.,morphology,subject_verb_agreement,irregular_plural_subject_verb_agreement_2,446,irregular_plural_subject_verb_agreement_2,TRUE
The man has grinned.,The men has grinned.,morphology,subject_verb_agreement,irregular_plural_subject_verb_agreement_2,93,irregular_plural_subject_verb_agreement_2,TRUE
The children aren't telephoning.,The child aren't telephoning.,morphology,subject_verb_agreement,irregular_plural_subject_verb_agreement_2,677,irregular_plural_subject_verb_agreement_2,TRUE
