sentence_good,sentence_bad,field,linguistics_term,UID,pair_id,config,picked_for_semantic_plausibility
Kayla upset herself.,Kayla upset itself.,morphology,anaphor_agreement,anaphor_gender_agreement,606,anaphor_gender_agreement,TRUE
Paula was arguing about herself.,Paula was arguing about himself.,morphology,anaphor_agreement,anaphor_gender_agreement,998,anaphor_gender_agreement,TRUE
Amy would question herself.,Amy would question himself.,morphology,anaphor_agreement,anaphor_gender_agreement,91,anaphor_gender_agreement,TRUE
Joel does complain about himself.,Joel does complain about herself.,morphology,anaphor_agreement,anaphor_gender_agreement,59,anaphor_gender_agreement,TRUE
Regina wasn't attacking herself.,Regina wasn't attacking himself.,morphology,anaphor_agreement,anaphor_gender_agreement,201,anaphor_gender_agreement,TRUE
Elizabeth will help herself.,Elizabeth will help itself.,morphology,anaphor_agreement,anaphor_gender_agreement,320,anaphor_gender_agreement,TRUE
Gary talked about himself.,Gary talked about herself.,morphology,anaphor_agreement,anaphor_gender_agreement,776,anaphor_gender_agreement,TRUE
Kayla thinks about herself.,Kayla thinks about itself.,morphology,anaphor_agreement,anaphor_gender_agreement,313,anaphor_gender_agreement,TRUE
Katherine can't help herself.,Katherine can't help himself.,morphology,anaphor_agreement,anaphor_gender_agreement,0,anaphor_gender_agreement,TRUE
Bruce will hug himself.,Bruce will hug itself.,morphology,anaphor_agreement,anaphor_gender_agreement,862,anaphor_gender_agreement,TRUE
Lissa hired herself.,Lissa hired itself.,morphology,anaphor_agreement,anaphor_gender_agreement,547,anaphor_gender_agreement,TRUE
Anne upset herself.,Anne upset himself.,morphology,anaphor_agreement,anaphor_gender_agreement,682,anaphor_gender_agreement,TRUE
Melissa complains about herself.,Melissa complains about itself.,morphology,anaphor_agreement,anaphor_gender_agreement,123,anaphor_gender_agreement,TRUE
