sentence_good,sentence_bad,field,linguistics_term,UID,pair_id,config,picked_for_semantic_plausibility
Diana wasn't discovering that a man heals Wayne.,Diana wasn't discovering who a man heals Wayne.,syntax,filler_gap_dependency,wh_vs_that_no_gap,692,wh_vs_that_no_gap,TRUE
A lot of waiters learn that those men didn't wear this glove.,A lot of waiters learn what those men didn't wear this glove.,syntax,filler_gap_dependency,wh_vs_that_no_gap,446,wh_vs_that_no_gap,TRUE
That adult has investigated that a lot of men watch Amy.,That adult has investigated who a lot of men watch Amy.,syntax,filler_gap_dependency,wh_vs_that_no_gap,735,wh_vs_that_no_gap,TRUE
Catherine can't know that most actors can take that hair.,Catherine can't know what most actors can take that hair.,syntax,filler_gap_dependency,wh_vs_that_no_gap,676,wh_vs_that_no_gap,TRUE
Gary knows that every woman works with Emily.,Gary knows who every woman works with Emily.,syntax,filler_gap_dependency,wh_vs_that_no_gap,401,wh_vs_that_no_gap,TRUE
The senator was finding out that every organization listens to Ella.,The senator was finding out who every organization listens to Ella.,syntax,filler_gap_dependency,wh_vs_that_no_gap,637,wh_vs_that_no_gap,TRUE
Christina could know that this boy questions the Clintons.,Christina could know who this boy questions the Clintons.,syntax,filler_gap_dependency,wh_vs_that_no_gap,455,wh_vs_that_no_gap,TRUE
Stephen isn't learning that most waitresses brought a horse.,Stephen isn't learning what most waitresses brought a horse.,syntax,filler_gap_dependency,wh_vs_that_no_gap,973,wh_vs_that_no_gap,TRUE
Gregory had revealed that the truck is aggravating Rodney.,Gregory had revealed who the truck is aggravating Rodney.,syntax,filler_gap_dependency,wh_vs_that_no_gap,347,wh_vs_that_no_gap,TRUE
These customers figure out that some pedestrians care for Steven.,These customers figure out who some pedestrians care for Steven.,syntax,filler_gap_dependency,wh_vs_that_no_gap,844,wh_vs_that_no_gap,TRUE
Some girls revealed that all waitresses hadn't cleaned the cup.,Some girls revealed what all waitresses hadn't cleaned the cup.,syntax,filler_gap_dependency,wh_vs_that_no_gap,5,wh_vs_that_no_gap,TRUE
Some patients conceal that some person bikes to some grocery stores.,Some patients conceal what some person bikes to some grocery stores.,syntax,filler_gap_dependency,wh_vs_that_no_gap,220,wh_vs_that_no_gap,TRUE
Some waiters know that some ladies would buy some bicycles.,Some waiters know what some ladies would buy some bicycles.,syntax,filler_gap_dependency,wh_vs_that_no_gap,626,wh_vs_that_no_gap,TRUE
