sentence_good,sentence_bad,field,linguistics_term,UID,pair_id,config,picked_for_semantic_plausibility
The paintings of Eva do impress Kristen.,The paintings of Eva does impress Kristen.,morphology,subject_verb_agreement,distractor_agreement_relational_noun,935,distractor_agreement_relational_noun,TRUE
The nieces of Alexander do yell.,The nieces of Alexander does yell.,morphology,subject_verb_agreement,distractor_agreement_relational_noun,276,distractor_agreement_relational_noun,TRUE
The brother of cashiers hasn't sneezed.,The brother of cashiers haven't sneezed.,morphology,subject_verb_agreement,distractor_agreement_relational_noun,430,distractor_agreement_relational_noun,TRUE
The pamphlets about Galileo are winning.,The pamphlets about Galileo is winning.,morphology,subject_verb_agreement,distractor_agreement_relational_noun,8,distractor_agreement_relational_noun,TRUE
The essay about the Clintons upsets Noah.,The essay about the Clintons upset Noah.,morphology,subject_verb_agreement,distractor_agreement_relational_noun,736,distractor_agreement_relational_noun,TRUE
The stories about Galileo do hurt Caroline.,The stories about Galileo does hurt Caroline.,morphology,subject_verb_agreement,distractor_agreement_relational_noun,130,distractor_agreement_relational_noun,TRUE
A book about the Borgias is disgusting these committees.,A book about the Borgias were disgusting these committees.,morphology,subject_verb_agreement,distractor_agreement_relational_noun,306,distractor_agreement_relational_noun,TRUE
The reports about Monet aren't appearing.,The reports about Monet isn't appearing.,morphology,subject_verb_agreement,distractor_agreement_relational_noun,946,distractor_agreement_relational_noun,TRUE
A commentary about the Balkans hasn't alarmed many ladies.,A commentary about the Balkans haven't alarmed many ladies.,morphology,subject_verb_agreement,distractor_agreement_relational_noun,108,distractor_agreement_relational_noun,TRUE
The drawings of Guy weren't scaring Bruce.,The drawings of Guy wasn't scaring Bruce.,morphology,subject_verb_agreement,distractor_agreement_relational_noun,996,distractor_agreement_relational_noun,TRUE
The daughters of Stacey do confuse Carlos.,The daughters of Stacey does confuse Carlos.,morphology,subject_verb_agreement,distractor_agreement_relational_noun,598,distractor_agreement_relational_noun,TRUE
The books about politics stun Leslie.,The books about politics stuns Leslie.,morphology,subject_verb_agreement,distractor_agreement_relational_noun,301,distractor_agreement_relational_noun,TRUE
The shows about Spain do aggravate Christina.,The shows about Spain does aggravate Christina.,morphology,subject_verb_agreement,distractor_agreement_relational_noun,75,distractor_agreement_relational_noun,TRUE
The paintings of Beverly have disgusted that woman.,The paintings of Beverly has disgusted that woman.,morphology,subject_verb_agreement,distractor_agreement_relational_noun,296,distractor_agreement_relational_noun,TRUE
