sentence_good,sentence_bad,field,linguistics_term,UID,pair_id,config,picked_for_semantic_plausibility
What drivers will this woman care for and Samantha admire?,What will this woman care for drivers and Samantha admire?,syntax,island_effects,coordinate_structure_constraint_complex_left_branch,980,coordinate_structure_constraint_complex_left_branch,TRUE
Which people have many universities known and Gregory praised?,Which have many universities known people and Gregory praised?,syntax,island_effects,coordinate_structure_constraint_complex_left_branch,35,coordinate_structure_constraint_complex_left_branch,TRUE
Which students does Leslie kiss and Kendra visit?,Which does Leslie kiss students and Kendra visit?,syntax,island_effects,coordinate_structure_constraint_complex_left_branch,20,coordinate_structure_constraint_complex_left_branch,TRUE
What women is that lady attacking and Marcus referencing?,What is that lady attacking women and Marcus referencing?,syntax,island_effects,coordinate_structure_constraint_complex_left_branch,83,coordinate_structure_constraint_complex_left_branch,TRUE
Which synopses did Leslie talk about and Ruth complain about?,Which did Leslie talk about synopses and Ruth complain about?,syntax,island_effects,coordinate_structure_constraint_complex_left_branch,569,coordinate_structure_constraint_complex_left_branch,TRUE
Whose convertibles would Dennis buy and Alicia notice?,Whose would Dennis buy convertibles and Alicia notice?,syntax,island_effects,coordinate_structure_constraint_complex_left_branch,921,coordinate_structure_constraint_complex_left_branch,TRUE
What alumni had Noah hired and Alan thought about?,What had Noah hired alumni and Alan thought about?,syntax,island_effects,coordinate_structure_constraint_complex_left_branch,973,coordinate_structure_constraint_complex_left_branch,TRUE
What muffins was Jane finding and all girls taking?,What was Jane finding muffins and all girls taking?,syntax,island_effects,coordinate_structure_constraint_complex_left_branch,799,coordinate_structure_constraint_complex_left_branch,TRUE
What waitresses were those ladies upsetting and Julie appreciating?,What were those ladies upsetting waitresses and Julie appreciating?,syntax,island_effects,coordinate_structure_constraint_complex_left_branch,54,coordinate_structure_constraint_complex_left_branch,TRUE
Whose museums should Tiffany exit and Gary flee from?,Whose should Tiffany exit museums and Gary flee from?,syntax,island_effects,coordinate_structure_constraint_complex_left_branch,321,coordinate_structure_constraint_complex_left_branch,TRUE
Which women had this cashier astounded and Ann worried?,Which had this cashier astounded women and Ann worried?,syntax,island_effects,coordinate_structure_constraint_complex_left_branch,958,coordinate_structure_constraint_complex_left_branch,TRUE
Which men had Kendra hugged and Lori distracted?,Which had Kendra hugged men and Lori distracted?,syntax,island_effects,coordinate_structure_constraint_complex_left_branch,939,coordinate_structure_constraint_complex_left_branch,TRUE
What apples should Nancy bring and Sara clean?,What should Nancy bring apples and Sara clean?,syntax,island_effects,coordinate_structure_constraint_complex_left_branch,91,coordinate_structure_constraint_complex_left_branch,TRUE
What cups had Barbara fixed and Candice found?,What had Barbara fixed cups and Candice found?,syntax,island_effects,coordinate_structure_constraint_complex_left_branch,407,coordinate_structure_constraint_complex_left_branch,TRUE
