sentence_good,sentence_bad,field,linguistics_term,UID,pair_id,config,picked_for_semantic_plausibility
There were some trucks crashing.,There were most trucks crashing.,semantics,quantifiers,existential_there_quantifiers_1,437,existential_there_quantifiers_1,TRUE
There is an organization hurting Tammy.,There is every organization hurting Tammy.,semantics,quantifiers,existential_there_quantifiers_1,26,existential_there_quantifiers_1,TRUE
There was a plate falling.,There was each plate falling.,semantics,quantifiers,existential_there_quantifiers_1,115,existential_there_quantifiers_1,TRUE
There are some plates disappearing.,There are most plates disappearing.,semantics,quantifiers,existential_there_quantifiers_1,767,existential_there_quantifiers_1,TRUE
There are many paintings of Phillip disgusting Karen.,There are all paintings of Phillip disgusting Karen.,semantics,quantifiers,existential_there_quantifiers_1,991,existential_there_quantifiers_1,TRUE
There are many essays impressing these legislatures.,There are all essays impressing these legislatures.,semantics,quantifiers,existential_there_quantifiers_1,557,existential_there_quantifiers_1,TRUE
There were many high schools stunning those guests.,There were most high schools stunning those guests.,semantics,quantifiers,existential_there_quantifiers_1,392,existential_there_quantifiers_1,TRUE
There isn't a skateboard falling.,There isn't each skateboard falling.,semantics,quantifiers,existential_there_quantifiers_1,940,existential_there_quantifiers_1,TRUE
There isn't an essay impressing those teachers.,There isn't every essay impressing those teachers.,semantics,quantifiers,existential_there_quantifiers_1,867,existential_there_quantifiers_1,TRUE
There were no birds disturbing Cindy.,There were most birds disturbing Cindy.,semantics,quantifiers,existential_there_quantifiers_1,452,existential_there_quantifiers_1,TRUE
There are some sisters of Ann climbing up all ladders.,There are all sisters of Ann climbing up all ladders.,semantics,quantifiers,existential_there_quantifiers_1,10,existential_there_quantifiers_1,TRUE
There were no computers impressing every patient.,There were most computers impressing every patient.,semantics,quantifiers,existential_there_quantifiers_1,495,existential_there_quantifiers_1,TRUE
There were many cousins of Rhonda boycotting most lakes.,There were most cousins of Rhonda boycotting most lakes.,semantics,quantifiers,existential_there_quantifiers_1,34,existential_there_quantifiers_1,TRUE
There is a person annoying Phillip.,There is each person annoying Phillip.,semantics,quantifiers,existential_there_quantifiers_1,990,existential_there_quantifiers_1,TRUE
There were many cafes alarming Sonia.,There were most cafes alarming Sonia.,semantics,quantifiers,existential_there_quantifiers_1,286,existential_there_quantifiers_1,TRUE
