sentence_good,sentence_bad,field,linguistics_term,UID,pair_id,config,picked_for_semantic_plausibility
Kayla isn't apt to commission some waiter to fire Andrea.,Kayla isn't tough to commission some waiter to fire Andrea.,syntax_semantics,control_raising,tough_vs_raising_2,659,tough_vs_raising_2,TRUE
Brad's employees aren't likely to retaliate.,Brad's employees aren't irritating to retaliate.,syntax_semantics,control_raising,tough_vs_raising_2,17,tough_vs_raising_2,TRUE
Irene is likely to appreciate Nina.,Irene is unpleasant to appreciate Nina.,syntax_semantics,control_raising,tough_vs_raising_2,36,tough_vs_raising_2,TRUE
Margaret's nieces aren't unlikely to describe Diana.,Margaret's nieces aren't pleasant to describe Diana.,syntax_semantics,control_raising,tough_vs_raising_2,22,tough_vs_raising_2,TRUE
Liam was unlikely to forget Kristin.,Liam was hard to forget Kristin.,syntax_semantics,control_raising,tough_vs_raising_2,195,tough_vs_raising_2,TRUE
Linda is certain to cure Keith.,Linda is enjoyable to cure Keith.,syntax_semantics,control_raising,tough_vs_raising_2,494,tough_vs_raising_2,TRUE
Vincent's oncologist was about to discover Frank.,Vincent's oncologist was pleasant to discover Frank.,syntax_semantics,control_raising,tough_vs_raising_2,959,tough_vs_raising_2,TRUE
Patricia's mother is soon to talk to Candice.,Patricia's mother is annoying to talk to Candice.,syntax_semantics,control_raising,tough_vs_raising_2,339,tough_vs_raising_2,TRUE
Harvard University was soon to praise Valerie.,Harvard University was hard to praise Valerie.,syntax_semantics,control_raising,tough_vs_raising_2,30,tough_vs_raising_2,TRUE
All drivers were certain to cooperate.,All drivers were easy to cooperate.,syntax_semantics,control_raising,tough_vs_raising_2,709,tough_vs_raising_2,TRUE
Renee was about to disturb the Impressionists.,Renee was interesting to disturb the Impressionists.,syntax_semantics,control_raising,tough_vs_raising_2,355,tough_vs_raising_2,TRUE
Irene is likely to attempt to boast.,Irene is pleasant to attempt to boast.,syntax_semantics,control_raising,tough_vs_raising_2,582,tough_vs_raising_2,TRUE
A grandfather of Noah was bound to discover every shirt.,A grandfather of Noah was fun to discover every shirt.,syntax_semantics,control_raising,tough_vs_raising_2,715,tough_vs_raising_2,TRUE
Cheryl is apt to watch Paul.,Cheryl is fun to watch Paul.,syntax_semantics,control_raising,tough_vs_raising_2,365,tough_vs_raising_2,TRUE
