sentence_good,sentence_bad,field,linguistics_term,UID,pair_id,config,picked_for_semantic_plausibility
Eva finds those broken forks.,Eva finds that broken forks.,morphology,determiner_noun_agreement,determiner_noun_agreement_with_adj_2,938,determiner_noun_agreement_with_adj_2,TRUE
Tamara is wearing these good sweaters.,Tamara is wearing this good sweaters.,morphology,determiner_noun_agreement,determiner_noun_agreement_with_adj_2,485,determiner_noun_agreement_with_adj_2,TRUE
Theodore helped this bad patient.,Theodore helped these bad patient.,morphology,determiner_noun_agreement,determiner_noun_agreement_with_adj_2,573,determiner_noun_agreement_with_adj_2,TRUE
Every pedestrian goes to these important public parks.,Every pedestrian goes to this important public parks.,morphology,determiner_noun_agreement,determiner_noun_agreement_with_adj_2,491,determiner_noun_agreement_with_adj_2,TRUE
Danielle wouldn't bring these long pamphlets.,Danielle wouldn't bring this long pamphlets.,morphology,determiner_noun_agreement,determiner_noun_agreement_with_adj_2,86,determiner_noun_agreement_with_adj_2,TRUE
Alicia likes those orange coats.,Alicia likes that orange coats.,morphology,determiner_noun_agreement,determiner_noun_agreement_with_adj_2,576,determiner_noun_agreement_with_adj_2,TRUE
Jodi had revealed that brown snake.,Jodi had revealed those brown snake.,morphology,determiner_noun_agreement,determiner_noun_agreement_with_adj_2,175,determiner_noun_agreement_with_adj_2,TRUE
Jesus had worn these cheap coats.,Jesus had worn this cheap coats.,morphology,determiner_noun_agreement,determiner_noun_agreement_with_adj_2,467,determiner_noun_agreement_with_adj_2,TRUE
The Great Lakes scare those young senators.,The Great Lakes scare that young senators.,morphology,determiner_noun_agreement,determiner_noun_agreement_with_adj_2,589,determiner_noun_agreement_with_adj_2,TRUE
Amy did dislike that cheap mall.,Amy did dislike those cheap mall.,morphology,determiner_noun_agreement,determiner_noun_agreement_with_adj_2,834,determiner_noun_agreement_with_adj_2,TRUE
Lucille might visit this old art gallery.,Lucille might visit these old art gallery.,morphology,determiner_noun_agreement,determiner_noun_agreement_with_adj_2,306,determiner_noun_agreement_with_adj_2,TRUE
Amanda would admire these new dresses.,Amanda would admire this new dresses.,morphology,determiner_noun_agreement,determiner_noun_agreement_with_adj_2,645,determiner_noun_agreement_with_adj_2,TRUE
Denise fled from those small drivers.,Denise fled from that small drivers.,morphology,determiner_noun_agreement,determiner_noun_agreement_with_adj_2,568,determiner_noun_agreement_with_adj_2,TRUE
