sentence_good,sentence_bad,field,linguistics_term,UID,pair_id,config,picked_for_semantic_plausibility
Todd couldn't forget what some children are wearing.,Todd couldn't forget that some children are wearing.,syntax,filler_gap_dependency,wh_vs_that_with_gap,908,wh_vs_that_with_gap,TRUE
Omar didn't remember what all alumni lift.,Omar didn't remember that all alumni lift.,syntax,filler_gap_dependency,wh_vs_that_with_gap,629,wh_vs_that_with_gap,TRUE
Frank learns what the adults arrived at.,Frank learns that the adults arrived at.,syntax,filler_gap_dependency,wh_vs_that_with_gap,459,wh_vs_that_with_gap,TRUE
Russell knew who every girl cures.,Russell knew that every girl cures.,syntax,filler_gap_dependency,wh_vs_that_with_gap,729,wh_vs_that_with_gap,TRUE
Carol can't remember who the people talk to.,Carol can't remember that the people talk to.,syntax,filler_gap_dependency,wh_vs_that_with_gap,736,wh_vs_that_with_gap,TRUE
John shouldn't know what some waitress had sounded like.,John shouldn't know that some waitress had sounded like.,syntax,filler_gap_dependency,wh_vs_that_with_gap,673,wh_vs_that_with_gap,TRUE
Randolf shouldn't investigate who this jacket scared.,Randolf shouldn't investigate that this jacket scared.,syntax,filler_gap_dependency,wh_vs_that_with_gap,451,wh_vs_that_with_gap,TRUE
Nina conceals what this girl walked through.,Nina conceals that this girl walked through.,syntax,filler_gap_dependency,wh_vs_that_with_gap,879,wh_vs_that_with_gap,TRUE
The company would remember what the customer bikes to.,The company would remember that the customer bikes to.,syntax,filler_gap_dependency,wh_vs_that_with_gap,886,wh_vs_that_with_gap,TRUE
Hospitals haven't figured out who many prints look like.,Hospitals haven't figured out that many prints look like.,syntax,filler_gap_dependency,wh_vs_that_with_gap,585,wh_vs_that_with_gap,TRUE
Monet hadn't found out who this teenager isn't working with.,Monet hadn't found out that this teenager isn't working with.,syntax,filler_gap_dependency,wh_vs_that_with_gap,454,wh_vs_that_with_gap,TRUE
Sharon wasn't remembering who most girls work with.,Sharon wasn't remembering that most girls work with.,syntax,filler_gap_dependency,wh_vs_that_with_gap,827,wh_vs_that_with_gap,TRUE
Danielle learns who this teacher conceals.,Danielle learns that this teacher conceals.,syntax,filler_gap_dependency,wh_vs_that_with_gap,490,wh_vs_that_with_gap,TRUE
Laura has known who the children work with.,Laura has known that the children work with.,syntax,filler_gap_dependency,wh_vs_that_with_gap,996,wh_vs_that_with_gap,TRUE
