sentence_good,sentence_bad,field,linguistics_term,UID,pair_id,config,picked_for_semantic_plausibility
Debra was talked to by some children.,Debra was talked to by some turtle.,syntax,s-selection,animate_subject_passive,848,animate_subject_passive,TRUE
Carrie wasn't insulted by some person.,Carrie wasn't insulted by some snakes.,syntax,s-selection,animate_subject_passive,185,animate_subject_passive,TRUE
Chairs are messed up by some pedestrians.,Chairs are messed up by some pamphlet.,syntax,s-selection,animate_subject_passive,123,animate_subject_passive,TRUE
That boy is investigated by the women.,That boy is investigated by the diagnosis.,syntax,s-selection,animate_subject_passive,194,animate_subject_passive,TRUE
Cups aren't cleaned by the teachers.,Cups aren't cleaned by the foot.,syntax,s-selection,animate_subject_passive,801,animate_subject_passive,TRUE
That mirror is cleaned by the dancer.,That mirror is cleaned by the muffins.,syntax,s-selection,animate_subject_passive,871,animate_subject_passive,TRUE
Martha was described by the cashier.,Martha was described by the association.,syntax,s-selection,animate_subject_passive,694,animate_subject_passive,TRUE
James wasn't forgotten by some doctor.,James wasn't forgotten by some newspaper article.,syntax,s-selection,animate_subject_passive,426,animate_subject_passive,TRUE
Melissa is healed by some teenagers.,Melissa is healed by some essays.,syntax,s-selection,animate_subject_passive,948,animate_subject_passive,TRUE
Becca wasn't criticized by the drivers.,Becca wasn't criticized by the thesis.,syntax,s-selection,animate_subject_passive,604,animate_subject_passive,TRUE
Judy is praised by some actresses.,Judy is praised by some bikes.,syntax,s-selection,animate_subject_passive,586,animate_subject_passive,TRUE
Every teacher was seen by some pedestrians.,Every teacher was seen by some radii.,syntax,s-selection,animate_subject_passive,215,animate_subject_passive,TRUE
Heather isn't questioned by the girls.,Heather isn't questioned by the sheep.,syntax,s-selection,animate_subject_passive,357,animate_subject_passive,TRUE
