sentence_good,sentence_bad,field,linguistics_term,UID,pair_id,config,picked_for_semantic_plausibility
Scott had often obliged a guest to fix some cart.,Scott had ever obliged a guest to fix some cart.,semantics,npi_licensing,npi_present_2,633,npi_present_2,TRUE
Stephen also hides.,Stephen ever hides.,semantics,npi_licensing,npi_present_2,912,npi_present_2,TRUE
John has certainly discovered the gates.,John has ever discovered the gates.,semantics,npi_licensing,npi_present_2,737,npi_present_2,TRUE
Allison should really boast about Sherry.,Allison should ever boast about Sherry.,semantics,npi_licensing,npi_present_2,847,npi_present_2,TRUE
A lot of skateboards clearly disappear.,A lot of skateboards ever disappear.,semantics,npi_licensing,npi_present_2,540,npi_present_2,TRUE
Gerald had often read.,Gerald had ever read.,semantics,npi_licensing,npi_present_2,774,npi_present_2,TRUE
These cars had certainly dropped.,These cars had ever dropped.,semantics,npi_licensing,npi_present_2,376,npi_present_2,TRUE
Some closet certainly shocks Martha.,Some closet ever shocks Martha.,semantics,npi_licensing,npi_present_2,643,npi_present_2,TRUE
Kristin clearly reacts.,Kristin ever reacts.,semantics,npi_licensing,npi_present_2,913,npi_present_2,TRUE
Every student had really woken up.,Every student had ever woken up.,semantics,npi_licensing,npi_present_2,163,npi_present_2,TRUE
The book often disgusted this waiter.,The book ever disgusted this waiter.,semantics,npi_licensing,npi_present_2,253,npi_present_2,TRUE
Most cashiers often respect Eva.,Most cashiers ever respect Eva.,semantics,npi_licensing,npi_present_2,229,npi_present_2,TRUE
Lisa certainly read.,Lisa ever read.,semantics,npi_licensing,npi_present_2,602,npi_present_2,TRUE
A lot of universities certainly want Kayla to sing.,A lot of universities ever want Kayla to sing.,semantics,npi_licensing,npi_present_2,215,npi_present_2,TRUE
