sentence_good,sentence_bad,field,linguistics_term,UID,pair_id,config,picked_for_semantic_plausibility
Jessica isn't cleaning one old dress and Beth isn't cleaning more.,Jessica isn't cleaning one dress and Beth isn't cleaning more old.,syntax,ellipsis,ellipsis_n_bar_1,551,ellipsis_n_bar_1,TRUE
The sister of Erin praises three unemployed teachers and Sharon's husband praises at least as many.,The sister of Erin praises three teachers and Sharon's husband praises at least as many unemployed.,syntax,ellipsis,ellipsis_n_bar_1,874,ellipsis_n_bar_1,TRUE
Leslie had explored one old closet and Douglas's sisters had explored two.,Leslie had explored one closet and Douglas's sisters had explored two old.,syntax,ellipsis,ellipsis_n_bar_1,198,ellipsis_n_bar_1,TRUE
John's handymen did care for a few good bosses and Carrie did care for a lot.,John's handymen did care for a few bosses and Carrie did care for a lot good.,syntax,ellipsis,ellipsis_n_bar_1,336,ellipsis_n_bar_1,TRUE
Ann didn't pass one hidden cafe and Cheryl didn't pass a few.,Ann didn't pass one cafe and Cheryl didn't pass a few hidden.,syntax,ellipsis,ellipsis_n_bar_1,267,ellipsis_n_bar_1,TRUE
Carlos would complain about many confident mentors and Bruce's doctor would complain about few.,Carlos would complain about many mentors and Bruce's doctor would complain about few confident.,syntax,ellipsis,ellipsis_n_bar_1,368,ellipsis_n_bar_1,TRUE
The grandfathers of women fix one old bicycle and many granddaughters of Jessica fix at least as many.,The grandfathers of women fix one bicycle and many granddaughters of Jessica fix at least as many old.,syntax,ellipsis,ellipsis_n_bar_1,123,ellipsis_n_bar_1,TRUE
Sandra forgot five bad shows about and Suzanne forgot four.,Sandra forgot five shows about and Suzanne forgot four bad.,syntax,ellipsis,ellipsis_n_bar_1,724,ellipsis_n_bar_1,TRUE
Waitresses' colleague dropped by three new grocery stores and this granddaughter of Derek dropped by fewer.,Waitresses' colleague dropped by three grocery stores and this granddaughter of Derek dropped by fewer new.,syntax,ellipsis,ellipsis_n_bar_1,504,ellipsis_n_bar_1,TRUE
Cheryl's mentee is discussing one hidden art gallery and the actress is discussing two.,Cheryl's mentee is discussing one art gallery and the actress is discussing two hidden.,syntax,ellipsis,ellipsis_n_bar_1,573,ellipsis_n_bar_1,TRUE
Richard's associate has one red glove and that university has four.,Richard's associate has one glove and that university has four red.,syntax,ellipsis,ellipsis_n_bar_1,751,ellipsis_n_bar_1,TRUE
Barbara has remembered one small school and Eric has remembered a lot.,Barbara has remembered one school and Eric has remembered a lot small.,syntax,ellipsis,ellipsis_n_bar_1,569,ellipsis_n_bar_1,TRUE
Most guys clean one small couch and that boy's nephews clean few.,Most guys clean one couch and that boy's nephews clean few small.,syntax,ellipsis,ellipsis_n_bar_1,158,ellipsis_n_bar_1,TRUE
Every man might appreciate one troubled pedestrian and Vincent might appreciate at least as many.,Every man might appreciate one pedestrian and Vincent might appreciate at least as many troubled.,syntax,ellipsis,ellipsis_n_bar_1,284,ellipsis_n_bar_1,TRUE
