sentence_good,sentence_bad,field,linguistics_term,UID,pair_id,config,picked_for_semantic_plausibility
Rachel questions that man that Stephen disgusted.,Rachel questions who Stephen disgusted that man.,syntax,filler_gap_dependency,wh_questions_object_gap,217,wh_questions_object_gap,TRUE
A waitress remembers some plays that Janet scans.,A waitress remembers what Janet scans some plays.,syntax,filler_gap_dependency,wh_questions_object_gap,946,wh_questions_object_gap,TRUE
A lot of actors might remember many dancers that Tiffany is worrying.,A lot of actors might remember who Tiffany is worrying many dancers.,syntax,filler_gap_dependency,wh_questions_object_gap,167,wh_questions_object_gap,TRUE
Deanna investigated many children that these cashiers cure.,Deanna investigated who these cashiers cure many children.,syntax,filler_gap_dependency,wh_questions_object_gap,289,wh_questions_object_gap,TRUE
Guy saw the couch that Veronica has noticed.,Guy saw what Veronica has noticed the couch.,syntax,filler_gap_dependency,wh_questions_object_gap,254,wh_questions_object_gap,TRUE
Some student investigates some man that hospitals had hated.,Some student investigates who hospitals had hated some man.,syntax,filler_gap_dependency,wh_questions_object_gap,245,wh_questions_object_gap,TRUE
Tanya hadn't seen every grocery store that Tara cleaned.,Tanya hadn't seen what Tara cleaned every grocery store.,syntax,filler_gap_dependency,wh_questions_object_gap,619,wh_questions_object_gap,TRUE
Anna would see a pie that Karla is bringing.,Anna would see what Karla is bringing a pie.,syntax,filler_gap_dependency,wh_questions_object_gap,539,wh_questions_object_gap,TRUE
Most students research those high schools that Cindy didn't drive to.,Most students research what Cindy didn't drive to those high schools.,syntax,filler_gap_dependency,wh_questions_object_gap,687,wh_questions_object_gap,TRUE
George forgets a guy that Kenneth investigated.,George forgets who Kenneth investigated a guy.,syntax,filler_gap_dependency,wh_questions_object_gap,81,wh_questions_object_gap,TRUE
Ellen notices that driver that Tracy hadn't disgusted.,Ellen notices who Tracy hadn't disgusted that driver.,syntax,filler_gap_dependency,wh_questions_object_gap,801,wh_questions_object_gap,TRUE
The Clintons investigate the men that the Impressionists admire.,The Clintons investigate who the Impressionists admire the men.,syntax,filler_gap_dependency,wh_questions_object_gap,284,wh_questions_object_gap,TRUE
James couldn't investigate the man that Caroline can attack.,James couldn't investigate who Caroline can attack the man.,syntax,filler_gap_dependency,wh_questions_object_gap,834,wh_questions_object_gap,TRUE
That driver remembers some doctor that all men talk to.,That driver remembers who all men talk to some doctor.,syntax,filler_gap_dependency,wh_questions_object_gap,533,wh_questions_object_gap,TRUE
