sentence_good,sentence_bad,field,linguistics_term,UID,pair_id,config,picked_for_semantic_plausibility
Many people knew who a girl that had described Becca would find.,Many people knew that a girl that had described Becca would find.,syntax,filler_gap_dependency,wh_vs_that_with_gap_long_distance,183,wh_vs_that_with_gap_long_distance,TRUE
Those teachers hadn't remembered what the child that knows Steve lifts.,Those teachers hadn't remembered that the child that knows Steve lifts.,syntax,filler_gap_dependency,wh_vs_that_with_gap_long_distance,339,wh_vs_that_with_gap_long_distance,TRUE
Andrew hadn't figured out who most guests that kissed Kenneth fled from.,Andrew hadn't figured out that most guests that kissed Kenneth fled from.,syntax,filler_gap_dependency,wh_vs_that_with_gap_long_distance,320,wh_vs_that_with_gap_long_distance,TRUE
Melanie shouldn't figure out who that doctor that was leaving Anne is complaining about.,Melanie shouldn't figure out that that doctor that was leaving Anne is complaining about.,syntax,filler_gap_dependency,wh_vs_that_with_gap_long_distance,790,wh_vs_that_with_gap_long_distance,TRUE
The Lutherans are figuring out who the child that had disturbed Aaron boasts about.,The Lutherans are figuring out that the child that had disturbed Aaron boasts about.,syntax,filler_gap_dependency,wh_vs_that_with_gap_long_distance,980,wh_vs_that_with_gap_long_distance,TRUE
Connie discovers who every actress that talks about Ellen listened to.,Connie discovers that every actress that talks about Ellen listened to.,syntax,filler_gap_dependency,wh_vs_that_with_gap_long_distance,617,wh_vs_that_with_gap_long_distance,TRUE
Omar had revealed what every guy that won't examine the stories examines.,Omar had revealed that every guy that won't examine the stories examines.,syntax,filler_gap_dependency,wh_vs_that_with_gap_long_distance,543,wh_vs_that_with_gap_long_distance,TRUE
George learned who the teenagers that weren't surrendering have listened to.,George learned that the teenagers that weren't surrendering have listened to.,syntax,filler_gap_dependency,wh_vs_that_with_gap_long_distance,892,wh_vs_that_with_gap_long_distance,TRUE
Alice revealed what some bird that hadn't fallen asleep has looked like.,Alice revealed that some bird that hadn't fallen asleep has looked like.,syntax,filler_gap_dependency,wh_vs_that_with_gap_long_distance,975,wh_vs_that_with_gap_long_distance,TRUE
Those women hadn't remembered what every patient that joked around arrived at.,Those women hadn't remembered that every patient that joked around arrived at.,syntax,filler_gap_dependency,wh_vs_that_with_gap_long_distance,807,wh_vs_that_with_gap_long_distance,TRUE
Most hospitals are realizing what these dancers that care for Becky could sound like.,Most hospitals are realizing that these dancers that care for Becky could sound like.,syntax,filler_gap_dependency,wh_vs_that_with_gap_long_distance,99,wh_vs_that_with_gap_long_distance,TRUE
Sheila figured out who the people that slumped over complain about.,Sheila figured out that the people that slumped over complain about.,syntax,filler_gap_dependency,wh_vs_that_with_gap_long_distance,365,wh_vs_that_with_gap_long_distance,TRUE
Brad knows who that dancer that won't suffer boasted about.,Brad knows that that dancer that won't suffer boasted about.,syntax,filler_gap_dependency,wh_vs_that_with_gap_long_distance,703,wh_vs_that_with_gap_long_distance,TRUE
