sentence_good,sentence_bad,field,linguistics_term,UID,pair_id,config,picked_for_semantic_plausibility
What are some drivers touring after going to every hill?,What are some drivers touring every hill after going to?,syntax,island_effects,adjunct_island,33,adjunct_island,TRUE
Who should Roger care for before hiring every doctor?,Who should Roger care for every doctor before hiring?,syntax,island_effects,adjunct_island,523,adjunct_island,TRUE
Who did Pamela escape from while working with Claire?,Who did Pamela escape from Claire while working with?,syntax,island_effects,adjunct_island,615,adjunct_island,TRUE
What had Ronald sold without discovering the rugs?,What had Ronald sold the rugs without discovering?,syntax,island_effects,adjunct_island,682,adjunct_island,TRUE
What was Peter passing without noticing a lot of lakes?,What was Peter passing a lot of lakes without noticing?,syntax,island_effects,adjunct_island,336,adjunct_island,TRUE
Who has Cheryl forgotten while questioning Timothy?,Who has Cheryl forgotten Timothy while questioning?,syntax,island_effects,adjunct_island,630,adjunct_island,TRUE
What had that lady sold after breaking this fork?,What had that lady sold this fork after breaking?,syntax,island_effects,adjunct_island,924,adjunct_island,TRUE
Who has Tammy approached after working with Becky?,Who has Tammy approached Becky after working with?,syntax,island_effects,adjunct_island,369,adjunct_island,TRUE
Who has Curtis noticed while investigating Steve?,Who has Curtis noticed Steve while investigating?,syntax,island_effects,adjunct_island,56,adjunct_island,TRUE
Who had Scott hugged before approaching Tracy?,Who had Scott hugged Tracy before approaching?,syntax,island_effects,adjunct_island,466,adjunct_island,TRUE
What does Paul research while touring Harvard University?,What does Paul research Harvard University while touring?,syntax,island_effects,adjunct_island,174,adjunct_island,TRUE
What had Aaron sounded like while cleaning the museum?,What had Aaron sounded like the museum while cleaning?,syntax,island_effects,adjunct_island,18,adjunct_island,TRUE
Who was George admiring after leaving Noah?,Who was George admiring Noah after leaving?,syntax,island_effects,adjunct_island,666,adjunct_island,TRUE
