sentence_good,sentence_bad,field,linguistics_term,UID,pair_id,config,picked_for_semantic_plausibility
These pedestrians drove to a lot of libraries.,These pedestrians driven to a lot of libraries.,morphology,irregular_forms,irregular_past_participle_verbs,592,irregular_past_participle_verbs,TRUE
Claire wore most skirts.,Claire worn most skirts.,morphology,irregular_forms,irregular_past_participle_verbs,888,irregular_past_participle_verbs,TRUE
Candice hid.,Candice hidden.,morphology,irregular_forms,irregular_past_participle_verbs,610,irregular_past_participle_verbs,TRUE
Travis went fishing.,Travis gone fishing.,morphology,irregular_forms,irregular_past_participle_verbs,891,irregular_past_participle_verbs,TRUE
Larry wore the coat.,Larry worn the coat.,morphology,irregular_forms,irregular_past_participle_verbs,161,irregular_past_participle_verbs,TRUE
Danielle got fired.,Danielle gotten fired.,morphology,irregular_forms,irregular_past_participle_verbs,226,irregular_past_participle_verbs,TRUE
Some cats broke many carriages.,Some cats broken many carriages.,morphology,irregular_forms,irregular_past_participle_verbs,586,irregular_past_participle_verbs,TRUE
Kimberley drove to this high school.,Kimberley driven to this high school.,morphology,irregular_forms,irregular_past_participle_verbs,50,irregular_past_participle_verbs,TRUE
Judy forgot Anna.,Judy forgotten Anna.,morphology,irregular_forms,irregular_past_participle_verbs,472,irregular_past_participle_verbs,TRUE
The students knew Jason.,The students known Jason.,morphology,irregular_forms,irregular_past_participle_verbs,956,irregular_past_participle_verbs,TRUE
Jodi went to a lot of mountains.,Jodi gone to a lot of mountains.,morphology,irregular_forms,irregular_past_participle_verbs,259,irregular_past_participle_verbs,TRUE
Some girl broke a fork.,Some girl broken a fork.,morphology,irregular_forms,irregular_past_participle_verbs,400,irregular_past_participle_verbs,TRUE
Waitresses knew Vincent.,Waitresses known Vincent.,morphology,irregular_forms,irregular_past_participle_verbs,450,irregular_past_participle_verbs,TRUE
