sentence_good,sentence_bad,field,linguistics_term,UID,pair_id,config,picked_for_semantic_plausibility
What alumnus will Michael visit?,What will Michael visit alumnus?,syntax,island_effects,left_branch_island_simple_question,252,left_branch_island_simple_question,TRUE
Whose essay had Dawn talked about?,Whose had Dawn talked about essay?,syntax,island_effects,left_branch_island_simple_question,396,left_branch_island_simple_question,TRUE
What stairs had Sarah climbed up?,What had Sarah climbed up stairs?,syntax,island_effects,left_branch_island_simple_question,525,left_branch_island_simple_question,TRUE
Whose unicycle has Lori broken?,Whose has Lori broken unicycle?,syntax,island_effects,left_branch_island_simple_question,267,left_branch_island_simple_question,TRUE
Which adult has Patricia respected?,Which has Patricia respected adult?,syntax,island_effects,left_branch_island_simple_question,942,left_branch_island_simple_question,TRUE
Whose tomato is Ann concealing?,Whose is Ann concealing tomato?,syntax,island_effects,left_branch_island_simple_question,707,left_branch_island_simple_question,TRUE
Whose series can Mary argue about?,Whose can Mary argue about series?,syntax,island_effects,left_branch_island_simple_question,315,left_branch_island_simple_question,TRUE
Whose mountains had Diana climbed up?,Whose had Diana climbed up mountains?,syntax,island_effects,left_branch_island_simple_question,576,left_branch_island_simple_question,TRUE
Whose museums has Mary explored?,Whose has Mary explored museums?,syntax,island_effects,left_branch_island_simple_question,118,left_branch_island_simple_question,TRUE
What steps can every child climb down?,What can every child climb down steps?,syntax,island_effects,left_branch_island_simple_question,567,left_branch_island_simple_question,TRUE
Which offspring has Brad talked about?,Which has Brad talked about offspring?,syntax,island_effects,left_branch_island_simple_question,855,left_branch_island_simple_question,TRUE
Whose banks was Donald researching?,Whose was Donald researching banks?,syntax,island_effects,left_branch_island_simple_question,893,left_branch_island_simple_question,TRUE
Which waiter could Amelia talk about?,Which could Amelia talk about waiter?,syntax,island_effects,left_branch_island_simple_question,22,left_branch_island_simple_question,TRUE
