sentence_good,sentence_bad,field,linguistics_term,UID,pair_id,config,picked_for_semantic_plausibility
Only Donald's piano teacher that some waitress had found will ever drop by that movie theater.,Donald's piano teacher that only some waitress had found will ever drop by that movie theater.,syntax_semantics,npi_licensing,only_npi_scope,167,only_npi_scope,TRUE
Only this grandson of Regina who Meredith praised ever washes.,This grandson of Regina who only Meredith praised ever washes.,syntax_semantics,npi_licensing,only_npi_scope,269,only_npi_scope,TRUE
Only Emily's doctor that most teachers question had ever referenced Laurie.,Emily's doctor that only most teachers question had ever referenced Laurie.,syntax_semantics,npi_licensing,only_npi_scope,492,only_npi_scope,TRUE
Only these guests who Joel had admired would ever kiss.,These guests who only Joel had admired would ever kiss.,syntax_semantics,npi_licensing,only_npi_scope,478,only_npi_scope,TRUE
Only Maria's mother that most guests visit ever walks through a high school.,Maria's mother that only most guests visit ever walks through a high school.,syntax_semantics,npi_licensing,only_npi_scope,530,only_npi_scope,TRUE
Only Lori's contractors that these adults were returning to might ever flirt.,Lori's contractors that only these adults were returning to might ever flirt.,syntax_semantics,npi_licensing,only_npi_scope,972,only_npi_scope,TRUE
Only the mother of Laurie that the waitresses are appreciating ever examined some movies.,The mother of Laurie that only the waitresses are appreciating ever examined some movies.,syntax_semantics,npi_licensing,only_npi_scope,325,only_npi_scope,TRUE
Only Wayne's spouse who these ladies describe ever criticized Kristen.,Wayne's spouse who only these ladies describe ever criticized Kristen.,syntax_semantics,npi_licensing,only_npi_scope,551,only_npi_scope,TRUE
Only Todd's nieces that Sheila upset do ever consider Brian to get fired.,Todd's nieces that only Sheila upset do ever consider Brian to get fired.,syntax_semantics,npi_licensing,only_npi_scope,498,only_npi_scope,TRUE
Only Phillip's mentor that every guest was referencing should ever discover the newspaper article.,Phillip's mentor that only every guest was referencing should ever discover the newspaper article.,syntax_semantics,npi_licensing,only_npi_scope,826,only_npi_scope,TRUE
Only Patricia's electricians who this cashier can talk about ever change.,Patricia's electricians who only this cashier can talk about ever change.,syntax_semantics,npi_licensing,only_npi_scope,367,only_npi_scope,TRUE
Only Keith's classmates that the drivers investigate ever hurts these guys.,Keith's classmates that only the drivers investigate ever hurts these guys.,syntax_semantics,npi_licensing,only_npi_scope,613,only_npi_scope,TRUE
Only Bruce's ex-girlfriend that Susan has noticed had ever neglected to worry Vincent.,Bruce's ex-girlfriend that only Susan has noticed had ever neglected to worry Vincent.,syntax_semantics,npi_licensing,only_npi_scope,693,only_npi_scope,TRUE
Only those teenagers that Gregory was listening to ever protest.,Those teenagers that only Gregory was listening to ever protest.,syntax_semantics,npi_licensing,only_npi_scope,559,only_npi_scope,TRUE
