sentence_good,sentence_bad,field,linguistics_term,UID,pair_id,config,picked_for_semantic_plausibility
Some university that will distract Teresa wasn't helping itself.,Some university that will distract Teresa wasn't helping herself.,syntax_semantics,binding,principle_A_c_command,168,principle_A_c_command,TRUE
Senators that disturb Harvard University could work with themselves.,Senators that disturb Harvard University could work with itself.,syntax_semantics,binding,principle_A_c_command,697,principle_A_c_command,TRUE
Every woman who flees from Kenneth might attack herself.,Every woman who flees from Kenneth might attack himself.,syntax_semantics,binding,principle_A_c_command,694,principle_A_c_command,TRUE
Some senators that do alarm Steven boasted about themselves.,Some senators that do alarm Steven boasted about himself.,syntax_semantics,binding,principle_A_c_command,545,principle_A_c_command,TRUE
A lot of teachers who weren't confusing April are hugging themselves.,A lot of teachers who weren't confusing April are hugging herself.,syntax_semantics,binding,principle_A_c_command,759,principle_A_c_command,TRUE
Those adults who had examined this report talked to themselves.,Those adults who had examined this report talked to itself.,syntax_semantics,binding,principle_A_c_command,833,principle_A_c_command,TRUE
Most students who disgusts Michelle loved themselves.,Most students who disgusts Michelle loved herself.,syntax_semantics,binding,principle_A_c_command,337,principle_A_c_command,TRUE
Those waitresses who clean some face have revealed themselves.,Those waitresses who clean some face have revealed itself.,syntax_semantics,binding,principle_A_c_command,177,principle_A_c_command,TRUE
All drivers that had stunned Amanda discovered themselves.,All drivers that had stunned Amanda discovered herself.,syntax_semantics,binding,principle_A_c_command,884,principle_A_c_command,TRUE
Some boy that disturbed Jill could argue about himself.,Some boy that disturbed Jill could argue about herself.,syntax_semantics,binding,principle_A_c_command,31,principle_A_c_command,TRUE
The customers that descend every hill can praise themselves.,The customers that descend every hill can praise itself.,syntax_semantics,binding,principle_A_c_command,53,principle_A_c_command,TRUE
This girl who hasn't investigated Douglas had hugged herself.,This girl who hasn't investigated Douglas had hugged himself.,syntax_semantics,binding,principle_A_c_command,684,principle_A_c_command,TRUE
Every girl who toured some hill loves herself.,Every girl who toured some hill loves itself.,syntax_semantics,binding,principle_A_c_command,313,principle_A_c_command,TRUE
