sentence_good,sentence_bad,field,linguistics_term,UID,pair_id,config,picked_for_semantic_plausibility
This painting was upsetting at least three libraries.,No painting was upsetting at least three libraries.,semantics,quantifiers,superlative_quantifiers_2,692,superlative_quantifiers_2,TRUE
This woman has questioned at most eight associations.,No woman has questioned at most eight associations.,semantics,quantifiers,superlative_quantifiers_2,890,superlative_quantifiers_2,TRUE
Every lady can clean at most four malls.,No lady can clean at most four malls.,semantics,quantifiers,superlative_quantifiers_2,417,superlative_quantifiers_2,TRUE
Each girl was boasting about at least three girls.,No girl was boasting about at least three girls.,semantics,quantifiers,superlative_quantifiers_2,389,superlative_quantifiers_2,TRUE
That boy had toured at least seven schools.,No boy had toured at least seven schools.,semantics,quantifiers,superlative_quantifiers_2,393,superlative_quantifiers_2,TRUE
Each dancer is driving to at least ten museums.,No dancer is driving to at least ten museums.,semantics,quantifiers,superlative_quantifiers_2,837,superlative_quantifiers_2,TRUE
That guy messes up at least six forks.,No guy messes up at least six forks.,semantics,quantifiers,superlative_quantifiers_2,223,superlative_quantifiers_2,TRUE
Each customer has watched at least six teenagers.,No customer has watched at least six teenagers.,semantics,quantifiers,superlative_quantifiers_2,6,superlative_quantifiers_2,TRUE
A guy breaks at least five planes.,No guy breaks at least five planes.,semantics,quantifiers,superlative_quantifiers_2,369,superlative_quantifiers_2,TRUE
Every student attacked at least four women.,No student attacked at least four women.,semantics,quantifiers,superlative_quantifiers_2,53,superlative_quantifiers_2,TRUE
The child had hugged at most eight actors.,No child had hugged at most eight actors.,semantics,quantifiers,superlative_quantifiers_2,691,superlative_quantifiers_2,TRUE
The woman watched at most six men.,No woman watched at most six men.,semantics,quantifiers,superlative_quantifiers_2,860,superlative_quantifiers_2,TRUE
This actor had climbed down at most nine steps.,No actor had climbed down at most nine steps.,semantics,quantifiers,superlative_quantifiers_2,761,superlative_quantifiers_2,TRUE
