sentence_good,sentence_bad,field,linguistics_term,UID,pair_id,config,picked_for_semantic_plausibility
Alan imagines that he would insult the hospitals.,Alan imagines that himself would insult the hospitals.,syntax_semantics,binding,principle_A_case_1,986,principle_A_case_1,TRUE
Chad explained that he scans many plays.,Chad explained that himself scans many plays.,syntax_semantics,binding,principle_A_case_1,850,principle_A_case_1,TRUE
Victoria didn't say that she resembled this sketch.,Victoria didn't say that herself resembled this sketch.,syntax_semantics,binding,principle_A_case_1,319,principle_A_case_1,TRUE
Holly thought that she isn't confusing Margaret.,Holly thought that herself isn't confusing Margaret.,syntax_semantics,binding,principle_A_case_1,537,principle_A_case_1,TRUE
Dawn could imagine that she arrives at many art galleries.,Dawn could imagine that herself arrives at many art galleries.,syntax_semantics,binding,principle_A_case_1,511,principle_A_case_1,TRUE
Omar said that he hasn't passed these closets.,Omar said that himself hasn't passed these closets.,syntax_semantics,binding,principle_A_case_1,210,principle_A_case_1,TRUE
Tanya wouldn't think that she couldn't observe Lisa.,Tanya wouldn't think that herself couldn't observe Lisa.,syntax_semantics,binding,principle_A_case_1,302,principle_A_case_1,TRUE
Sheila might say that she references Amanda.,Sheila might say that herself references Amanda.,syntax_semantics,binding,principle_A_case_1,439,principle_A_case_1,TRUE
Becca is saying that she was kissing Amanda.,Becca is saying that herself was kissing Amanda.,syntax_semantics,binding,principle_A_case_1,280,principle_A_case_1,TRUE
These actresses imagine that they are going to the grocery store.,These actresses imagine that themselves are going to the grocery store.,syntax_semantics,binding,principle_A_case_1,559,principle_A_case_1,TRUE
Curtis was explaining that he was listening to Kenneth.,Curtis was explaining that himself was listening to Kenneth.,syntax_semantics,binding,principle_A_case_1,626,principle_A_case_1,TRUE
Travis can imagine that he shouldn't exit the college campuses.,Travis can imagine that himself shouldn't exit the college campuses.,syntax_semantics,binding,principle_A_case_1,747,principle_A_case_1,TRUE
