sentence_good,sentence_bad,field,linguistics_term,UID,pair_id,config,picked_for_semantic_plausibility
There proved to be a glove bothering Charles.,There managed to be a glove bothering Charles.,syntax_semantics,control_raising,existential_there_subject_raising,955,existential_there_subject_raising,TRUE
There were likely to be more than three hats annoying Andrea.,There were ready to be more than three hats annoying Andrea.,syntax_semantics,control_raising,existential_there_subject_raising,35,existential_there_subject_raising,TRUE
There isn't soon to be a truck disappearing.,There isn't ready to be a truck disappearing.,syntax_semantics,control_raising,existential_there_subject_raising,646,existential_there_subject_raising,TRUE
There wasn't likely to be a sweater wrinkling.,There wasn't anxious to be a sweater wrinkling.,syntax_semantics,control_raising,existential_there_subject_raising,102,existential_there_subject_raising,TRUE
There was likely to be a boy descending this slope.,There was anxious to be a boy descending this slope.,syntax_semantics,control_raising,existential_there_subject_raising,921,existential_there_subject_raising,TRUE
There seemed to be a lot of unicycles dropping.,There intended to be a lot of unicycles dropping.,syntax_semantics,control_raising,existential_there_subject_raising,958,existential_there_subject_raising,TRUE
There wasn't unlikely to be rice embarrassing Julie.,There wasn't pleased to be rice embarrassing Julie.,syntax_semantics,control_raising,existential_there_subject_raising,699,existential_there_subject_raising,TRUE
There turns out to be a play about music boring those pedestrians.,There bothers to be a play about music boring those pedestrians.,syntax_semantics,control_raising,existential_there_subject_raising,385,existential_there_subject_raising,TRUE
There was bound to be a story stunning Kimberley.,There was overjoyed to be a story stunning Kimberley.,syntax_semantics,control_raising,existential_there_subject_raising,91,existential_there_subject_raising,TRUE
There are proving to be socks bothering Deanna.,There are trying to be socks bothering Deanna.,syntax_semantics,control_raising,existential_there_subject_raising,407,existential_there_subject_raising,TRUE
There appeared to be a high school hurting Danielle.,There liked to be a high school hurting Danielle.,syntax_semantics,control_raising,existential_there_subject_raising,700,existential_there_subject_raising,TRUE
There are sure to be a lot of pictures upsetting a teenager.,There are eager to be a lot of pictures upsetting a teenager.,syntax_semantics,control_raising,existential_there_subject_raising,612,existential_there_subject_raising,TRUE
There appeared to be many chairs annoying this company.,There proposed to be many chairs annoying this company.,syntax_semantics,control_raising,existential_there_subject_raising,251,existential_there_subject_raising,TRUE
