sentence_good,sentence_bad,field,linguistics_term,UID,pair_id,config,picked_for_semantic_plausibility
Only Nancy had ever noticed Patrick.,Even Nancy had ever noticed Patrick.,semantics,npi_licensing,only_npi_licensor_present,235,only_npi_licensor_present,TRUE
Only Frank has ever explained everything.,Even Frank has ever explained everything.,semantics,npi_licensing,only_npi_licensor_present,451,only_npi_licensor_present,TRUE
Only Lawrence has ever referenced Katherine.,Even Lawrence has ever referenced Katherine.,semantics,npi_licensing,only_npi_licensor_present,373,only_npi_licensor_present,TRUE
Only Brenda has ever investigated Andrew.,Even Brenda has ever investigated Andrew.,semantics,npi_licensing,only_npi_licensor_present,620,only_npi_licensor_present,TRUE
Only those actresses ever approach Brian.,Even those actresses ever approach Brian.,semantics,npi_licensing,only_npi_licensor_present,553,only_npi_licensor_present,TRUE
Only Julie ever wondered who had escaped.,Even Julie ever wondered who had escaped.,semantics,npi_licensing,only_npi_licensor_present,450,only_npi_licensor_present,TRUE
Only these organizations ever correspond.,Even these organizations ever correspond.,semantics,npi_licensing,only_npi_licensor_present,455,only_npi_licensor_present,TRUE
Only the Borgias ever communicate.,Even the Borgias ever communicate.,semantics,npi_licensing,only_npi_licensor_present,355,only_npi_licensor_present,TRUE
Only Sandra will ever require Karen's student to drop by some college campus.,Even Sandra will ever require Karen's student to drop by some college campus.,semantics,npi_licensing,only_npi_licensor_present,91,only_npi_licensor_present,TRUE
Only the hat has ever soaked.,Even the hat has ever soaked.,semantics,npi_licensing,only_npi_licensor_present,923,only_npi_licensor_present,TRUE
Only these scarves have ever soaked.,Even these scarves have ever soaked.,semantics,npi_licensing,only_npi_licensor_present,443,only_npi_licensor_present,TRUE
Only Grace ever reveals Janice.,Even Grace ever reveals Janice.,semantics,npi_licensing,only_npi_licensor_present,6,only_npi_licensor_present,TRUE
Only an actress would ever litter.,Even an actress would ever litter.,semantics,npi_licensing,only_npi_licensor_present,292,only_npi_licensor_present,TRUE
Only Sharon can ever forget about who did play.,Even Sharon can ever forget about who did play.,semantics,npi_licensing,only_npi_licensor_present,379,only_npi_licensor_present,TRUE
