sentence_good,sentence_bad,field,linguistics_term,UID,pair_id,config,picked_for_semantic_plausibility
Ellen could imagine that Monet didn't disgust her.,Ellen could imagine that Monet didn't disgust herself.,syntax_semantics,binding,principle_A_domain_1,825,principle_A_domain_1,TRUE
These senators say that Thomas escaped from them.,These senators say that Thomas escaped from themselves.,syntax_semantics,binding,principle_A_domain_1,759,principle_A_domain_1,TRUE
Tonya wasn't thinking that Carlos returns to her.,Tonya wasn't thinking that Carlos returns to herself.,syntax_semantics,binding,principle_A_domain_1,350,principle_A_domain_1,TRUE
Cindy had explained that Harvard University praised her.,Cindy had explained that Harvard University praised herself.,syntax_semantics,binding,principle_A_domain_1,385,principle_A_domain_1,TRUE
Bradley thought that those plates have confused him.,Bradley thought that those plates have confused himself.,syntax_semantics,binding,principle_A_domain_1,303,principle_A_domain_1,TRUE
Ellen imagines that guests weren't fleeing from her.,Ellen imagines that guests weren't fleeing from herself.,syntax_semantics,binding,principle_A_domain_1,540,principle_A_domain_1,TRUE
Theresa wasn't thinking that Homer will find her.,Theresa wasn't thinking that Homer will find herself.,syntax_semantics,binding,principle_A_domain_1,539,principle_A_domain_1,TRUE
Janice has thought that Phillip did forget her.,Janice has thought that Phillip did forget herself.,syntax_semantics,binding,principle_A_domain_1,188,principle_A_domain_1,TRUE
Irene was thinking that Michael hadn't watched her.,Irene was thinking that Michael hadn't watched herself.,syntax_semantics,binding,principle_A_domain_1,53,principle_A_domain_1,TRUE
Erin has said that pedestrians aren't noticing her.,Erin has said that pedestrians aren't noticing herself.,syntax_semantics,binding,principle_A_domain_1,160,principle_A_domain_1,TRUE
Dawn explained that Brian talks to her.,Dawn explained that Brian talks to herself.,syntax_semantics,binding,principle_A_domain_1,281,principle_A_domain_1,TRUE
Kristin hadn't said that Jason forgets her.,Kristin hadn't said that Jason forgets herself.,syntax_semantics,binding,principle_A_domain_1,202,principle_A_domain_1,TRUE
Clyde was thinking that Tiffany respected him.,Clyde was thinking that Tiffany respected himself.,syntax_semantics,binding,principle_A_domain_1,574,principle_A_domain_1,TRUE
