sentence_good,sentence_bad,field,linguistics_term,UID,pair_id,config,picked_for_semantic_plausibility
Cheryl couldn't care for herself.,Cheryl couldn't care for themselves.,morphology,anaphor_agreement,anaphor_number_agreement,551,anaphor_number_agreement,TRUE
Ann could think about herself.,Ann could think about themselves.,morphology,anaphor_agreement,anaphor_number_agreement,913,anaphor_number_agreement,TRUE
Most doctors weren't observing themselves.,Most doctors weren't observing himself.,morphology,anaphor_agreement,anaphor_number_agreement,874,anaphor_number_agreement,TRUE
Maria thought about herself.,Maria thought about themselves.,morphology,anaphor_agreement,anaphor_number_agreement,954,anaphor_number_agreement,TRUE
Caroline was appreciating herself.,Caroline was appreciating themselves.,morphology,anaphor_agreement,anaphor_number_agreement,473,anaphor_number_agreement,TRUE
Mark had talked about himself.,Mark had talked about themselves.,morphology,anaphor_agreement,anaphor_number_agreement,633,anaphor_number_agreement,TRUE
Samuel has hurt himself.,Samuel has hurt themselves.,morphology,anaphor_agreement,anaphor_number_agreement,424,anaphor_number_agreement,TRUE
Amy was questioning herself.,Amy was questioning themselves.,morphology,anaphor_agreement,anaphor_number_agreement,471,anaphor_number_agreement,TRUE
Laura hired herself.,Laura hired themselves.,morphology,anaphor_agreement,anaphor_number_agreement,10,anaphor_number_agreement,TRUE
Anne will discover herself.,Anne will discover themselves.,morphology,anaphor_agreement,anaphor_number_agreement,336,anaphor_number_agreement,TRUE
Mitchell can't cure himself.,Mitchell can't cure themselves.,morphology,anaphor_agreement,anaphor_number_agreement,840,anaphor_number_agreement,TRUE
The ladies bore themselves.,The ladies bore herself.,morphology,anaphor_agreement,anaphor_number_agreement,922,anaphor_number_agreement,TRUE
Many actors haven't listened to themselves.,Many actors haven't listened to himself.,morphology,anaphor_agreement,anaphor_number_agreement,724,anaphor_number_agreement,TRUE
The Clintons scared themselves.,The Clintons scared itself.,morphology,anaphor_agreement,anaphor_number_agreement,383,anaphor_number_agreement,TRUE
