sentence_good,sentence_bad,field,linguistics_term,UID,pair_id,config,picked_for_semantic_plausibility
Many actresses discovered those big oases.,Many actresses discovered that big oases.,morphology,determiner_noun_agreement,determiner_noun_agreement_with_adj_irregular_2,690,determiner_noun_agreement_with_adj_irregular_2,TRUE
Some light would annoy those happy alumni.,Some light would annoy that happy alumni.,morphology,determiner_noun_agreement,determiner_noun_agreement_with_adj_irregular_2,770,determiner_noun_agreement_with_adj_irregular_2,TRUE
Brett has boasted about this nice person.,Brett has boasted about these nice person.,morphology,determiner_noun_agreement,determiner_noun_agreement_with_adj_irregular_2,117,determiner_noun_agreement_with_adj_irregular_2,TRUE
Some play alarms those small women.,Some play alarms that small women.,morphology,determiner_noun_agreement,determiner_noun_agreement_with_adj_irregular_2,114,determiner_noun_agreement_with_adj_irregular_2,TRUE
Kathleen wasn't scanning those long synopses.,Kathleen wasn't scanning that long synopses.,morphology,determiner_noun_agreement,determiner_noun_agreement_with_adj_irregular_2,545,determiner_noun_agreement_with_adj_irregular_2,TRUE
Benjamin can boast about those busy men.,Benjamin can boast about that busy men.,morphology,determiner_noun_agreement,determiner_noun_agreement_with_adj_irregular_2,462,determiner_noun_agreement_with_adj_irregular_2,TRUE
Noah was watching that fast woman.,Noah was watching those fast woman.,morphology,determiner_noun_agreement,determiner_noun_agreement_with_adj_irregular_2,322,determiner_noun_agreement_with_adj_irregular_2,TRUE
Gregory was embarrassing this big woman.,Gregory was embarrassing these big woman.,morphology,determiner_noun_agreement,determiner_noun_agreement_with_adj_irregular_2,464,determiner_noun_agreement_with_adj_irregular_2,TRUE
Veronica questioned this uncertain woman.,Veronica questioned these uncertain woman.,morphology,determiner_noun_agreement,determiner_noun_agreement_with_adj_irregular_2,795,determiner_noun_agreement_with_adj_irregular_2,TRUE
Victoria has left these delighted men.,Victoria has left this delighted men.,morphology,determiner_noun_agreement,determiner_noun_agreement_with_adj_irregular_2,783,determiner_noun_agreement_with_adj_irregular_2,TRUE
Patricia wasn't hiring those small children.,Patricia wasn't hiring that small children.,morphology,determiner_noun_agreement,determiner_noun_agreement_with_adj_irregular_2,210,determiner_noun_agreement_with_adj_irregular_2,TRUE
Beef bores that delighted woman.,Beef bores those delighted woman.,morphology,determiner_noun_agreement,determiner_noun_agreement_with_adj_irregular_2,476,determiner_noun_agreement_with_adj_irregular_2,TRUE
This company criticized this lucky man.,This company criticized these lucky man.,morphology,determiner_noun_agreement,determiner_noun_agreement_with_adj_irregular_2,836,determiner_noun_agreement_with_adj_irregular_2,TRUE
