sentence_good,sentence_bad,field,linguistics_term,UID,simple_LM_method,one_prefix_method,two_prefix_method,lexically_identical,pair_id,good_slor,bad_slor,slor_diff,correct,good_model_logprob,bad_model_logprob,good_unigram_logprob,bad_unigram_logprob,good_num_tokens,bad_num_tokens
Susan revealed herself.,Susan revealed themselves.,morphology,anaphor_agreement,anaphor_number_agreement,True,True,False,True,0,1.7141865873661413,0.9769951243357937,0.7371914630303475,1,-29.780845880508423,-32.9053955078125,-36.63759222997299,-36.813376005155675,4,4
Renee hasn't hurt herself.,Renee hasn't hurt themselves.,morphology,anaphor_agreement,anaphor_number_agreement,True,True,False,True,1,3.4021701377021865,2.994056456841662,0.4081136808605246,1,-34.83720901608467,-37.86978855729103,-58.65239997999998,-58.828183755182664,7,7
These patients do respect themselves.,These patients do respect himself.,morphology,anaphor_agreement,anaphor_number_agreement,True,True,False,True,2,2.0372299655264343,1.496494821787401,0.5407351437390333,1,-38.60475957393646,-40.93872845172882,-50.82813936709507,-49.91769738245323,6,6
Mary should criticize herself.,Mary should criticize themselves.,morphology,anaphor_agreement,anaphor_number_agreement,True,True,False,True,3,2.130551463222737,1.732239065808713,0.39831239741402413,1,-34.607449412345886,-36.774795174598694,-45.26020672845957,-45.43599050364226,5,5
Kristin irritated herself.,Kristin irritated themselves.,morphology,anaphor_agreement,anaphor_number_agreement,True,True,False,True,4,1.863578354020919,1.4806425721311869,0.3829357818897321,1,-37.59156346321106,-39.68202614784241,-46.909455233315654,-47.08523900849834,5,5
Tracy described herself.,Tracy described themselves.,morphology,anaphor_agreement,anaphor_number_agreement,True,True,False,True,5,2.3997905296145547,2.388998969984344,0.010791559630210834,1,-33.89878988265991,-34.12853145599365,-45.897742530732685,-46.07352630591537,5,5
A lot of girls had bothered themselves.,A lot of girls had bothered himself.,morphology,anaphor_agreement,anaphor_number_agreement,True,True,False,True,6,2.3727883514460144,1.9448132941435627,0.42797505730245167,1,-39.89865869283676,-42.41201716661453,-58.88096550440488,-57.970523519763034,8,8
Many teenagers were helping themselves.,Many teenagers were helping herself.,morphology,anaphor_agreement,anaphor_number_agreement,True,True,False,True,7,2.784879767495075,2.231765170834785,0.55311459666029,1,-37.283397912979126,-40.42630171775818,-53.992676517949576,-53.81689274276689,6,6
Girls talked to themselves.,Girls talked to itself.,morphology,anaphor_agreement,anaphor_number_agreement,True,True,False,True,8,1.8243316823617406,1.3783643070666698,0.4459673752950708,1,-30.55138623714447,-33.297059059143066,-39.67304464895317,-40.188880594476416,5,5
All senators listened to themselves.,All senators listened to itself.,morphology,anaphor_agreement,anaphor_number_agreement,True,True,False,True,9,2.085742808714054,1.6408546051587851,0.44488820355526904,1,-37.35870188474655,-40.54386705160141,-49.87315873703088,-50.38899468255412,6,6
Laura hired herself.,Laura hired themselves.,morphology,anaphor_agreement,anaphor_number_agreement,True,True,False,True,10,1.9638581120649796,1.1937708157807716,0.770087296284208,1,-27.491326808929443,-30.747459769248962,-35.34675925718936,-35.52254303237205,4,4
Claire won't conceal herself.,Claire won't conceal themselves.,morphology,anaphor_agreement,anaphor_number_agreement,True,True,False,True,11,3.3151754344700453,3.3271176879705697,-0.011942253500524469,0,-37.49335090816021,-37.585538908839226,-60.699578949450526,-60.87536272463321,7,7
Becca shouldn't impress herself.,Becca shouldn't impress themselves.,morphology,anaphor_agreement,anaphor_number_agreement,True,True,False,True,12,3.495423836945822,3.282744573128711,0.21267926381711133,1,-38.756508484482765,-40.42104710638523,-63.22447534310352,-63.40025911828621,7,7
This woman has criticized herself.,This woman has criticized themselves.,morphology,anaphor_agreement,anaphor_number_agreement,True,True,False,True,13,2.5923682625649085,2.309159657568857,0.2832086049960516,1,-33.424246430397034,-35.29928183555603,-48.978456005786484,-49.15423978096917,6,6
Sonia would cure herself.,Sonia would cure themselves.,morphology,anaphor_agreement,anaphor_number_agreement,True,True,False,True,14,2.202081254709919,2.181671892846141,0.020409361863777953,1,-37.147138476371765,-37.44537842273712,-50.35962600463128,-50.53540977981397,6,6
Most girls hate themselves.,Most girls hate himself.,morphology,anaphor_agreement,anaphor_number_agreement,True,True,False,True,15,2.5329943319394217,1.4359824339963438,1.0970118979430779,1,-29.82010579109192,-34.394723296165466,-42.48507745078903,-41.574635466147186,5,5
This legislature worried itself.,This legislature worried themselves.,morphology,anaphor_agreement,anaphor_number_agreement,True,True,False,True,16,0.6012895121232547,0.4558205728355006,0.14546893928775406,1,-41.609962821006775,-41.8214715719223,-44.61641038162305,-44.100574436099805,5,5
Florence had left herself.,Florence had left themselves.,morphology,anaphor_agreement,anaphor_number_agreement,True,True,False,True,17,3.9027899148351994,3.828597717559487,0.07419219727571225,1,-33.152846813201904,-33.847975969314575,-60.4723762170483,-60.64815999223099,7,7
