sentence_good,sentence_bad,field,linguistics_term,UID,simple_LM_method,one_prefix_method,two_prefix_method,lexically_identical,pair_id,good_slor,bad_slor,slor_diff,correct,good_model_logprob,bad_model_logprob,good_unigram_logprob,bad_unigram_logprob,good_num_tokens,bad_num_tokens
Amanda was respected by some waitresses.,Amanda was respected by some picture.,syntax,s-selection,animate_subject_passive,True,True,False,False,0,2.6848447169996947,2.741871237070317,-0.057026520070622144,0,-52.453992664813995,-42.5114426612854,-76.61759511781125,-64.44641255784794,9,8
Some lake was passed by some cashiers.,Some lake was passed by some phenomena.,syntax,s-selection,animate_subject_passive,True,True,False,False,1,2.3140418321020837,1.8509642183512725,0.46307761375081125,1,-52.63336753845215,-50.13862228393555,-73.4597440273709,-64.94633603074573,9,8
Lisa was kissed by the boys.,Lisa was kissed by the blouses.,syntax,s-selection,animate_subject_passive,True,True,False,False,2,2.081244991431402,2.469389736731241,-0.3881447452998388,0,-35.90046679973602,-45.123804807662964,-50.46918173975584,-64.87892270151289,7,8
Amanda isn't respected by the children.,Amanda isn't respected by the cups.,syntax,s-selection,animate_subject_passive,True,True,False,False,3,3.40259630853117,2.607608967983841,0.7949873405473289,1,-38.43759775534272,-47.91775167360902,-69.06096453212325,-71.38623238546359,9,9
The glove was noticed by some woman.,The glove was noticed by some mouse.,syntax,s-selection,animate_subject_passive,True,True,False,False,4,2.0442705677704502,2.276582103010325,-0.2323115352398748,0,-43.674721240997314,-43.38261687755585,-60.028885783160916,-61.59527370163845,8,8
Gerald is hated by the teachers.,Gerald is hated by the pie.,syntax,s-selection,animate_subject_passive,True,True,False,False,5,2.428643817915722,2.201181502744256,0.22746231517146587,1,-42.59303820133209,-43.850295424461365,-62.02218874465787,-61.45974744641541,8,8
Most actresses weren't discussed by some offspring.,Most actresses weren't discussed by some ladder.,syntax,s-selection,animate_subject_passive,True,True,False,False,6,2.5409786729222756,1.8383329888924953,0.7026456840297803,1,-58.21206379123032,-62.54563915915787,-81.0808718475308,-79.09063605919033,9,9
These students were talked about by the teacher.,These students were talked about by the books.,syntax,s-selection,animate_subject_passive,True,True,False,False,7,2.772026383670013,2.592222860311338,0.17980352335867478,1,-42.473233222961426,-43.48386001586914,-67.42147067599154,-66.81386575867118,9,9
Deborah was talked to by the teacher.,Deborah was talked to by the ellipses.,syntax,s-selection,animate_subject_passive,True,True,False,False,8,2.4410898604341975,2.0958150768658315,0.34527478356836605,1,-46.49689429998398,-67.97430497407913,-68.46670304389175,-91.02827081960328,9,11
Cafes were cleaned by some lady.,Cafes were cleaned by some hat.,syntax,s-selection,animate_subject_passive,True,True,False,False,9,1.3168441262841384,1.4230221921289525,-0.10617806584481415,0,-58.61135768890381,-57.77850866317749,-70.46295482546105,-70.58570839233806,9,9
