sentence_good,sentence_bad,field,linguistics_term,UID,simple_LM_method,one_prefix_method,two_prefix_method,lexically_identical,pair_id,good_slor,bad_slor,slor_diff,correct,good_model_logprob,bad_model_logprob,good_unigram_logprob,bad_unigram_logprob,good_num_tokens,bad_num_tokens
Patricia had changed.,Patricia had forgotten.,syntax,argument_structure,inchoative,True,False,False,False,0,3.234280109428018,3.43005988752702,-0.19577977809900204,0,-28.358713150024414,-28.269770860671997,-44.5301136971645,-45.420070298307095,5,5
A lot of closets could fling open.,A lot of closets could buy.,syntax,argument_structure,inchoative,True,False,False,False,1,2.4582672957965515,2.881996605425357,-0.4237293096288055,0,-54.484118700027466,-39.42055016756058,-79.06679165799298,-62.47652301096343,10,8
All pants loosen.,All pants brought.,syntax,argument_structure,inchoative,True,False,False,False,2,0.9744093365441522,0.2676676340586024,0.7067417024855498,1,-31.795544862747192,-30.088550090789795,-35.6931822089238,-31.159220627024204,4,4
Many glasses aren't warping.,Many glasses aren't messing up.,syntax,argument_structure,inchoative,True,False,False,False,3,1.3939864900848542,2.4928359112187937,-1.0988494211339395,0,-50.09072186052799,-40.41652764379978,-59.84862729112197,-57.86637902233134,7,7
A screen was fading.,A screen was cleaning.,syntax,argument_structure,inchoative,True,False,False,False,4,1.083427882611359,0.6608776595220192,0.42255022308933987,1,-33.88598871231079,-33.90476477146149,-39.303128125367586,-37.20915306907158,5,5
Every mountain sells.,Every mountain climbs down.,syntax,argument_structure,inchoative,True,False,False,False,5,0.9368183803137526,2.0967936236030185,-1.1599752432892658,0,-32.90357208251953,-32.8830623626709,-36.65084560377454,-43.36703048068599,4,5
All rivers can't melt.,All rivers can't reveal.,syntax,argument_structure,inchoative,True,False,False,False,6,1.5605395456699813,1.0120028484017969,0.5485366972681844,1,-37.36937427520752,-40.65042734146118,-46.73261154922741,-46.72244443187196,6,6
That skirt isn't unfolding.,That skirt isn't cleaning.,syntax,argument_structure,inchoative,True,False,False,False,7,1.7801425483250266,1.8739610650439549,-0.09381851671892827,0,-39.43061750382185,-35.619549207389355,-50.11147279377201,-46.863315597653084,6,6
That shawl shrank.,That shawl reveals.,syntax,argument_structure,inchoative,True,False,False,False,8,2.7418353801786446,1.51153833657337,1.2302970436052747,1,-40.31349754333496,-41.8289840221405,-59.50634520458547,-50.89821404158072,7,6
Those bananas are ripening.,Those bananas are cleaning.,syntax,argument_structure,inchoative,True,False,False,False,9,2.234740712438132,1.840586445370434,0.39415426706769807,1,-40.693676590919495,-33.7987334728241,-54.10212086554829,-43.001665699676266,6,5
A lot of chairs shattered.,A lot of chairs found.,syntax,argument_structure,inchoative,True,False,False,False,10,1.6698068784625473,1.5521808148153688,0.11762606364717842,1,-35.96091556549072,-32.10112810134888,-45.979756836266006,-41.41421299024109,6,6
These carriages have maneuvered.,These carriages have looked like.,syntax,argument_structure,inchoative,True,False,False,False,11,3.448195981203948,2.1171008654375174,1.3310951157664306,1,-44.93948769569397,-39.55929255485535,-69.0768595641216,-54.37899861291797,7,7
Clyde's oncologists weren't reuniting.,Clyde's oncologists weren't boring.,syntax,argument_structure,inchoative,True,False,False,False,12,1.4015316882296673,1.1872144692979625,0.21431721893170486,1,-82.89393193740398,-73.70458252448589,-99.71231219615998,-86.76394168676347,12,11
Benjamin's tutors spin around.,Benjamin's tutors respect.,syntax,argument_structure,inchoative,True,False,False,False,13,2.748433232305718,2.770330873597897,-0.02189764129217897,0,-51.50355815887451,-45.356682777404785,-73.49102401732026,-64.74899889259007,8,7
The sock isn't flattening.,The sock isn't wearing.,syntax,argument_structure,inchoative,True,False,False,False,14,2.4601099879159887,1.425050265903014,1.0350597220129747,1,-41.84132158756256,-36.36228430271149,-59.06209150297448,-44.91258589812957,7,6
This candle did dim.,This candle did look like.,syntax,argument_structure,inchoative,True,False,False,False,15,0.7107979546048953,1.3554206324899514,-0.6446226778850561,0,-37.426772356033325,-35.09511160850525,-40.9807621290578,-43.22763540344496,5,6
Rivers vaporized.,Rivers pass.,syntax,argument_structure,inchoative,True,False,False,False,16,2.759820984893274,1.714350543738675,1.045470441154599,1,-34.100428104400635,-27.1232430934906,-47.899533028867005,-33.9806452684453,5,4
Boys weren't assembling.,Boys weren't leaving.,syntax,argument_structure,inchoative,True,False,False,False,17,2.302078815164849,2.401236492752016,-0.0991576775871672,0,-36.711769953370094,-31.522566691040993,-50.524242844359186,-45.92998564755309,6,6
Planes accelerate.,Planes had.,syntax,argument_structure,inchoative,True,False,False,False,18,1.827033735610696,1.1104450580939655,0.7165886775167305,1,-33.502456188201904,-28.17498207092285,-40.81059113064469,-32.616762303298714,4,4
Many carriages slow.,Many carriages admire.,syntax,argument_structure,inchoative,True,False,False,False,19,1.8096768767902134,1.5728556930352482,0.2368211837549652,1,-35.98116588592529,-38.60395169258118,-45.02955026987636,-46.46823015775742,5,5
Diane's granddaughters weren't worrying.,Diane's granddaughters weren't looking like.,syntax,argument_structure,inchoative,True,False,False,False,20,3.2648134989682602,2.797726079499362,0.4670874194688981,1,-55.94494432024658,-60.35684328712523,-88.59307930992918,-91.13183016161821,10,11
Some feet chip.,Some feet have.,syntax,argument_structure,inchoative,True,False,False,False,21,0.05721518730628894,0.15547156382642946,-0.09825637652014052,0,-32.98631453514099,-26.89421510696411,-33.21517528436615,-27.51610136226983,4,4
A lot of bananas baked.,A lot of bananas brought.,syntax,argument_structure,inchoative,True,False,False,False,22,1.955896605673298,1.4692515461538396,0.48664505951945847,1,-34.729299783706665,-34.38195776939392,-46.46467941774645,-43.19746704631696,6,6
Dennis didn't sit down.,Dennis didn't kiss.,syntax,argument_structure,inchoative,True,False,False,False,23,3.1370117394728325,2.718122635865523,0.41888910360730947,1,-30.499956590123475,-30.549455863423645,-52.4590387664333,-46.858191678616784,7,6
Most glaciers freeze.,Most glaciers look like.,syntax,argument_structure,inchoative,True,False,False,False,24,1.321421484439103,1.0017681107071454,0.31965337373195757,1,-35.12428903579712,-36.578784823417664,-40.40997497355353,-41.58762537695339,4,5
The bicycle wasn't slowing.,The bicycle wasn't revealing.,syntax,argument_structure,inchoative,True,False,False,False,25,2.187743109807464,1.9225536561198204,0.26518945368764335,1,-35.915902607142925,-37.12694143503904,-49.04236126598771,-48.662263371757966,6,6
Most children move.,Most children looked like.,syntax,argument_structure,inchoative,True,False,False,False,26,1.5936580436945054,1.5837946906117253,0.00986335308278008,1,-25.078985452651978,-29.493659496307373,-31.45361762743,-37.412632949366,4,5
Ella's grandfathers hurt.,Ella's grandfathers reference.,syntax,argument_structure,inchoative,True,False,False,False,27,1.8428601676636447,1.933421114362798,-0.09056094669915327,0,-41.96670913696289,-43.828521490097046,-54.8667303106084,-57.36246929063663,7,7
That sweater twirls.,That sweater took.,syntax,argument_structure,inchoative,True,False,False,False,28,2.1460521328598596,0.16139843661750497,1.9846536962423547,1,-38.56309676170349,-30.177231550216675,-51.43940955886265,-30.822825296686695,6,4
A hat folds.,A hat saw.,syntax,argument_structure,inchoative,True,False,False,False,29,-0.026336378982129816,-0.08195139904335935,0.055615020061229536,1,-31.71835422515869,-27.359238147735596,-31.613008709230172,-27.03143255156216,4,4
Some bicycle maneuvers.,Some bicycle had.,syntax,argument_structure,inchoative,True,False,False,False,30,1.3968473250247868,-0.03938413674542396,1.4362314617702108,1,-33.44167685508728,-30.723645210266113,-39.02906615518643,-30.566108663284417,4,4
A bicycle stopped.,A bicycle liked.,syntax,argument_structure,inchoative,True,False,False,False,31,1.4363716219684601,0.06881186513768256,1.3675597568307776,1,-25.05958080291748,-30.85169506072998,-30.80506729079132,-31.12694252128071,4,4
What wrinkles.,What arrives at.,syntax,argument_structure,inchoative,True,False,False,False,32,0.12555372877560936,0.7704128999090996,-0.6448591711334902,0,-23.374752521514893,-25.438604593276978,-23.75141370784172,-28.520256192913376,3,4
All scarves fold.,All scarves admired.,syntax,argument_structure,inchoative,True,False,False,False,33,0.8657340390611324,0.9299815283553258,-0.06424748929419333,0,-41.90002465248108,-42.041598081588745,-46.22869484778674,-46.691505723365374,5,5
Many gloves twirl.,Many gloves revealed.,syntax,argument_structure,inchoative,True,False,False,False,34,2.2204289089286986,0.34268497368250195,1.8777439352461966,1,-37.11382532119751,-36.0253210067749,-48.215969865841004,-37.39606090150491,5,4
Some river vaporizes.,Some river cleaned.,syntax,argument_structure,inchoative,True,False,False,False,35,1.7611389968123277,0.40492582517637743,1.3562131716359502,1,-36.92064952850342,-32.53167176246643,-45.726344512565056,-34.15137506317194,5,4
Every father of Randolf hides.,Every father of Randolf aggravated.,syntax,argument_structure,inchoative,True,False,False,False,36,0.8447329927877141,0.6532394722928022,0.19149352049491186,1,-58.818941593170166,-62.06849241256714,-64.73207254268416,-66.64116871861675,7,7
A lot of carts had slowed.,A lot of carts had looked like.,syntax,argument_structure,inchoative,True,False,False,False,37,2.294317556529905,2.1178351372237145,0.17648241930619069,1,-38.97761356830597,-39.91242581605911,-55.03783646401531,-56.85510691384883,7,8
This truck slowed.,This truck cleans.,syntax,argument_structure,inchoative,True,False,False,False,38,1.6441912205714928,1.292791191315235,0.3514000292562578,1,-27.17206311225891,-28.796908140182495,-33.74882799454488,-33.968072905443435,4,4
Some windows have flung open.,Some windows have seen.,syntax,argument_structure,inchoative,True,False,False,False,39,2.2270495239986006,1.8580600200709867,0.36898950392761387,1,-36.32017993927002,-28.539823293685913,-49.682477083261624,-37.83012339404085,6,5
A coat hadn't shrunk.,A coat hadn't worn.,syntax,argument_structure,inchoative,True,False,False,False,40,1.8015459039805357,1.8482452802612468,-0.04669937628071108,0,-38.09507191181183,-35.46762979030609,-48.90434733569504,-46.55710147187357,6,6
Danielle's supervisor worries.,Danielle's supervisor astounded.,syntax,argument_structure,inchoative,True,False,False,False,41,1.8037772237103329,2.372506369212849,-0.5687291455025163,0,-43.523385882377625,-48.87837815284729,-54.34604922463962,-65.48592273733723,6,7
The sock soaked.,The sock cleaned.,syntax,argument_structure,inchoative,True,False,False,False,42,0.5401646964163156,0.667775852450422,-0.12761115603410644,0,-31.942688941955566,-30.326141357421875,-34.10334772762083,-32.99724476722356,4,4
Every candle dims.,Every candle lifted.,syntax,argument_structure,inchoative,True,False,False,False,43,0.8162170887893623,1.2567684111048312,-0.4405513223154689,0,-39.10716009140015,-31.237267017364502,-43.18824553534696,-36.26434066178383,5,4
