sentence_good,sentence_bad,field,linguistics_term,UID,simple_LM_method,one_prefix_method,two_prefix_method,lexically_identical,pair_id,good_slor,bad_slor,slor_diff,correct,good_model_logprob,bad_model_logprob,good_unigram_logprob,bad_unigram_logprob,good_num_tokens,bad_num_tokens
Todd can't yawn.,Todd can't walk through.,syntax,argument_structure,intransitive,True,False,False,False,0,1.3318200349976166,2.3092286642659303,-0.9774086292683137,0,-32.7590075135231,-30.67294931411743,-39.418107688511185,-44.528321299713014,5,6
Some guests hadn't left.,Some guests hadn't boasted about.,syntax,argument_structure,intransitive,True,False,False,False,1,2.785806401778011,2.428878179337407,0.35692822244060407,1,-31.195684641599655,-42.81366954743862,-47.91052305226772,-59.81581680280047,6,7
This niece of Elizabeth protests.,This niece of Elizabeth walks through.,syntax,argument_structure,intransitive,True,False,False,False,2,1.02668144578024,1.0819455484829084,-0.05526410270266835,0,-44.88351249694824,-49.592795848846436,-51.04360117162968,-57.166414688226794,6,7
Regina is shouting.,Regina is boasting about.,syntax,argument_structure,intransitive,True,False,False,False,3,1.8816198052001014,1.8205556474920523,0.06106415770804907,1,-31.854320526123047,-39.83505439758301,-41.26241955212355,-50.75838828253532,5,6
This guest's plumber complains.,This guest's plumber wore.,syntax,argument_structure,intransitive,True,False,False,False,4,1.942851863085295,1.915691057790524,0.02716080529477094,1,-48.87492656707764,-45.907541275024414,-62.4748896086747,-59.31737867955808,7,7
Anna's grandmothers aren't benefiting.,Anna's grandmothers aren't arguing about.,syntax,argument_structure,intransitive,True,False,False,False,5,1.904470287354279,1.8620365287260339,0.042433758628245055,1,-51.28777835145593,-53.525380823761225,-66.52354065029016,-70.28370958229553,8,9
Some glaciers are vaporizing.,Some glaciers are scaring.,syntax,argument_structure,intransitive,True,False,False,False,6,3.3718206359692267,3.1455646364318604,0.2262559995373663,1,-37.02818942070007,-34.904720067977905,-57.25911323651543,-53.77810788656907,6,6
Stephanie succeeds.,Stephanie boasts about.,syntax,argument_structure,intransitive,True,False,False,False,7,2.8967878142870065,1.5617421874975694,1.335045626789437,1,-33.2909471988678,-45.962626457214355,-47.77488627030283,-55.33307958219977,5,6
Tara's contractors scream.,Tara's contractors drive to.,syntax,argument_structure,intransitive,True,False,False,False,8,1.1633571946672348,0.9198741515110446,0.24348304315619018,1,-44.5646847486496,-47.700700521469116,-51.544827916653006,-54.13981958204643,6,7
All gloves weren't crumpling.,All gloves weren't looking like.,syntax,argument_structure,intransitive,True,False,False,False,9,2.4662841086812826,1.7737981420293079,0.6924859666519747,1,-48.32268041372299,-40.85961192846298,-68.05295328317325,-53.27619892266814,8,7
Patricia's hairdressers hadn't cooked.,Patricia's hairdressers hadn't gone to.,syntax,argument_structure,intransitive,True,False,False,False,10,3.5925298492713917,3.3337657957848514,0.2587640534865403,1,-60.13298313319683,-60.87241403758526,-99.65081147518214,-100.87760358700348,11,12
The spotlights faded.,The spotlights scared.,syntax,argument_structure,intransitive,True,False,False,False,11,2.0300105345821025,1.5975046081740245,0.43250592640807795,1,-34.71188545227051,-34.611443638801575,-44.86193812518102,-42.5989666796717,5,5
The muffins were scorching.,The muffins were scaring.,syntax,argument_structure,intransitive,True,False,False,False,12,3.533464254650845,3.0565233934335643,0.4769408612172805,1,-37.13298738002777,-37.105438470840454,-61.867237162583685,-58.5011022248754,7,7
Those friends of Sally were painting.,Those friends of Sally were walking through.,syntax,argument_structure,intransitive,True,False,False,False,13,1.6877971631099231,1.9395379703717008,-0.2517408072617777,0,-44.038086891174316,-47.45439267158508,-55.85266703294378,-62.97069643455869,7,8
This screen does brighten.,This screen does resemble.,syntax,argument_structure,intransitive,True,False,False,False,14,1.591756283389343,1.2542054916657819,0.33755079172356117,1,-38.80325508117676,-37.13953876495361,-48.353792781512816,-43.41056622328252,6,5
Danielle's podiatrists were succeeding.,Danielle's podiatrists were scaring.,syntax,argument_structure,intransitive,True,False,False,False,15,1.6861622144789377,2.4893284824308326,-0.8031662679518949,0,-74.7434732913971,-72.62116861343384,-89.91893322170753,-97.51445343774216,9,10
A lot of cashiers should collaborate.,A lot of cashiers should go to.,syntax,argument_structure,intransitive,True,False,False,False,16,2.5530307595907296,2.1292500189100982,0.4237807406806313,1,-46.732817113399506,-43.760841488838196,-67.15706319012534,-62.92409165902908,8,9
The pepper blackened.,The pepper resembles.,syntax,argument_structure,intransitive,True,False,False,False,17,0.7134577021867912,0.44802612922143226,0.2654315729653589,1,-36.72679376602173,-33.10701131820679,-40.294082276955685,-34.899115835092516,5,4
Some skirts haven't unfolded.,Some skirts haven't scared.,syntax,argument_structure,intransitive,True,False,False,False,18,1.7993524596528587,1.8398840770342464,-0.04053161738138766,0,-42.52649183571339,-38.58524616062641,-53.32260659363054,-49.62455062283189,6,6
Guy's French teachers die.,Guy's French teachers arrived at.,syntax,argument_structure,intransitive,True,False,False,False,19,0.7463505858078238,0.6593489615084839,0.08700162429933989,1,-46.331992387771606,-52.86443471908569,-50.81009590261855,-57.47987744964508,6,7
This shirt crumples.,This shirt scares.,syntax,argument_structure,intransitive,True,False,False,False,20,1.770479024232884,1.0266828610459182,0.7437961631869658,1,-40.11402070522308,-30.388275146484375,-50.73689485062039,-34.49500659066805,6,4
Some cup falls apart.,Some cup resembles.,syntax,argument_structure,intransitive,True,False,False,False,21,2.2681043719116687,-0.3464952098375047,2.6145995817491734,1,-31.526708722114563,-36.75411605834961,-42.86723058167291,-35.36813521899959,5,4
All grandmothers of Bill hadn't clashed.,All grandmothers of Bill hadn't arrived at.,syntax,argument_structure,intransitive,True,False,False,False,22,0.7549999529736624,0.9110085345345681,-0.1560085815609057,0,-67.26338785886765,-66.67588478326797,-74.0583874356306,-75.78597012861366,9,10
Some convertible is chipping.,Some convertible is scaring.,syntax,argument_structure,intransitive,True,False,False,False,23,2.145698520858724,2.7405123514182734,-0.5948138305595494,0,-40.56139636039734,-36.53850769996643,-53.43558748554968,-52.98158180847607,6,6
Rachelle's partner chuckled.,Rachelle's partner dislikes.,syntax,argument_structure,intransitive,True,False,False,False,24,0.7269075533180475,1.8714676590369177,-1.1445601057188703,0,-47.59385168552399,-51.728787422180176,-51.95529700543227,-64.8290610354386,6,7
These grandfathers of Ella cooperated.,These grandfathers of Ella boast about.,syntax,argument_structure,intransitive,True,False,False,False,25,2.0586451692257413,1.2048648158116053,0.8537803534141359,1,-59.12508845329285,-62.67745053768158,-77.65289497632452,-73.52123387998603,9,9
Most spotlights had dimmed.,Most spotlights had looked like.,syntax,argument_structure,intransitive,True,False,False,False,26,2.4054159908582062,1.1355467757812616,1.2698692150769446,1,-48.586018323898315,-49.96519935131073,-65.42393025990576,-57.91402678177956,7,7
