sentence_good,sentence_bad,field,linguistics_term,UID,simple_LM_method,one_prefix_method,two_prefix_method,lexically_identical,pair_id,good_slor,bad_slor,slor_diff,correct,good_model_logprob,bad_model_logprob,good_unigram_logprob,bad_unigram_logprob,good_num_tokens,bad_num_tokens
Every association figured out that most drivers that forfeit investigated Irene.,Every association figured out who most drivers that forfeit investigated Irene.,syntax,filler_gap_dependency,wh_vs_that_no_gap_long_distance,True,False,False,False,0,1.3361897739701674,1.3140414830296179,0.022148290940549487,1,-104.87612098455429,-107.16232514381409,-122.24658804616647,-124.24486442319912,13,13
Kathleen was revealing that this actress that can sit down was skated around this museum.,Kathleen was revealing what this actress that can sit down was skated around this museum.,syntax,filler_gap_dependency,wh_vs_that_no_gap_long_distance,True,False,False,False,1,1.7760300527911836,1.7090926904247397,0.06693736236644399,1,-118.39887869358063,-120.91915398836136,-152.14344969661312,-153.3919151064314,19,19
Jodi was learning that a library that hadn't communicated was working with Randolf.,Jodi was learning who a library that hadn't communicated was working with Randolf.,syntax,filler_gap_dependency,wh_vs_that_no_gap_long_distance,True,False,False,False,2,2.056887042078263,1.7509430004515791,0.30594404162668365,1,-106.74940696172416,-113.94873204641044,-141.71648667705463,-143.71476305408729,17,17
Drivers remembered that those hospitals that should waste away are listening to Angela.,Drivers remembered who those hospitals that should waste away are listening to Angela.,syntax,filler_gap_dependency,wh_vs_that_no_gap_long_distance,True,False,False,False,3,1.8691093913660135,1.6307814169081685,0.23832797445784504,1,-99.57325467467308,-105.14645066857338,-127.60989554516328,-129.6081719221959,15,15
Every cashier wouldn't investigate that some birds that weren't distracting Steve broke some unicycles.,Every cashier wouldn't investigate what some birds that weren't distracting Steve broke some unicycles.,syntax,filler_gap_dependency,wh_vs_that_no_gap_long_distance,True,False,False,False,4,2.3304398666303583,2.2214913984620566,0.10894846816830173,1,-133.17183140665293,-136.5992661798373,-179.7806287392601,-181.02909414907842,20,20
Tamara had figured out that most governments that had fired these guests won't have a window.,Tamara had figured out what most governments that had fired these guests won't have a window.,syntax,filler_gap_dependency,wh_vs_that_no_gap_long_distance,True,False,False,False,5,1.9465856187527237,1.8097178001996856,0.1368678185530381,1,-112.62705397605896,-116.47600793838501,-149.6121807323607,-150.86064614217904,19,19
Adam isn't forgetting that many actors that did buy a snake should pass the high school.,Adam isn't forgetting what many actors that did buy a snake should pass the high school.,syntax,filler_gap_dependency,wh_vs_that_no_gap_long_distance,True,False,False,False,6,1.7676205551111934,1.6082081573326628,0.15941239777853067,1,-107.60810643434525,-111.7259950041771,-139.42527642634673,-140.67374183616502,18,18
Melinda investigated that this girl that looked like those drawings might attack Cindy.,Melinda investigated who this girl that looked like those drawings might attack Cindy.,syntax,filler_gap_dependency,wh_vs_that_no_gap_long_distance,True,False,False,False,7,1.8154534535859037,1.6389703406354745,0.17648311295042918,1,-102.04694437980652,-106.69246745109558,-129.27874618359508,-131.2770225606277,15,15
Most cashiers conceal that most guys that can run around a cafe had skated around those banks.,Most cashiers conceal what most guys that can run around a cafe had skated around those banks.,syntax,filler_gap_dependency,wh_vs_that_no_gap_long_distance,True,False,False,False,8,1.5373766396264414,1.4563833981048746,0.08099324152156684,1,-139.4229600429535,-142.29129028320312,-170.17049283548232,-171.41895824530062,20,20
Martin had remembered that this man that sold most eyes hides the coat.,Martin had remembered what this man that sold most eyes hides the coat.,syntax,filler_gap_dependency,wh_vs_that_no_gap_long_distance,True,False,False,False,9,1.095917880191024,0.8675482603832104,0.22836961980781367,1,-93.46733283996582,-97.9129729270935,-108.81018316264016,-110.05864857245845,14,14
Mark concealed that a lot of drawings that weren't irritating Beverly stunned Derek.,Mark concealed who a lot of drawings that weren't irritating Beverly stunned Derek.,syntax,filler_gap_dependency,wh_vs_that_no_gap_long_distance,True,False,False,False,10,1.6302957876138275,1.2365069954166168,0.39378879219721075,1,-108.28284873627126,-116.18795699626207,-132.73728555047867,-134.73556192751133,15,15
Martin is revealing that the pictures that hadn't stunned Nina shock Curtis.,Martin is revealing who the pictures that hadn't stunned Nina shock Curtis.,syntax,filler_gap_dependency,wh_vs_that_no_gap_long_distance,True,False,False,False,11,1.7123559481231772,1.4363580600878467,0.27599788803533043,1,-97.5426785517484,-103.40492536127567,-121.51566182547288,-123.51393820250553,14,14
Those students aren't learning that that library that cooperates hasn't looked like a print.,Those students aren't learning what that library that cooperates hasn't looked like a print.,syntax,filler_gap_dependency,wh_vs_that_no_gap_long_distance,True,False,False,False,12,2.333167324197111,2.4412356931814543,-0.10806836898434335,0,-103.96985444799066,-103.27308921609074,-145.96686628353865,-147.21533169335692,18,18
Joseph discovered that a woman that couldn't discuss Sabrina approached the dancer.,Joseph discovered who a woman that couldn't discuss Sabrina approached the dancer.,syntax,filler_gap_dependency,wh_vs_that_no_gap_long_distance,True,False,False,False,13,2.235109254947772,1.691870988013513,0.5432382669342588,1,-93.63072014600039,-103.77757052704692,-127.15735897021696,-129.1556353472496,15,15
Eva discovered that all pedestrians that have performed upset Candice.,Eva discovered who all pedestrians that have performed upset Candice.,syntax,filler_gap_dependency,wh_vs_that_no_gap_long_distance,True,False,False,False,14,1.446628705857151,0.9180018784839158,0.5286268273732352,1,-89.41019010543823,-97.7519884109497,-106.76973457572404,-108.7680109527567,12,12
Wayne remembered that every child that talks about Tina escapes from Alan.,Wayne remembered who every child that talks about Tina escapes from Alan.,syntax,filler_gap_dependency,wh_vs_that_no_gap_long_distance,True,False,False,False,15,2.703593366242651,2.4266725384671974,0.27692082777545357,1,-85.81438094377518,-91.68954890966415,-123.66468807117229,-125.66296444820492,14,14
Nicole reveals that this fish that has fallen asleep finds these adults.,Nicole reveals who this fish that has fallen asleep finds these adults.,syntax,filler_gap_dependency,wh_vs_that_no_gap_long_distance,True,False,False,False,16,2.2340794516367595,2.0276076270127925,0.20647182462396696,1,-90.175976395607,-95.06485831737518,-121.45308871852163,-123.45136509555428,14,14
Stephen reveals that all children that haven't spun around might astound Jesus.,Stephen reveals who all children that haven't spun around might astound Jesus.,syntax,filler_gap_dependency,wh_vs_that_no_gap_long_distance,True,False,False,False,17,1.6029754147819082,1.339057300199903,0.2639181145820051,1,-106.76046225056052,-112.71751034632325,-130.80509347228914,-132.8033698493218,15,15
All doctors were forgetting that some guest that questions Monet explores lakes.,All doctors were forgetting what some guest that questions Monet explores lakes.,syntax,filler_gap_dependency,wh_vs_that_no_gap_long_distance,True,False,False,False,18,0.7011714442713323,0.4813067090471281,0.2198647352242042,1,-116.38201820850372,-120.70858991146088,-126.19841842830238,-127.44688383812067,14,14
A child didn't realize that a lot of waiters that should confer were referencing Rodney.,A child didn't realize who a lot of waiters that should confer were referencing Rodney.,syntax,filler_gap_dependency,wh_vs_that_no_gap_long_distance,True,False,False,False,19,1.6533718680564107,1.399411644080879,0.25396022397553164,1,-113.3105098484084,-119.88007025700063,-143.0712034734238,-145.06947985045645,18,18
Anne wouldn't forget that this doctor that had thought about the cilantro disagrees with Beth.,Anne wouldn't forget who this doctor that had thought about the cilantro disagrees with Beth.,syntax,filler_gap_dependency,wh_vs_that_no_gap_long_distance,True,False,False,False,20,2.309600865301451,2.272497879274231,0.03710298602721984,1,-104.23799491673708,-106.9041250422597,-145.8108104921632,-147.80908686919585,18,18
Some teenager hasn't learned that some socks that are falling were hurting Becca.,Some teenager hasn't learned who some socks that are falling were hurting Becca.,syntax,filler_gap_dependency,wh_vs_that_no_gap_long_distance,True,False,False,False,21,2.1785926215924185,2.1066225104800242,0.07197011111239426,1,-101.22630912158638,-104.37610727641732,-136.08379106706508,-138.0820674440977,16,16
Ann does remember that those skirts that annoyed Kayla stun Dan.,Ann does remember who those skirts that annoyed Kayla stun Dan.,syntax,filler_gap_dependency,wh_vs_that_no_gap_long_distance,True,False,False,False,22,1.4446193170407993,1.276144727203167,0.1684745898376323,1,-101.62538933753967,-105.81383538246155,-120.40544045907006,-122.40371683610272,13,13
William discovered that many actresses that annoy Donald skated around the rivers.,William discovered what many actresses that annoy Donald skated around the rivers.,syntax,filler_gap_dependency,wh_vs_that_no_gap_long_distance,True,False,False,False,23,1.5882107242693166,1.2118577152201502,0.37635300904916646,1,-101.76972568035126,-108.28713321685791,-124.00467582012169,-125.25314122994001,14,14
Steven is realizing that the waitresses that had departed might sell every photograph.,Steven is realizing what the waitresses that had departed might sell every photograph.,syntax,filler_gap_dependency,wh_vs_that_no_gap_long_distance,True,False,False,False,24,1.0456491243075845,0.9398043319775183,0.10584479233006616,1,-108.46728384494781,-111.3034211397171,-124.15202070956158,-125.40048611937988,15,15
Linda wasn't forgetting that a woman that was getting fired likes every sketch.,Linda wasn't forgetting what a woman that was getting fired likes every sketch.,syntax,filler_gap_dependency,wh_vs_that_no_gap_long_distance,True,False,False,False,25,2.2939471545212076,2.301058882150251,-0.0071117276290433296,0,-91.0073664598167,-92.1420442275703,-127.71052093215602,-128.9589863419743,16,16
Many banks had revealed that every woman that sits down fired Benjamin.,Many banks had revealed who every woman that sits down fired Benjamin.,syntax,filler_gap_dependency,wh_vs_that_no_gap_long_distance,True,False,False,False,26,1.3719807305583562,0.9042420123291646,0.46773871822919166,1,-93.27423846721649,-101.35311818122864,-111.10998796447512,-113.10826434150778,13,13
David had learned that all actresses that escaped conceal George.,David had learned who all actresses that escaped conceal George.,syntax,filler_gap_dependency,wh_vs_that_no_gap_long_distance,True,False,False,False,27,1.1493732251170172,0.8095307452658486,0.33984247985116867,1,-81.09498238563538,-86.83152604103088,-93.73808786192257,-95.73636423895522,11,11
Many hospitals figure out that some doctor that describes the guy flees from Kirsten.,Many hospitals figure out who some doctor that describes the guy flees from Kirsten.,syntax,filler_gap_dependency,wh_vs_that_no_gap_long_distance,True,False,False,False,28,1.8931129921117664,1.7745198582315658,0.11859313388020065,1,-110.52308762073517,-114.53744727373123,-142.7060084866352,-144.70428486366785,17,17
Many men reveal that some driver that painted hadn't arrived at some river.,Many men reveal what some driver that painted hadn't arrived at some river.,syntax,filler_gap_dependency,wh_vs_that_no_gap_long_distance,True,False,False,False,29,1.6552678225418826,1.5263260594947041,0.12894176304717853,1,-96.60796204209328,-99.79055389761925,-121.43697938022152,-122.68544479003981,15,15
The legislatures hadn't realized that most actors that flirted didn't arrive at those malls.,The legislatures hadn't realized what most actors that flirted didn't arrive at those malls.,syntax,filler_gap_dependency,wh_vs_that_no_gap_long_distance,True,False,False,False,30,2.4196351505896607,2.2812930812487497,0.13834206934091098,1,-114.13784713298082,-117.87646979093552,-157.6912798435947,-158.939745253413,18,18
Robert reveals that every guy that hasn't sighed was annoying Alice.,Robert reveals who every guy that hasn't sighed was annoying Alice.,syntax,filler_gap_dependency,wh_vs_that_no_gap_long_distance,True,False,False,False,31,1.9420040756362549,1.5360474357947085,0.4059566398415464,1,-85.05201575532556,-92.32772845029831,-110.29806873859687,-112.29634511562952,13,13
All guys hadn't learned that the pedestrian that scratched did return to Winston Churchill.,All guys hadn't learned who the pedestrian that scratched did return to Winston Churchill.,syntax,filler_gap_dependency,wh_vs_that_no_gap_long_distance,True,False,False,False,32,1.605048566579061,1.5327437455839323,0.0723048209951287,1,-108.61019894108176,-111.76535245403647,-134.29097600634674,-136.2892523833794,16,16
A school realizes that a waiter that was grinning skates around these cafes.,A school realizes what a waiter that was grinning skates around these cafes.,syntax,filler_gap_dependency,wh_vs_that_no_gap_long_distance,True,False,False,False,33,1.6686637515015434,1.5298193164814544,0.13884443502008903,1,-102.57771563529968,-105.90884757041931,-127.60767190782283,-128.85613731764113,15,15
Those actors realize that some waiter that had healed Anne works with Timothy.,Those actors realize who some waiter that had healed Anne works with Timothy.,syntax,filler_gap_dependency,wh_vs_that_no_gap_long_distance,True,False,False,False,34,1.5290112600719823,1.2984884844439872,0.23052277562799506,1,-102.88418364524841,-108.109778881073,-124.29034128625617,-126.28861766328882,14,14
Peter concealed that some adult that hasn't worried Jane boasts about Walter.,Peter concealed who some adult that hasn't worried Jane boasts about Walter.,syntax,filler_gap_dependency,wh_vs_that_no_gap_long_distance,True,False,False,False,35,0.7451740428803869,0.47700183019899456,0.26817221268139235,1,-110.64836583472788,-116.4010531893,-121.0808024350533,-123.07907881208592,14,14
Peter learns that all women that reply attack Benjamin.,Peter learns who all women that reply attack Benjamin.,syntax,filler_gap_dependency,wh_vs_that_no_gap_long_distance,True,False,False,False,36,0.3416793750230795,0.054953749062099176,0.28672562596098033,1,-80.60423254966736,-85.46976518630981,-84.02102629989815,-86.0193026769308,10,10
These legislatures know that the person that remembers Thomas hasn't broken some window.,These legislatures know what the person that remembers Thomas hasn't broken some window.,syntax,filler_gap_dependency,wh_vs_that_no_gap_long_distance,True,False,False,False,37,1.6230946241189201,1.5774477612059494,0.04564686291297071,1,-95.70845606736839,-97.64162442088127,-120.05487542915219,-121.30334083897051,15,15
Christina forgot that all plays that win worry Dana.,Christina forgot who all plays that win worry Dana.,syntax,filler_gap_dependency,wh_vs_that_no_gap_long_distance,True,False,False,False,38,0.33159506897746643,0.21116338789269404,0.1204316810847724,1,-89.23933446407318,-92.56235933303833,-92.88688022282531,-94.88515659985796,11,11
These women forget that boys that embarrasses Christine forget Monica.,These women forget who boys that embarrasses Christine forget Monica.,syntax,filler_gap_dependency,wh_vs_that_no_gap_long_distance,True,False,False,False,39,1.1157324074581514,0.9168199478719595,0.19891245958619186,1,-94.3575131893158,-98.74273908138275,-107.74630207881361,-109.74457845584627,12,12
Stacy learned that this waitress that cleans some fork had concealed Andrea.,Stacy learned who this waitress that cleans some fork had concealed Andrea.,syntax,filler_gap_dependency,wh_vs_that_no_gap_long_distance,True,False,False,False,40,1.2160949153368006,0.8055022333378231,0.41059268199897747,1,-109.92786765098572,-117.67444157600403,-126.95319646570093,-128.95147284273355,14,14
Paula will forget that those drivers that investigated Galileo hurt Andrew.,Paula will forget who those drivers that investigated Galileo hurt Andrew.,syntax,filler_gap_dependency,wh_vs_that_no_gap_long_distance,True,False,False,False,41,1.1501595924603494,0.9790991789033989,0.17106041355695045,1,-100.57153236865997,-104.79359412193298,-115.52360707064452,-117.52188344767717,13,13
All adults learn that many cashiers that baked were touring every restaurant.,All adults learn what many cashiers that baked were touring every restaurant.,syntax,filler_gap_dependency,wh_vs_that_no_gap_long_distance,True,False,False,False,42,1.4327707468158988,1.231184461365483,0.2015862854504158,1,-104.79106676578522,-108.86174017190933,-124.8498572212078,-126.0983226310261,14,14
Spain won't figure out that this louse that appeared hasn't aggravated the boy.,Spain won't figure out who this louse that appeared hasn't aggravated the boy.,syntax,filler_gap_dependency,wh_vs_that_no_gap_long_distance,True,False,False,False,43,1.5357731941951744,1.658660293134012,-0.12288709893883754,0,-107.35071734711528,-107.25991304218769,-133.45886164843324,-135.4571380254659,17,17
