sentence_good,sentence_bad,field,linguistics_term,UID,simple_LM_method,one_prefix_method,two_prefix_method,lexically_identical,pair_id,good_slor,bad_slor,slor_diff,correct,good_model_logprob,bad_model_logprob,good_unigram_logprob,bad_unigram_logprob,good_num_tokens,bad_num_tokens
Rebecca was criticizing those good documentaries.,Rebecca was criticizing those good documentary.,morphology,determiner_noun_agreement,determiner_noun_agreement_with_adjective_1,True,True,False,True,0,2.4419678589397265,2.239141502696615,0.2028263562431114,1,-55.74968612194061,-55.755677700042725,-75.28542899345842,-73.66880972161565,8,8
Some college campus embarrassed those bad legislatures.,Some college campus embarrassed those bad legislature.,morphology,determiner_noun_agreement,determiner_noun_agreement_with_adjective_1,True,True,False,True,1,1.0112014170109482,0.808149342270724,0.20305207474022424,1,-71.15399503707886,-70.57564687728882,-79.24360637316644,-77.04084161545461,8,8
All men weren't questioning these unemployed cashiers.,All men weren't questioning these unemployed cashier.,morphology,determiner_noun_agreement,determiner_noun_agreement_with_adjective_1,True,True,False,True,2,2.485652325923681,2.5187774415947786,-0.03312511567109766,0,-65.49091654643416,-63.925733502954245,-90.34743980567097,-89.11350791890203,10,10
Sara hasn't bored this displeased senator.,Sara hasn't bored this displeased senators.,morphology,determiner_noun_agreement,determiner_noun_agreement_with_adjective_1,True,True,False,True,3,2.5143364425702743,2.527786739414472,-0.013450296844197851,0,-66.18056647479534,-66.8529451340437,-91.32393090049808,-92.13081252818841,10,10
A lot of pedestrians kiss this displeased teenager.,A lot of pedestrians kiss this displeased teenagers.,morphology,determiner_noun_agreement,determiner_noun_agreement_with_adjective_1,True,True,False,True,4,2.18930582651038,2.009975871045904,0.17932995546447605,1,-68.84519746899605,-71.13016214966774,-90.73825573409985,-91.22992086012678,10,10
James is healing this uncertain actress.,James is healing this uncertain actresses.,morphology,determiner_noun_agreement,determiner_noun_agreement_with_adjective_1,True,True,False,True,5,0.9947308552106924,1.0962480629374585,-0.10151720772676609,0,-54.27448129653931,-56.60190552473068,-61.23759728301415,-64.27564196529289,7,7
Diane should complain about these unconvinced drivers.,Diane should complain about these unconvinced driver.,morphology,determiner_noun_agreement,determiner_noun_agreement_with_adjective_1,True,True,False,True,6,3.1013254627997044,2.8861328754422235,0.21519258735748092,1,-72.76422309875488,-73.33091902732849,-106.87880318955163,-105.07838065719295,11,11
Phillip liked that smooth horse.,Phillip liked that smooth horses.,morphology,determiner_noun_agreement,determiner_noun_agreement_with_adjective_1,True,True,False,True,7,2.059311828442831,1.9087148486359848,0.15059697980684605,1,-47.460842967033386,-49.423373103141785,-61.8760257661332,-62.78437704359368,7,7
Tracy praises those lucky guys.,Tracy praises those lucky guy.,morphology,determiner_noun_agreement,determiner_noun_agreement_with_adjective_1,True,True,False,True,8,2.52301563021114,2.2497773744695815,0.2732382557415587,1,-49.308242321014404,-51.08527708053589,-66.96935173249238,-66.83371870182296,7,7
A doctor had returned to these fast girls.,A doctor had returned to these fast girl.,morphology,determiner_noun_agreement,determiner_noun_agreement_with_adjective_1,True,True,False,True,9,1.2058741848758183,0.9587272012109528,0.24714698366486554,1,-54.18591374158859,-55.52540463209152,-65.03878140547096,-64.1539494429901,9,9
A lot of drawings had irritated those clean hospitals.,A lot of drawings had irritated those clean hospital.,morphology,determiner_noun_agreement,determiner_noun_agreement_with_adjective_1,True,True,False,True,10,1.8947954720337408,1.341147121565612,0.5536483504681287,1,-65.46313658356667,-68.69495382905006,-84.41109130390407,-82.10642504470619,10,10
