sentence_good,sentence_bad,field,linguistics_term,UID,simple_LM_method,one_prefix_method,two_prefix_method,lexically_identical,pair_id,good_slor,bad_slor,slor_diff,correct,good_model_logprob,bad_model_logprob,good_unigram_logprob,bad_unigram_logprob,good_num_tokens,bad_num_tokens
Every hospital isn't about to tempt Tiffany to reference Matt.,Every hospital isn't fun to tempt Tiffany to reference Matt.,syntax_semantics,control_raising,tough_vs_raising_2,True,False,False,False,0,1.3577939872447544,1.1833192040747254,0.17447478317002907,1,-85.22593191638589,-89.98086980357766,-101.51945976332294,-104.18070025247437,12,12
Rachel was apt to talk to Alicia.,Rachel was exciting to talk to Alicia.,syntax_semantics,control_raising,tough_vs_raising_2,True,False,False,False,1,2.8289998353642867,2.5327274245564677,0.29627241080781896,1,-40.77069717645645,-42.10359179973602,-63.402695859370745,-62.365411196187765,8,8
This doctor's cousins aren't soon to question Kirsten.,This doctor's cousins aren't interesting to question Kirsten.,syntax_semantics,control_raising,tough_vs_raising_2,True,False,False,False,2,1.6942924904588164,1.8502541271864363,-0.15596163672761998,0,-75.37455996125937,-74.93393727391958,-95.70606984676516,-97.13698680015682,12,12
Sheila is certain to find Stephen to describe this customer.,Sheila is difficult to find Stephen to describe this customer.,syntax_semantics,control_raising,tough_vs_raising_2,True,False,False,False,3,1.8750910579669977,2.3137222488611235,-0.43863119089412583,0,-72.21473562717438,-67.31778109073639,-94.71582832277835,-95.08244807706987,12,12
Liam's French teachers were sure to want to aggravate many people.,Liam's French teachers were irritating to want to aggravate many people.,syntax_semantics,control_raising,tough_vs_raising_2,True,False,False,False,4,2.1714822741226913,2.326642611745935,-0.15516033762324355,0,-84.85545372962952,-87.88833940029144,-117.42768784146989,-122.78797857648047,15,15
Thomas isn't sure to hug Margaret.,Thomas isn't annoying to hug Margaret.,syntax_semantics,control_raising,tough_vs_raising_2,True,False,False,False,5,1.5935098673882484,1.6854166185546937,-0.09190675116644531,0,-48.83210536139086,-51.92360993521288,-61.580184300496846,-65.40694288365043,8,8
Carrie is bound to explore some public park.,Carrie is pleasant to explore some public park.,syntax_semantics,control_raising,tough_vs_raising_2,True,False,False,False,6,2.7432045136717136,2.4278900825412024,0.31531443113051116,1,-57.278611838817596,-60.29217767715454,-84.71065697553473,-84.57107850256656,10,10
Timothy is about to respect most guys.,Timothy is annoying to respect most guys.,syntax_semantics,control_raising,tough_vs_raising_2,True,False,False,False,7,1.9591742631198232,2.152964118194711,-0.19378985507488755,0,-54.05830538272858,-57.760069727897644,-71.69087375080699,-77.13674679165004,9,9
Derek's guest is likely to like to forfeit.,Derek's guest is difficult to like to forfeit.,syntax_semantics,control_raising,tough_vs_raising_2,True,False,False,False,8,2.151833804965065,2.0976647212644237,0.05416908370064144,1,-60.908159017562866,-61.31929695606232,-84.57833087217858,-84.39360888997098,11,11
Melinda's guests aren't about to yearn to sit down.,Melinda's guests aren't unpleasant to yearn to sit down.,syntax_semantics,control_raising,tough_vs_raising_2,True,False,False,False,9,1.3257718218653594,1.5085409838329338,-0.18276916196757442,0,-85.2819767408073,-88.14527086541057,-103.84278224692233,-109.26484463907164,14,14
Mark wasn't certain to climb down the ladder.,Mark wasn't fun to climb down the ladder.,syntax_semantics,control_raising,tough_vs_raising_2,True,False,False,False,10,2.5916514936515425,2.399061202423283,0.19259029122825932,1,-48.419102570042014,-49.988475462421775,-74.33561750655744,-73.9790874866546,10,10
Jesus's tutor wasn't soon to remember Dawn.,Jesus's tutor wasn't tough to remember Dawn.,syntax_semantics,control_raising,tough_vs_raising_2,True,False,False,False,11,1.362056810970151,1.8239628226405358,-0.4619060116703848,0,-66.77578290738165,-64.47168608941138,-80.39635101708316,-82.71131431581674,10,10
Those organizations were certain to respond.,Those organizations were tough to respond.,syntax_semantics,control_raising,tough_vs_raising_2,True,False,False,False,12,2.574878075910131,2.501110581402579,0.07376749450755193,1,-40.49376916885376,-42.32261788845062,-58.51791570022468,-59.83039195826868,7,7
