sentence_good,sentence_bad,field,linguistics_term,UID,simple_LM_method,one_prefix_method,two_prefix_method,lexically_identical,pair_id,good_slor,bad_slor,slor_diff,correct,good_model_logprob,bad_model_logprob,good_unigram_logprob,bad_unigram_logprob,good_num_tokens,bad_num_tokens
There was a documentary about music irritating Allison.,There was each documentary about music irritating Allison.,semantics,quantifiers,existential_there_quantifiers_1,True,False,False,False,0,1.7587560716122033,1.2227314058902974,0.5360246657219059,1,-58.79575490951538,-67.74183654785156,-74.62455955402521,-78.74641920086424,9,9
There were no legislatures working hard.,There were most legislatures working hard.,semantics,quantifiers,existential_there_quantifiers_1,True,False,False,False,1,2.3720859512461203,2.2342097114310246,0.13787623981509567,1,-40.85638904571533,-43.23403215408325,-57.460990704438174,-58.873500134100425,7,7
There was a sweater shocking David.,There was each sweater shocking David.,semantics,quantifiers,existential_there_quantifiers_1,True,False,False,False,2,1.248294619247256,0.5679524696549721,0.6803421495922838,1,-47.09349822998047,-55.977752923965454,-55.83156056471126,-59.95342021155026,7,7
There are some brothers of Rachel arriving at a library.,There are all brothers of Rachel arriving at a library.,semantics,quantifiers,existential_there_quantifiers_1,True,False,False,False,3,2.537291585360771,2.079301969355808,0.457989616004963,1,-56.441346168518066,-60.93406438827515,-84.35155360748655,-83.80638605118904,11,11
There aren't many lights darkening.,There aren't all lights darkening.,semantics,quantifiers,existential_there_quantifiers_1,True,False,False,False,4,2.4382016789643144,1.9493017942558595,0.4888998847084549,1,-44.43857056647539,-46.741550989449024,-63.94418399818991,-62.3359653434959,8,8
There are many rugs embarrassing Galileo.,There are most rugs embarrassing Galileo.,semantics,quantifiers,existential_there_quantifiers_1,True,False,False,False,5,2.209560325484855,1.7132617816854818,0.496298543799373,1,-54.92569553852081,-59.221081376075745,-72.60217814239965,-72.9271756295596,8,8
There is a mother of Theodore imagining those adults responded.,There is each mother of Theodore imagining those adults responded.,semantics,quantifiers,existential_there_quantifiers_1,True,False,False,False,6,1.5903448054122913,1.3297913783267512,0.2605534270855401,1,-73.00813710689545,-79.99608445167542,-90.50192996643065,-94.62378961326968,11,11
There wasn't a window chipping.,There wasn't each window chipping.,semantics,quantifiers,existential_there_quantifiers_1,True,False,False,False,7,2.719840637788538,2.082915176024663,0.6369254617638749,1,-38.61812322214246,-47.83538656309247,-60.37684832445076,-64.49870797128978,8,8
There isn't a dancer slumping over.,There isn't every dancer slumping over.,semantics,quantifiers,existential_there_quantifiers_1,True,False,False,False,8,2.3310055709376405,2.2033832737316335,0.12762229720600704,1,-49.18259513005614,-54.31543266400695,-70.16164526849491,-74.14588212759165,9,9
There is a committee coping.,There is every committee coping.,semantics,quantifiers,existential_there_quantifiers_1,True,False,False,False,9,1.8400726422875593,1.5509825292460395,0.28909011304151977,1,-34.97972536087036,-40.69850289821625,-46.02016121459572,-50.004398073692485,6,6
There are some sisters of Ann climbing up all ladders.,There are all sisters of Ann climbing up all ladders.,semantics,quantifiers,existential_there_quantifiers_1,True,False,False,False,10,2.4024152368124825,2.1518390593336747,0.2505761774788078,1,-65.70875442028046,-68.17050099372864,-94.53773726203025,-93.99256970573273,12,12
There is an essay about Winston Churchill irritating Alexander.,There is each essay about Winston Churchill irritating Alexander.,semantics,quantifiers,existential_there_quantifiers_1,True,False,False,False,11,2.0870136366315535,1.3104206240623966,0.7765930125691569,1,-72.26244556903839,-81.92063653469086,-93.13258193535393,-95.02484277531482,10,10
There was a rug disappearing.,There was every rug disappearing.,semantics,quantifiers,existential_there_quantifiers_1,True,False,False,False,12,2.0502252853714396,1.249028674247441,0.8011966111239985,1,-32.98781740665436,-41.77923393249512,-45.289169118882995,-49.27340597797976,6,6
There aren't few documentaries disturbing some actors.,There aren't all documentaries disturbing some actors.,semantics,quantifiers,existential_there_quantifiers_1,True,False,False,False,13,1.7827963588111528,1.4203877267659157,0.3624086320452371,1,-63.43863697350025,-64.45583827793598,-79.48380420280063,-77.23932781882922,9,9
There are no peppers upsetting all governments.,There are all peppers upsetting all governments.,semantics,quantifiers,existential_there_quantifiers_1,True,False,False,False,14,1.4484287626802619,1.0197987013586278,0.42863006132163406,1,-57.58390164375305,-60.4922354221344,-69.17133174519515,-68.65062503300342,8,8
There was a cat annoying Alice.,There was each cat annoying Alice.,semantics,quantifiers,existential_there_quantifiers_1,True,False,False,False,15,1.833547825697036,0.9803434869480857,0.8532043387489502,1,-39.91323113441467,-50.00752115249634,-52.748065914293925,-56.86992556113294,7,7
There is a coat soaking.,There is every coat soaking.,semantics,quantifiers,existential_there_quantifiers_1,True,False,False,False,16,1.4258635172472438,1.2000706361978086,0.22579288104943518,1,-35.686219453811646,-41.02521359920502,-44.24140055729511,-48.22563741639187,6,6
There isn't a student winning.,There isn't each student winning.,semantics,quantifiers,existential_there_quantifiers_1,True,False,False,False,17,2.0947597931356117,1.803969828056965,0.29078996507864674,1,-36.294734470546246,-42.45212387293577,-50.95805302249553,-55.079912669334526,7,7
There were few bicycles shattering.,There were most bicycles shattering.,semantics,quantifiers,existential_there_quantifiers_1,True,False,False,False,18,2.1167311998448923,1.6731477877319374,0.44358341211295493,1,-41.71903133392334,-44.06927156448364,-54.419418532992694,-54.10815829087527,6,6
There weren't many eggplants existing.,There weren't all eggplants existing.,semantics,quantifiers,existential_there_quantifiers_1,True,False,False,False,19,2.37222271818197,1.7903744428845476,0.5818482752974226,1,-56.151638966053724,-59.78005478903651,-77.50164342969146,-75.89342477499744,9,9
There aren't many malls existing.,There aren't most malls existing.,semantics,quantifiers,existential_there_quantifiers_1,True,False,False,False,20,2.276799131754768,1.5579659665991181,0.7188331651556499,1,-44.54214125871658,-49.898970901966095,-60.47973518099996,-60.80473266815992,7,7
There weren't many waitresses sitting down.,There weren't all waitresses sitting down.,semantics,quantifiers,existential_there_quantifiers_1,True,False,False,False,21,1.7670538505470068,1.5274816451026254,0.2395722054443814,1,-55.759865026921034,-56.307796221226454,-71.6633496818441,-70.05513102715008,9,9
There were many sketches bothering Ruth.,There were all sketches bothering Ruth.,semantics,quantifiers,existential_there_quantifiers_1,True,False,False,False,22,2.1915484973555377,1.588127356403506,0.6034211409520316,1,-46.89085602760315,-49.506585359573364,-62.231695509091914,-60.62347685439791,7,7
There wasn't a commentary worrying some pedestrians.,There wasn't every commentary worrying some pedestrians.,semantics,quantifiers,existential_there_quantifiers_1,True,False,False,False,23,1.7485829849426642,1.5185197742183902,0.23006321072427394,1,-60.617872048169374,-66.67267780378461,-76.35511891265335,-80.33935577175012,9,9
There weren't few grandfathers of Beverly returning to the man.,There weren't most grandfathers of Beverly returning to the man.,semantics,quantifiers,existential_there_quantifiers_1,True,False,False,False,24,1.5053429009779267,1.4421637000250638,0.06317920095286289,1,-77.00075852125883,-77.5108278915286,-96.57021623397188,-96.25895599185444,13,13
There is a drawing of schools irritating the Clintons.,There is every drawing of schools irritating the Clintons.,semantics,quantifiers,existential_there_quantifiers_1,True,False,False,False,25,1.050659772343181,0.6689950693330274,0.38166470301015354,1,-70.32232904434204,-78.12321293354034,-80.82892676777385,-84.81316362687062,10,10
There is an organization hurting Tammy.,There is every organization hurting Tammy.,semantics,quantifiers,existential_there_quantifiers_1,True,False,False,False,26,1.8343590767897646,0.825562466671885,1.0087966101178796,1,-47.218701004981995,-56.03491532802582,-60.05921454251035,-61.81385259472901,7,7
There were few daughters of Nancy badgering Alicia to see Renee.,There were all daughters of Nancy badgering Alicia to see Renee.,semantics,quantifiers,existential_there_quantifiers_1,True,False,False,False,27,1.7785238086263007,1.4646468892741382,0.31387691935216244,1,-98.77870965003967,-101.24238705635071,-125.45656677943418,-123.21209039546278,15,15
There is a boy spinning around.,There is each boy spinning around.,semantics,quantifiers,existential_there_quantifiers_1,True,False,False,False,28,2.1889274083008354,1.8354676891938695,0.35345971910696594,1,-33.48892331123352,-40.08500099182129,-48.81141516933937,-52.933274816178375,7,7
There are no mushrooms alarming Winston Churchill.,There are all mushrooms alarming Winston Churchill.,semantics,quantifiers,existential_there_quantifiers_1,True,False,False,False,29,1.9200096400412647,1.2403798747162966,0.6796297653249681,1,-61.16779804229736,-66.08412945270538,-76.52787516262748,-76.00716845043576,8,8
There was a painting of that movie theater scaring many waitresses.,There was every painting of that movie theater scaring many waitresses.,semantics,quantifiers,existential_there_quantifiers_1,True,False,False,False,30,1.7710507505378612,1.4697003118588643,0.3013504386789969,1,-87.2548919916153,-95.45803499221802,-112.04960249914535,-116.03383935824212,14,14
There were many lamps wasting away.,There were all lamps wasting away.,semantics,quantifiers,existential_there_quantifiers_1,True,False,False,False,31,2.225788177350442,1.571320852267332,0.6544673250831099,1,-42.33489906787872,-45.30795168876648,-57.91541630933182,-56.307197654637804,7,7
There weren't few shows about politics upsetting Andrew.,There weren't most shows about politics upsetting Andrew.,semantics,quantifiers,existential_there_quantifiers_1,True,False,False,False,32,1.4996725780467812,1.309502264246109,0.19017031380067229,1,-72.79309509322047,-74.38353798910975,-87.78982087368829,-87.47856063157084,10,10
There isn't a casserole scaring Sharon.,There isn't each casserole scaring Sharon.,semantics,quantifiers,existential_there_quantifiers_1,True,False,False,False,33,3.5857507111631874,2.9573385165681843,0.6284121945950032,1,-55.49027728289366,-66.52467107027769,-94.93353510568872,-99.05539475252772,11,11
There were many cousins of Rhonda boycotting most lakes.,There were most cousins of Rhonda boycotting most lakes.,semantics,quantifiers,existential_there_quantifiers_1,True,False,False,False,34,2.710853927568943,2.462697921637743,0.24815600593120024,1,-79.51273655891418,-82.81560611724854,-112.0429836897415,-112.36798117690145,12,12
There was a book scaring Kimberley.,There was each book scaring Kimberley.,semantics,quantifiers,existential_there_quantifiers_1,True,False,False,False,35,2.7139985623677614,1.9670151310331474,0.746983431334614,1,-49.61389136314392,-60.458601891994476,-74.03987842445378,-78.1617380712928,9,9
There were few rivers disappearing.,There were all rivers disappearing.,semantics,quantifiers,existential_there_quantifiers_1,True,False,False,False,36,2.6496067269304717,1.9863520576139895,0.6632546693164822,1,-34.50524616241455,-36.24029779434204,-50.40288652399738,-48.15841014002598,6,6
There were few stories about politics astounding Alan.,There were most stories about politics astounding Alan.,semantics,quantifiers,existential_there_quantifiers_1,True,False,False,False,37,1.6839163158354387,1.398093074533951,0.2858232413014876,1,-65.04030084609985,-67.3014497756958,-80.1955476886188,-79.88428744650136,9,9
There isn't a truck existing.,There isn't every truck existing.,semantics,quantifiers,existential_there_quantifiers_1,True,False,False,False,38,1.6059646358798614,1.3071306047427018,0.29883403113715956,1,-39.318932287395,-45.395007364451885,-50.56068473855403,-54.5449215976508,7,7
There isn't a cashier eating.,There isn't each cashier eating.,semantics,quantifiers,existential_there_quantifiers_1,True,False,False,False,39,2.523348783152305,1.7359700370056101,0.787378746146695,1,-39.055551167577505,-49.47644078359008,-59.242341432795946,-63.36420107963496,8,8
There are some cats hurting Tiffany.,There are all cats hurting Tiffany.,semantics,quantifiers,existential_there_quantifiers_1,True,False,False,False,40,2.028637983490864,1.5153503213236925,0.5132876621671716,1,-45.34672963619232,-48.394575715065,-59.54719552062837,-59.00202796433085,7,7
There isn't a grandson of Becky cheering.,There isn't each grandson of Becky cheering.,semantics,quantifiers,existential_there_quantifiers_1,True,False,False,False,41,1.5763091586597682,1.1807206786686903,0.3955884799910778,1,-55.074363466352224,-62.75651943311095,-69.26114589429014,-73.38300554112917,9,9
There isn't a daughter of Mitchell astounding some boy.,There isn't each daughter of Mitchell astounding some boy.,semantics,quantifiers,existential_there_quantifiers_1,True,False,False,False,42,1.1903937029443263,0.745545672771101,0.4448480301732254,1,-71.46387981623411,-80.47906779497862,-84.5582105486217,-88.68007019546073,11,11
There aren't few guests asking all nieces of Sandra to attack Alicia.,There aren't most guests asking all nieces of Sandra to attack Alicia.,semantics,quantifiers,existential_there_quantifiers_1,True,False,False,False,43,1.423610818203084,1.3070746840412237,0.11653613416186026,1,-111.86457866430283,-113.41789656877518,-134.64235175555217,-134.33109151343476,16,16
There weren't few mushrooms scaring some governments.,There weren't most mushrooms scaring some governments.,semantics,quantifiers,existential_there_quantifiers_1,True,False,False,False,44,2.0433241532267687,1.9645265487003882,0.07879760452638052,1,-67.24328873679042,-67.72000453993678,-87.6765302690581,-87.36527002694066,10,10
There are many friends of Charles intending to disagree.,There are all friends of Charles intending to disagree.,semantics,quantifiers,existential_there_quantifiers_1,True,False,False,False,45,2.6935967820155127,2.0015733408496432,0.6920234411658694,1,-51.37086492776871,-56.68288068473339,-78.30683274792383,-76.69861409322982,10,10
There were some associations interacting.,There were all associations interacting.,semantics,quantifiers,existential_there_quantifiers_1,True,False,False,False,46,2.057393439724386,1.4844200110757175,0.5729734286486685,1,-39.505943775177,-42.398616790771484,-51.85030441352332,-51.30513685722579,6,6
There is a book about the Borgias disturbing Ann.,There is every book about the Borgias disturbing Ann.,semantics,quantifiers,existential_there_quantifiers_1,True,False,False,False,47,2.217433318440248,2.0451004051077644,0.1723329133324838,1,-62.89103019237518,-68.77092909812927,-87.28279669521791,-91.26703355431468,11,11
There weren't many books about Harvard University impressing Daniel.,There weren't most books about Harvard University impressing Daniel.,semantics,quantifiers,existential_there_quantifiers_1,True,False,False,False,48,2.642307175951108,2.1621537198271406,0.48015345612396754,1,-75.00255678221583,-81.08939574286342,-106.71024289362913,-107.0352403807891,12,12
