sentence_good,sentence_bad,field,linguistics_term,UID,simple_LM_method,one_prefix_method,two_prefix_method,lexically_identical,pair_id,good_slor,bad_slor,slor_diff,correct,good_model_logprob,bad_model_logprob,good_unigram_logprob,bad_unigram_logprob,good_num_tokens,bad_num_tokens
Some turtles alarm Kimberley.,Some turtles come here Kimberley.,syntax,argument_structure,transitive,True,False,True,False,0,2.1258572800011977,2.764840965636971,-0.6389836856357731,0,-47.78049409389496,-44.050270557403564,-60.535637773902145,-63.40415731686236,6,7
Diane watched Alan.,Diane screamed Alan.,syntax,argument_structure,transitive,True,False,True,False,1,2.644752833365537,2.4933315380975443,0.15142129526799275,1,-33.10345149040222,-35.753087759017944,-46.32721565722991,-48.219745449505666,5,5
This cousin of Theodore buys some mushroom.,This cousin of Theodore wept some mushroom.,syntax,argument_structure,transitive,True,False,True,False,2,1.2488109327091657,0.8093061928115459,0.43950473989761973,1,-61.032296895980835,-67.63496851921082,-71.02278435765416,-74.91872425451473,8,9
Rhonda was arguing about this nephew of Dana.,Rhonda was going fishing this nephew of Dana.,syntax,argument_structure,transitive,True,False,True,False,3,2.0436150033876204,1.3754725888465031,0.6681424145411172,1,-67.2777099609375,-72.73230862617493,-87.7138599948137,-86.48703451463996,10,10
A lot of actresses' nieces have toured that art gallery.,A lot of actresses' nieces have coped that art gallery.,syntax,argument_structure,transitive,True,False,True,False,4,2.058001776198933,1.922214680724297,0.13578709547463608,1,-88.62965553998947,-94.48706668615341,-117.44168040677454,-123.32028689701787,14,15
Debra wears many skirts.,Debra slumps over many skirts.,syntax,argument_structure,transitive,True,False,True,False,5,2.1350594157190783,1.6112892762799476,0.5237701394391308,1,-44.14118313789368,-60.97958421707153,-56.951539632208146,-73.86989842731111,6,8
Chad's daughters embarrasses Erin's girlfriend.,Chad's daughters screamed Erin's girlfriend.,syntax,argument_structure,transitive,True,False,True,False,6,1.4269841527453309,1.639713084649044,-0.21272893190371311,0,-73.44559788703918,-63.6478385925293,-87.7154394144925,-78.40525635437069,10,9
Elaine criticized Jill.,Elaine shrugs Jill.,syntax,argument_structure,transitive,True,False,True,False,7,1.2302342720896533,2.276084164953397,-1.0458498928637439,0,-43.871540784835815,-43.62798476219177,-50.02271214528408,-57.284489751912155,5,6
The pedestrians question some people.,The pedestrians wave some people.,syntax,argument_structure,transitive,True,False,True,False,8,0.6327676844360764,0.8927219401696233,-0.2599542557335468,0,-43.67197895050049,-43.54981207847595,-47.46858505711695,-48.90614371949369,6,6
Vanessa has gone to a lot of college campuses.,Vanessa has smiled a lot of college campuses.,syntax,argument_structure,transitive,True,False,True,False,9,3.3025208098950767,2.969363139090703,0.33315767080437375,1,-53.26675608754158,-57.81266814470291,-89.59448499638742,-87.50629953560994,11,10
Those committees listened to Kristen.,Those committees react Kristen.,syntax,argument_structure,transitive,True,False,True,False,10,1.7720793924721754,1.0536305291336887,0.7184488633384867,1,-45.15168273448944,-47.59979009628296,-55.78415908932249,-52.8679427419514,6,5
Most pedestrians' father might climb up the slope.,Most pedestrians' father might murmur the slope.,syntax,argument_structure,transitive,True,False,True,False,11,2.059311580294272,1.8747339408152386,0.18457763947903327,1,-63.03943890333176,-72.64443278312683,-83.63255470627448,-91.39177219127922,10,10
Theresa shouldn't scan this essay.,Theresa shouldn't murmur this essay.,syntax,argument_structure,transitive,True,False,True,False,12,2.6806814144778066,2.8359128819860566,-0.15523146750825,0,-48.174094408750534,-55.86873085051775,-69.61954572457299,-81.39194678839226,8,9
Andrea's ex-husbands toured this art gallery.,Andrea's ex-husbands cry this art gallery.,syntax,argument_structure,transitive,True,False,True,False,13,2.3837648260762876,1.9703594741215866,0.41340535195470096,1,-83.78547742962837,-85.12771502137184,-112.39065534254382,-108.77202871083088,12,12
A lot of girls' son hadn't insulted Jerry.,A lot of girls' son hadn't sighed Jerry.,syntax,argument_structure,transitive,True,False,True,False,14,2.3641613803750685,2.120714853391604,0.24344652698346447,1,-60.89735171571374,-62.00892290845513,-86.90312689983949,-85.33678629576278,11,11
Denise has escaped from Marie's grandsons.,Denise has fallen Marie's grandsons.,syntax,argument_structure,transitive,True,False,True,False,15,2.459627816910633,2.097281679231796,0.3623461376788373,1,-69.08573019504547,-68.09251523017883,-96.14163618106244,-89.06533202249679,11,10
Grace is investigating a lot of girls' ex-wife.,Grace is going fishing a lot of girls' ex-wife.,syntax,argument_structure,transitive,True,False,True,False,16,3.2843649825827472,2.83076273252419,0.45360225005855703,1,-61.06997036933899,-69.11055159568787,-103.7667151429147,-108.74122985102653,13,14
Donna talked about Anna's friends.,Donna replies Anna's friends.,syntax,argument_structure,transitive,True,False,True,False,17,2.7755966414211004,2.17320044143796,0.6023961999831404,1,-40.568274199962616,-44.02417969703674,-62.77304733133142,-59.23658278710246,8,7
