sentence_good,sentence_bad,field,linguistics_term,UID,simple_LM_method,one_prefix_method,two_prefix_method,lexically_identical,pair_id,good_slor,bad_slor,slor_diff,correct,good_model_logprob,bad_model_logprob,good_unigram_logprob,bad_unigram_logprob,good_num_tokens,bad_num_tokens
A lot of patients who can sell some couch didn't investigate themselves.,A lot of patients who can sell some couch didn't investigate itself.,syntax_semantics,binding,principle_A_c_command,True,True,False,False,0,2.1933692937241114,2.1641385759570073,0.029230717767104064,1,-79.12360306084156,-80.04866905510426,-109.83077317297912,-110.34660911850236,14,14
A lot of actresses that thought about Alice healed themselves.,A lot of actresses that thought about Alice healed herself.,syntax_semantics,binding,principle_A_c_command,True,True,False,False,1,1.8348573976762865,2.1016312264562047,-0.2667738287799182,0,-68.76464366912842,-65.65434777736664,-88.94807504356757,-88.77229126838489,11,11
A guy that has seen the wheelbarrow notices himself.,A guy that has seen the wheelbarrow notices itself.,syntax_semantics,binding,principle_A_c_command,True,True,False,False,2,2.525972966827998,2.6526171356738737,-0.1266441688458757,0,-65.78446519374847,-65.69101309776306,-96.09614079568445,-97.52241872584955,12,12
The children that were complaining about Gregory hated themselves.,The children that were complaining about Gregory hated himself.,syntax_semantics,binding,principle_A_c_command,True,True,False,False,3,2.375928350835369,2.251650354820984,0.12427799601438494,1,-58.44394528865814,-58.776283264160156,-82.20322879701183,-81.29278681237,10,10
Every boy that isn't selling the grocery stores isn't healing himself.,Every boy that isn't selling the grocery stores isn't healing themselves.,syntax_semantics,binding,principle_A_c_command,True,True,False,False,4,2.1713573596209983,2.3343142182891756,-0.16295685866817733,0,-83.08159047109075,-81.7106364343781,-113.48059350578473,-114.39103549042656,14,14
The hospitals that talk to Ann talked to themselves.,The hospitals that talk to Ann talked to herself.,syntax_semantics,binding,principle_A_c_command,True,True,False,False,5,1.6466823514836704,1.7709085022017916,-0.12422615071812126,0,-57.7286434173584,-56.31059813499451,-74.1954669321951,-74.01968315701242,10,10
Many skirts that stun some waitress are boring themselves.,Many skirts that stun some waitress are boring herself.,syntax_semantics,binding,principle_A_c_command,True,True,False,False,6,0.7977547877091553,0.7175170035289,0.08023778418025529,1,-84.73410058021545,-85.36069464683533,-92.711648457307,-92.53586468212433,10,10
All men that might fire Tiffany have worked with themselves.,All men that might fire Tiffany have worked with herself.,syntax_semantics,binding,principle_A_c_command,True,True,False,False,7,1.3131390306876705,1.2003192757970593,0.11281975489061113,1,-70.9027727842331,-71.96800631284714,-85.34730212179747,-85.17151834661479,11,11
That actress who admired the cup praises herself.,That actress who admired the cup praises itself.,syntax_semantics,binding,principle_A_c_command,True,True,False,False,8,0.8285235049755499,0.8321575037678726,-0.0036339987923226236,0,-68.90113508701324,-69.56004881858826,-76.3578466317932,-77.04946635249911,9,9
This lady who is healing Charles wasn't hiding herself.,This lady who is healing Charles wasn't hiding himself.,syntax_semantics,binding,principle_A_c_command,True,True,False,False,9,1.697291731667571,1.6649250415397783,0.03236669012779281,1,-70.73263930529356,-70.35401468724012,-89.40284835363684,-88.66819014417769,11,11
