sentence_good,sentence_bad,field,linguistics_term,UID,simple_LM_method,one_prefix_method,two_prefix_method,lexically_identical,pair_id,good_slor,bad_slor,slor_diff,correct,good_model_logprob,bad_model_logprob,good_unigram_logprob,bad_unigram_logprob,good_num_tokens,bad_num_tokens
Teresa had not ever sold a movie theater.,Teresa had probably ever sold a movie theater.,semantics,npi_licensing,sentential_negation_npi_licensor_present,True,False,True,False,0,2.53745275436234,2.630501701143325,-0.09304894678098474,0,-59.075785756111145,-61.1612663269043,-84.45031329973455,-87.46628333833755,10,10
Allison has not ever taken that ice cream.,Allison has fortunately ever taken that ice cream.,semantics,npi_licensing,sentential_negation_npi_licensor_present,True,False,True,False,1,2.494499380235683,2.5133869217948783,-0.018887541559195142,0,-52.78319251537323,-59.28656244277954,-77.72818631773006,-84.42043166072833,10,10
Teresa would not ever ascertain Carmen to remember Jessica.,Teresa would fortunately ever ascertain Carmen to remember Jessica.,semantics,npi_licensing,sentential_negation_npi_licensor_present,True,False,True,False,2,1.9715475334920194,1.7058093694381673,0.2657381640538521,1,-79.20516884326935,-88.82053399085999,-100.89219171168156,-107.58443705467982,11,11
Sharon might not ever argue.,Sharon might probably ever argue.,semantics,npi_licensing,sentential_negation_npi_licensor_present,True,False,True,False,3,1.9494767400956365,2.1348473623488067,-0.18537062225317014,0,-44.96166181564331,-46.68003749847412,-58.607998996312766,-61.62396903491577,7,7
Those banks had not ever lied.,Those banks had really ever lied.,semantics,npi_licensing,sentential_negation_npi_licensor_present,True,False,True,False,4,1.3328534110437624,1.1482905972560349,0.18456281378772754,1,-48.30787897109985,-51.259807109832764,-57.63785284840619,-59.29784129062501,7,7
All children do not ever struggle.,All children do really ever struggle.,semantics,npi_licensing,sentential_negation_npi_licensor_present,True,False,True,False,5,1.5448461715438992,0.6801955018721658,0.8646506696717334,1,-40.9313588142395,-48.64390194416046,-51.7452820150468,-53.40527045726562,7,7
Theresa can not ever shock the Impressionists.,Theresa can fortunately ever shock the Impressionists.,semantics,npi_licensing,sentential_negation_npi_licensor_present,True,False,True,False,6,2.7046445234972043,2.8206738274623175,-0.11602930396511324,0,-66.0017648935318,-71.41768789291382,-95.75285465200105,-102.44509999499931,11,11
Theodore can not ever beg Sandra to stretch.,Theodore can really ever beg Sandra to stretch.,semantics,npi_licensing,sentential_negation_npi_licensor_present,True,False,True,False,7,0.9531186252666004,1.0260492750991403,-0.07293064983253994,0,-74.35801601409912,-75.28869795799255,-83.88920226676512,-85.54919070898396,10,10
Valerie does not ever manage to like some coats.,Valerie does probably ever manage to like some coats.,semantics,npi_licensing,sentential_negation_npi_licensor_present,True,False,True,False,8,2.0901286146732123,1.7987592024416121,0.2913694122316002,1,-67.90647423267365,-74.12750780582428,-90.89788899407898,-93.91385903268201,11,11
Barbara has not ever boycotted that river.,Barbara has really ever boycotted that river.,semantics,npi_licensing,sentential_negation_npi_licensor_present,True,False,True,False,9,1.02022079154707,0.9340802383143589,0.08614055323271108,1,-80.27009403705597,-82.8776285648346,-91.49252274407374,-93.15251118629254,11,11
Sherry had not ever remembered who wasn't arriving at some closets.,Sherry had really ever remembered who wasn't arriving at some closets.,semantics,npi_licensing,sentential_negation_npi_licensor_present,True,False,True,False,10,2.5700909587095717,2.5813468171611325,-0.01125585845156074,0,-86.00707641988993,-87.49822698533535,-124.5584408005335,-126.21842924275234,15,15
Those children can not ever exercise.,Those children can fortunately ever exercise.,semantics,npi_licensing,sentential_negation_npi_licensor_present,True,False,True,False,11,1.4092743479643641,1.1816482085660251,0.22762613939833898,1,-44.173032999038696,-52.45866131782532,-54.037953434789245,-60.73019877778749,7,7
Angela did not ever heal Becca.,Angela did probably ever heal Becca.,semantics,npi_licensing,sentential_negation_npi_licensor_present,True,False,True,False,12,3.3142525494799506,2.8259082164880516,0.48834433299189905,1,-53.2833970785141,-60.69446611404419,-83.11167002383365,-86.12764006243665,9,9
