sentence_good,sentence_bad,field,linguistics_term,UID,simple_LM_method,one_prefix_method,two_prefix_method,lexically_identical,pair_id,good_slor,bad_slor,slor_diff,correct,good_model_logprob,bad_model_logprob,good_unigram_logprob,bad_unigram_logprob,good_num_tokens,bad_num_tokens
Tina revealed Margaret.,The horse revealed Margaret.,syntax,s-selection,animate_subject_trans,True,False,True,False,0,1.0132541398217882,0.9699847550412585,0.043269384780529774,1,-38.36050796508789,-36.87125301361084,-43.42677866419683,-41.72117678881713,5,5
Danielle visited Irene.,The eye visited Irene.,syntax,s-selection,animate_subject_trans,True,False,True,False,1,2.9960415534783067,1.8843664544150691,1.1116750990632376,1,-38.12312263995409,-40.448035046458244,-56.09937196082393,-51.75423377294866,6,6
Paul runs around the art galleries.,The river runs around the art galleries.,syntax,s-selection,animate_subject_trans,True,False,True,False,2,2.459022990858163,2.2894553087560006,0.16956768210216255,1,-42.860137701034546,-46.78020966053009,-60.07329863704169,-65.0958521305781,7,8
Most banks have praised Raymond.,The jackets have praised Raymond.,syntax,s-selection,animate_subject_trans,True,False,True,False,3,0.9925750026293928,0.8054518147910308,0.18712318783836202,1,-49.308176040649414,-47.781578540802,-55.26362605642577,-52.61428942954819,6,6
Every doctor was selling some restaurants.,A cup was selling some restaurants.,syntax,s-selection,animate_subject_trans,True,False,True,False,4,2.3695717584988105,1.7366771135858252,0.6328946449129853,1,-42.3182715177536,-42.1710410118103,-58.905273827245274,-54.32778080691108,7,7
Steve bikes to a public park.,Every fork bikes to a public park.,syntax,s-selection,animate_subject_trans,True,False,True,False,5,1.170298906518802,0.8958654862178292,0.27443342030097284,1,-48.277663230895996,-59.43587636947632,-56.46975557652761,-66.60280025921895,7,8
Beth scares Roger.,A carriage scares Roger.,syntax,s-selection,animate_subject_trans,True,False,True,False,6,1.6227641918524924,0.8922524475739622,0.7305117442785303,1,-36.25902438163757,-40.07896375656128,-44.372845340900035,-44.54022599443109,5,5
Melissa will clean a gate.,This mouth will clean a gate.,syntax,s-selection,animate_subject_trans,True,False,True,False,7,2.1761551487151487,1.0057544993431062,1.1704006493720425,1,-42.65911793708801,-44.458558797836304,-57.89220397809405,-51.49884029323805,7,7
Tanya conceals Adam.,This ice cream conceals Adam.,syntax,s-selection,animate_subject_trans,True,False,True,False,8,1.6694450704940387,1.9228101668989441,-0.25336509640490545,0,-46.93516170978546,-50.479116559028625,-56.95183213274969,-63.938787727321234,6,7
Renee had praised Eric.,The beef had praised Eric.,syntax,s-selection,animate_subject_trans,True,False,True,False,9,1.9495970302048111,1.0224083322753106,0.9271886979295005,1,-43.036017179489136,-44.79977512359619,-54.733599360718,-50.934225117248054,6,6
Mark hasn't respected a lot of actors.,Every government hasn't respected a lot of actors.,syntax,s-selection,animate_subject_trans,True,False,True,False,10,2.702878312818958,2.669826092842982,0.03305221997597618,1,-46.458616172894835,-53.32211035490036,-70.78452098826546,-80.02037128333018,9,10
Matt could argue about Bethany.,Every mall could argue about Bethany.,syntax,s-selection,animate_subject_trans,True,False,True,False,11,2.3334121169409445,2.1745127372163786,0.15889937972456591,1,-46.271883726119995,-56.273887515068054,-62.605768544706606,-73.66998941279908,7,8
Kathleen can't fix every carriage.,Some newspaper article can't fix every carriage.,syntax,s-selection,animate_subject_trans,True,False,True,False,12,2.3775014234886793,1.716170039165399,0.6613313843232804,1,-53.847580313682556,-60.47002959251404,-75.24509312508067,-75.91555994500263,9,9
