sentence_good,sentence_bad,field,linguistics_term,UID,simple_LM_method,one_prefix_method,two_prefix_method,lexically_identical,pair_id,good_slor,bad_slor,slor_diff,correct,good_model_logprob,bad_model_logprob,good_unigram_logprob,bad_unigram_logprob,good_num_tokens,bad_num_tokens
Steven explains Kayla won't hurt herself.,Kayla explains Steven won't hurt herself.,syntax_semantics,binding,principle_A_domain_3,True,False,True,True,0,2.510486328189867,2.198073218656456,0.31241310953341106,1,-57.62864777445793,-60.79189455509186,-80.22302472816673,-80.57455352299996,9,9
Gina explains Alan fires himself.,Alan explains Gina fires himself.,syntax_semantics,binding,principle_A_domain_3,True,False,True,True,1,1.1675632296620628,0.22543046881996767,0.9421327608420952,1,-55.44142389297485,-58.25172531604767,-63.61436650060929,-59.604308128967475,7,6
Paul did think Alice hugs herself.,Alice did think Paul hugs herself.,syntax_semantics,binding,principle_A_domain_3,True,False,True,True,2,1.6347452457751968,1.1542298892783205,0.48051535649687627,1,-49.230886936187744,-52.64535641670227,-60.67410365661412,-60.72496564165051,7,7
Beverly imagines Carla's ex-boyfriend hates himself.,Carla's ex-boyfriend imagines Beverly hates himself.,syntax_semantics,binding,principle_A_domain_3,True,False,True,True,3,2.932214074591419,2.383623724055514,0.5485903505359051,1,-91.9734622836113,-91.79447439312935,-135.95667340248258,-122.78158280585103,15,13
Randolf imagines Kayla sounds like herself.,Kayla imagines Randolf sounds like herself.,syntax_semantics,binding,principle_A_domain_3,True,False,True,True,4,2.483411227166852,2.2170762216779165,0.2663350054889353,1,-75.8907550573349,-78.17518222332001,-100.72486732900342,-100.34594444009917,10,10
Tonya explains Kevin would boast about himself.,Kevin explains Tonya would boast about himself.,syntax_semantics,binding,principle_A_domain_3,True,False,True,True,5,1.7593624588399481,1.8545352332112972,-0.09517277437134908,0,-63.950655817985535,-63.28446292877197,-79.78491794754507,-79.97528002767365,9,9
Adam can explain Katherine will describe herself.,Katherine can explain Adam will describe herself.,syntax_semantics,binding,principle_A_domain_3,True,False,True,True,6,1.8941795040645566,1.7818505384019008,0.11232896566265582,1,-56.65466785430908,-63.04581534862518,-71.80810388682553,-79.08247019424229,8,9
Nancy could say every guy hides himself.,Every guy could say Nancy hides himself.,syntax_semantics,binding,principle_A_domain_3,True,False,True,True,7,2.346501622315881,2.0521131929485676,0.29438842936731335,1,-54.7283034324646,-53.28687810897827,-75.84681803330753,-69.70378365256681,9,8
Claire says Lawrence attacks himself.,Lawrence says Claire attacks himself.,syntax_semantics,binding,principle_A_domain_3,True,False,True,True,8,2.166461379547148,2.927838638103225,-0.761377258556077,0,-50.53789472579956,-48.17356038093567,-65.7031243826296,-68.66843084765824,7,7
Donna explains Gerald could boast about himself.,Gerald explains Donna could boast about himself.,syntax_semantics,binding,principle_A_domain_3,True,False,True,True,9,2.009623368089971,2.634819805531224,-0.6251964374412533,0,-62.68802356719971,-59.85407841205597,-80.77463388000945,-83.56745666183699,9,9
Rachel did explain Steve couldn't praise himself.,Steve did explain Rachel couldn't praise himself.,syntax_semantics,binding,principle_A_domain_3,True,False,True,True,10,1.7987017734929414,1.7073941195328675,0.0913076539600739,1,-62.49912608042359,-63.00864142924547,-78.68744204186007,-78.37518850504128,9,9
Jeffrey would imagine Caroline watches herself.,Caroline would imagine Jeffrey watches herself.,syntax_semantics,binding,principle_A_domain_3,True,False,True,True,11,2.6087234106932193,2.511874367021651,0.09684904367156832,1,-53.910043835639954,-56.06558179855347,-74.77983112118571,-76.16057673472667,8,8
Martha should think Wayne conceals himself.,Wayne should think Martha conceals himself.,syntax_semantics,binding,principle_A_domain_3,True,False,True,True,12,1.7381933711681559,1.804712887798385,-0.06651951663022904,0,-67.2050313949585,-65.89426136016846,-82.8487717354719,-82.13667735035392,9,9
Maria imagines Bill praises himself.,Bill imagines Maria praises himself.,syntax_semantics,binding,principle_A_domain_3,True,False,True,True,13,1.8505804934149321,1.9249434158772334,-0.07436292246230125,0,-58.9894905090332,-58.24156093597412,-71.94355396293773,-71.71616484711475,7,7
Jill could explain Ronald will hide himself.,Ronald could explain Jill will hide himself.,syntax_semantics,binding,principle_A_domain_3,True,False,True,True,14,1.8310798019456216,2.3777791670967314,-0.5466993651511098,0,-60.311646819114685,-59.66711366176605,-76.79136503662528,-81.06712616563664,9,9
Teresa imagines Liam didn't distract himself.,Liam imagines Teresa didn't distract himself.,syntax_semantics,binding,principle_A_domain_3,True,False,True,True,15,3.2753648449855803,3.0321117680254615,0.24325307696011889,1,-67.24759967438877,-64.79845341388136,-100.00124812424457,-95.11957109413598,10,10
Andrew's father couldn't imagine Melanie could conceal herself.,Melanie couldn't imagine Andrew's father could conceal herself.,syntax_semantics,binding,principle_A_domain_3,True,False,True,True,16,2.5600912585262354,3.293057011353499,-0.7329657528272637,0,-67.46859410591424,-67.03745443187654,-95.62959794970283,-106.55413856811853,11,12
Carl explains Carmen might approach herself.,Carmen explains Carl might approach herself.,syntax_semantics,binding,principle_A_domain_3,True,False,True,True,17,1.1937192102852359,1.4034751620004202,-0.20975595171518435,0,-59.0658118724823,-68.50603008270264,-67.42184634447895,-81.13730654070642,7,9
Amelia should explain George kisses himself.,George should explain Amelia kisses himself.,syntax_semantics,binding,principle_A_domain_3,True,False,True,True,18,2.228768267381703,1.3365154823300145,0.8922527850516886,1,-56.14676237106323,-56.81399464607239,-73.97690851011686,-66.16960302238249,8,7
Susan says Eric helps himself.,Eric says Susan helps himself.,syntax_semantics,binding,principle_A_domain_3,True,False,True,True,19,2.283654534374785,1.4930253364960773,0.7906291978787079,1,-41.1449236869812,-45.25078296661377,-54.84685089322991,-54.20893498559023,6,6
Diane explains Laurie's boyfriend should remember himself.,Laurie's boyfriend explains Diane should remember himself.,syntax_semantics,binding,principle_A_domain_3,True,False,True,True,20,2.1741296311222698,2.1725348836532574,0.0015947474690123364,1,-68.13913094997406,-72.52236211299896,-89.88042726119676,-96.4202458331848,10,11
