sentence_good,sentence_bad,field,linguistics_term,UID,simple_LM_method,one_prefix_method,two_prefix_method,lexically_identical,pair_id,good_slor,bad_slor,slor_diff,correct,good_model_logprob,bad_model_logprob,good_unigram_logprob,bad_unigram_logprob,good_num_tokens,bad_num_tokens
The hidden offspring aren't confident.,The hid offspring aren't confident.,morphology,irregular_forms,irregular_past_participle_adjectives,True,False,True,False,0,1.767407345614094,1.0470473033794394,0.7203600422346546,1,-47.37599109020084,-52.92760240379721,-59.7478425094995,-60.256933527453285,7,7
The hidden bicycles weren't exposed.,The hid bicycles weren't exposed.,morphology,irregular_forms,irregular_past_participle_adjectives,True,False,True,False,1,2.3938159772270993,1.7747821432880124,0.6190338339390868,1,-44.56507422029972,-49.40740207582712,-61.321786060889416,-61.83087707884321,7,7
The hidden glass was big.,The hid glass was big.,morphology,irregular_forms,irregular_past_participle_adjectives,True,False,True,False,2,1.0479255059696584,0.1940470473492546,0.8538784586204038,1,-37.386701583862305,-43.01906335353851,-43.674254619680255,-44.18334563763404,6,6
The worn skirts aren't important.,The wore skirts aren't important.,morphology,irregular_forms,irregular_past_participle_adjectives,True,False,True,False,3,2.092835935611592,1.6907676148299646,0.4020683207816276,1,-42.58476630412042,-45.09820382669568,-57.234617853401566,-56.933577130505434,7,7
The worn hats aren't big.,The wore hats aren't big.,morphology,irregular_forms,irregular_past_participle_adjectives,True,False,True,False,4,2.2315855738991663,1.885066564835245,0.3465190090639214,1,-38.90459270682186,-41.029185047373176,-54.52569172411602,-54.22465100121989,7,7
The broken mirrors were blue.,The broke mirrors were blue.,morphology,irregular_forms,irregular_past_participle_adjectives,True,False,True,False,5,1.801090286520882,0.8386138288097816,0.9624764577111004,1,-37.070210456848145,-42.91997265815735,-47.87675217597344,-47.95165563101604,6,6
The worn pants weren't big.,The wore pants weren't big.,morphology,irregular_forms,irregular_past_participle_adjectives,True,False,True,False,6,2.112948693721699,1.9423630828311016,0.17058561089059743,1,-39.63154183328152,-40.52460038661957,-54.42218268933341,-54.12114196643728,7,7
The known children were nice.,The knew children were nice.,morphology,irregular_forms,irregular_past_participle_adjectives,True,False,True,False,7,0.5548920586886924,-0.0242810409785091,0.5791730996672015,1,-38.12691354751587,-41.7346351146698,-41.456265899648024,-41.588948868798745,6,6
The forgotten newspaper article was bad.,The forgot newspaper article was bad.,morphology,irregular_forms,irregular_past_participle_adjectives,True,False,True,False,8,0.7709962710453573,0.5625458589758533,0.208450412069504,1,-51.10993409156799,-52.04966855049133,-56.506907988885494,-55.987489563322306,7,7
The known adult was exposed.,The knew adult was exposed.,morphology,irregular_forms,irregular_past_participle_adjectives,True,False,True,False,9,0.3130107585614657,-0.3810588372427179,0.6940695958041836,1,-43.805908203125,-48.10300874710083,-45.683972754493794,-45.81665572364452,6,6
