sentence_good,sentence_bad,field,linguistics_term,UID,simple_LM_method,one_prefix_method,two_prefix_method,lexically_identical,pair_id,good_slor,bad_slor,slor_diff,correct,good_model_logprob,bad_model_logprob,good_unigram_logprob,bad_unigram_logprob,good_num_tokens,bad_num_tokens
Raymond is selling this sketch.,Raymond is selling this sketches.,morphology,determiner_noun_agreement,determiner_noun_agreement_1,True,True,False,True,0,3.0952180183881177,2.7564326133257566,0.3387854050623611,1,-39.81861364841461,-43.29662895202637,-61.48513977713144,-62.59165724530666,7,7
Craig explored that grocery store.,Craig explored that grocery stores.,morphology,determiner_noun_agreement,determiner_noun_agreement_1,True,True,False,True,1,2.024488123402134,1.6047501040231265,0.4197380193790077,1,-45.22247004508972,-49.19483518600464,-57.369398785502526,-58.8233358101434,6,6
Eva has scared these children.,Eva has scared these child.,morphology,determiner_noun_agreement,determiner_noun_agreement_1,True,True,False,True,2,1.5728573514861697,1.101511996019159,0.4713453554670106,1,-40.17062509059906,-42.875301122665405,-49.60776919951608,-49.48437309878036,6,6
Marcus would conceal that pamphlet.,Marcus would conceal that pamphlets.,morphology,determiner_noun_agreement,determiner_noun_agreement_1,True,True,False,True,3,1.0939535117676726,2.1044950513523935,-1.0105415395847208,0,-48.27289438247681,-51.604456663131714,-54.83661545308284,-66.33592202259847,6,7
Carmen hadn't shocked these customers.,Carmen hadn't shocked these customer.,morphology,determiner_noun_agreement,determiner_noun_agreement_1,True,True,False,True,4,2.2873646801314402,2.006127279909129,0.28123740022231125,1,-57.01150685548782,-59.58597153425217,-77.59778897667078,-77.64111705343433,9,9
The Impressionists were walking through this library.,The Impressionists were walking through this libraries.,morphology,determiner_noun_agreement,determiner_noun_agreement_1,True,True,False,True,5,3.6531347008703023,3.369511568648272,0.28362313222203017,1,-51.41135060787201,-56.44678866863251,-87.94269761657503,-90.14190435511523,10,10
Some men weren't touring those cafes.,Some men weren't touring those cafe.,morphology,determiner_noun_agreement,determiner_noun_agreement_1,True,True,False,True,6,2.446585076584906,2.3787747887022377,0.06781028788266852,1,-52.93889559060335,-51.31108272820711,-72.5115762032826,-70.34128103782501,8,8
Leslie isn't firing that actress.,Leslie isn't firing that actresses.,morphology,determiner_noun_agreement,determiner_noun_agreement_1,True,True,False,True,7,2.0497871237585947,2.1582317835597316,-0.10844465980113682,0,-51.25591769814491,-53.42640510201454,-67.65421468821367,-70.6922593704924,8,8
Jennifer concealed those cups.,Jennifer concealed those cup.,morphology,determiner_noun_agreement,determiner_noun_agreement_1,True,True,False,True,8,0.9423477910248395,-0.20293341406881638,1.1452812050936558,1,-42.31947064399719,-46.2451605796814,-47.03120959912139,-45.230493509337315,5,5
A waitress does take those hospitals.,A waitress does take those hospital.,morphology,determiner_noun_agreement,determiner_noun_agreement_1,True,True,False,True,9,1.2465998876020106,1.0267117144435463,0.21988817315846432,1,-49.64638352394104,-48.88093447685242,-58.37258273715511,-56.06791647795724,7,7
The man walks through those hospitals.,The man walks through those hospital.,morphology,determiner_noun_agreement,determiner_noun_agreement_1,True,True,False,True,10,2.2479607880372723,1.8395682425545457,0.40839254548272663,1,-39.90986776351929,-40.4639493227005,-55.64559327978019,-53.34092702058232,7,7
