sentence_good,sentence_bad,field,linguistics_term,UID,simple_LM_method,one_prefix_method,two_prefix_method,lexically_identical,pair_id,good_slor,bad_slor,slor_diff,correct,good_model_logprob,bad_model_logprob,good_unigram_logprob,bad_unigram_logprob,good_num_tokens,bad_num_tokens
Mark figured out that most governments appreciate Steve.,Mark figured out who most governments appreciate Steve.,syntax,filler_gap_dependency,wh_vs_that_no_gap,True,False,False,False,0,1.220519604652048,1.2545691845186044,-0.034049579866556545,0,-68.76084804534912,-70.45267820358276,-79.74552448721755,-81.7438008642502,9,9
Danielle finds out that many organizations have alarmed Chad.,Danielle finds out who many organizations have alarmed Chad.,syntax,filler_gap_dependency,wh_vs_that_no_gap,True,False,False,False,1,1.4187096280572782,1.4882550184744978,-0.06954539041721963,0,-81.36790180206299,-82.60117888450623,-96.97370771069305,-98.9719840877257,11,11
Veronica investigated that students might remember Julie.,Veronica investigated who students might remember Julie.,syntax,filler_gap_dependency,wh_vs_that_no_gap,True,False,False,False,2,1.5363620869681478,1.1326335118257527,0.40372857514239513,1,-72.74367499351501,-78.37550854682922,-86.57093377622834,-88.569210153261,9,9
The Impressionists learn that some stories can't sound like Carl.,The Impressionists learn who some stories can't sound like Carl.,syntax,filler_gap_dependency,wh_vs_that_no_gap,True,False,False,False,3,2.9936561106204516,2.726247000573206,0.26740911004724577,1,-73.82449746131897,-79.56650137901306,-115.73568301000529,-117.73395938703794,14,14
The waiters learn that most guests wouldn't have every hospital.,The waiters learn what most guests wouldn't have every hospital.,syntax,filler_gap_dependency,wh_vs_that_no_gap,True,False,False,False,4,1.4056743350079377,1.1858073444189887,0.21986699058894899,1,-81.57899183779955,-85.68572812527418,-99.85275819290274,-101.10122360272103,13,13
Some girls revealed that all waitresses hadn't cleaned the cup.,Some girls revealed what all waitresses hadn't cleaned the cup.,syntax,filler_gap_dependency,wh_vs_that_no_gap,True,False,False,False,5,1.4775558258860888,1.1042387703629248,0.37331705552316397,1,-86.86155286431313,-92.96313999593258,-106.06977860083228,-107.3182440106506,13,13
Sandra was figuring out that these guys saw Douglas.,Sandra was figuring out who these guys saw Douglas.,syntax,filler_gap_dependency,wh_vs_that_no_gap,True,False,False,False,6,2.9685974056386355,2.9616658753211,0.0069315303175354614,1,-57.18648433685303,-59.26100754737854,-89.84105579887802,-91.83933217591064,11,11
The Lutherans know that some fungi were alarming that association.,The Lutherans know what some fungi were alarming that association.,syntax,filler_gap_dependency,wh_vs_that_no_gap,True,False,False,False,7,1.010562815939096,0.8427662630080756,0.16779655293102047,1,-88.23166596889496,-91.4936900138855,-100.35841976016411,-101.6068851699824,12,12
Carmen finds out that the customers have run around many cafes.,Carmen finds out what the customers have run around many cafes.,syntax,filler_gap_dependency,wh_vs_that_no_gap,True,False,False,False,8,2.091276231633612,2.174225128557061,-0.08294889692344887,0,-84.82409119606018,-84.9112720489502,-114.10195843893075,-115.35042384874905,14,14
Carrie should find out that some cart disturbs Nancy.,Carrie should find out who some cart disturbs Nancy.,syntax,filler_gap_dependency,wh_vs_that_no_gap,True,False,False,False,9,2.1407340612546357,2.26373661227966,-0.12300255102502433,0,-81.31773030757904,-81.8399760723114,-107.00653904263467,-109.00481541966732,12,12
Deborah has forgotten that the offspring ran around the mountains.,Deborah has forgotten what the offspring ran around the mountains.,syntax,filler_gap_dependency,wh_vs_that_no_gap,True,False,False,False,10,2.7112023737498014,2.7210995156487243,-0.009897141898922879,0,-66.8717178106308,-68.00141751766205,-99.40614629562842,-100.65461170544674,12,12
Katherine found out that that cashier didn't sell some ice cream.,Katherine found out what that cashier didn't sell some ice cream.,syntax,filler_gap_dependency,wh_vs_that_no_gap,True,False,False,False,11,2.604871017194703,2.614493671162046,-0.009622653967342742,0,-79.86362094059587,-80.96774654090405,-118.93668619851641,-120.18515160833473,15,15
Connie forgot that the woman doesn't describe some stories.,Connie forgot what the woman doesn't describe some stories.,syntax,filler_gap_dependency,wh_vs_that_no_gap,True,False,False,False,12,2.321585054970607,2.275984760628591,0.04560029434201596,1,-66.77044318336993,-68.56611212529242,-94.62946384301722,-95.87792925283551,12,12
Randolf has found out that a lot of adults aren't working with these teenagers.,Randolf has found out who a lot of adults aren't working with these teenagers.,syntax,filler_gap_dependency,wh_vs_that_no_gap,True,False,False,False,13,2.872744491149182,2.8251751227821074,0.047569368367074816,1,-86.20478063821793,-89.01173627749085,-135.04143698775403,-137.03971336478668,17,17
Rebecca has forgotten that a pepper upset Ronald.,Rebecca has forgotten who a pepper upset Ronald.,syntax,filler_gap_dependency,wh_vs_that_no_gap,True,False,False,False,14,2.171339966797805,1.8996643467496028,0.2716756200482022,1,-66.72318482398987,-71.43821740150452,-88.43658449196792,-90.43486086900054,10,10
Margaret knows that all octopi have descended some slopes.,Margaret knows what all octopi have descended some slopes.,syntax,filler_gap_dependency,wh_vs_that_no_gap,True,False,False,False,15,2.097649309612682,2.1819143667778027,-0.0842650571651209,0,-88.01858711242676,-88.17160677909851,-115.28802813739162,-116.53649354720994,13,13
Denise does realize that every car isn't shocking Susan.,Denise does realize who every car isn't shocking Susan.,syntax,filler_gap_dependency,wh_vs_that_no_gap,True,False,False,False,16,2.0059633445525216,1.5557334958897542,0.4502298486627674,1,-78.73134261742234,-86.1323771784082,-102.8029027520526,-104.80117912908526,12,12
These museums might realize that many senators drove to art galleries.,These museums might realize what many senators drove to art galleries.,syntax,filler_gap_dependency,wh_vs_that_no_gap,True,False,False,False,17,2.279880582551852,2.158396779006665,0.12148380354518684,1,-82.7757660150528,-85.48203706741333,-110.13433300567502,-111.38279841549331,12,12
Katherine figured out that this bird confused Helen.,Katherine figured out who this bird confused Helen.,syntax,filler_gap_dependency,wh_vs_that_no_gap,True,False,False,False,18,1.475157885370234,1.535261316149061,-0.06010343077882685,0,-69.16278266906738,-70.56002473831177,-83.91436152276972,-85.91263789980238,10,10
Paula figured out that all men resemble this print.,Paula figured out what all men resemble this print.,syntax,filler_gap_dependency,wh_vs_that_no_gap,True,False,False,False,19,1.4545194738013627,1.5453182952996811,-0.09079882149831842,0,-73.39923071861267,-73.64890909194946,-89.39894493042766,-90.64741034024595,11,11
Alicia hadn't known that that customer is going to that bank.,Alicia hadn't known what that customer is going to that bank.,syntax,filler_gap_dependency,wh_vs_that_no_gap,True,False,False,False,20,1.9130479489325238,2.0110561915756024,-0.09800824264307861,0,-79.20655312389135,-78.98489489406347,-107.90227235787921,-109.1507377676975,15,15
Students reveal that the spinach had alarmed William.,Students reveal who the spinach had alarmed William.,syntax,filler_gap_dependency,wh_vs_that_no_gap,True,False,False,False,21,1.0414344749516715,0.6168807919169189,0.4245536830347526,1,-71.13001596927643,-76.94927549362183,-80.50292624384147,-82.5012026208741,9,9
Natalie investigated that a teenager has aggravated Diane.,Natalie investigated who a teenager has aggravated Diane.,syntax,filler_gap_dependency,wh_vs_that_no_gap,True,False,False,False,22,2.3346400586664173,1.9664834014783252,0.3681566571880921,1,-71.34215354919434,-77.02199649810791,-94.68855413585851,-96.68683051289116,10,10
Cheryl was investigating that every guest hadn't exited some banks.,Cheryl was investigating what every guest hadn't exited some banks.,syntax,filler_gap_dependency,wh_vs_that_no_gap,True,False,False,False,23,1.8205134857872207,1.5923100703382573,0.2282034154489634,1,-97.33680257201195,-101.78011579811573,-122.82399137303304,-124.07245678285133,14,14
Many senators figure out that those waiters argue about Steve.,Many senators figure out who those waiters argue about Steve.,syntax,filler_gap_dependency,wh_vs_that_no_gap,True,False,False,False,24,1.5484265972298321,1.5047097016752413,0.043716895554590796,1,-85.1094765663147,-87.63235569000244,-103.69059573307268,-105.68887211010534,12,12
Many libraries weren't concealing that the dancers arrive at the public park.,Many libraries weren't concealing what the dancers arrive at the public park.,syntax,filler_gap_dependency,wh_vs_that_no_gap,True,False,False,False,25,2.924200508721926,2.9422628652299028,-0.01806235650797694,0,-85.92676439881325,-86.90429446101189,-129.78977202964214,-131.03823743946043,15,15
Sandra remembers that a lot of men will find most lakes.,Sandra remembers what a lot of men will find most lakes.,syntax,filler_gap_dependency,wh_vs_that_no_gap,True,False,False,False,26,2.6847693342976893,2.711564097317373,-0.026794763019683643,0,-66.3979988694191,-67.29813235998154,-101.30000021528906,-102.54846562510738,13,13
Candice hadn't discovered that a pedestrian bored Martha.,Candice hadn't discovered who a pedestrian bored Martha.,syntax,filler_gap_dependency,wh_vs_that_no_gap,True,False,False,False,27,1.6383999781911365,1.1937158217146269,0.4446841564765096,1,-81.45785520970821,-88.34765730798244,-99.48025496981072,-101.47853134684334,11,11
Anna has known that this adult had dropped by a cafe.,Anna has known what this adult had dropped by a cafe.,syntax,filler_gap_dependency,wh_vs_that_no_gap,True,False,False,False,28,1.4713359978622005,1.5693878630080131,-0.09805186514581266,0,-73.85278642177582,-73.92462944984436,-91.50881839612222,-92.75728380594052,12,12
Larry didn't find out that many eyes distract Alicia.,Larry didn't find out who many eyes distract Alicia.,syntax,filler_gap_dependency,wh_vs_that_no_gap,True,False,False,False,29,1.849498974962343,1.995086128858622,-0.14558715389627896,0,-70.93903197161853,-71.33584965579212,-91.2835206962043,-93.28179707323696,11,11
Tina figures out that most customers could boycott this museum.,Tina figures out what most customers could boycott this museum.,syntax,filler_gap_dependency,wh_vs_that_no_gap,True,False,False,False,30,1.1561827780815719,1.1314089809323609,0.02477379714921102,1,-87.68984806537628,-89.23559904098511,-101.56404140235514,-102.81250681217344,12,12
