sentence_good,sentence_bad,field,linguistics_term,UID,simple_LM_method,one_prefix_method,two_prefix_method,lexically_identical,pair_id,good_slor,bad_slor,slor_diff,correct,good_model_logprob,bad_model_logprob,good_unigram_logprob,bad_unigram_logprob,good_num_tokens,bad_num_tokens
This customer who had visited most children has worn some shoes.,This customer who had visited most children have worn some shoes.,morphology,subject_verb_agreement,distractor_agreement_relative_clause,True,True,False,False,0,1.5167972596758001,1.5361878267477564,-0.0193905670719563,0,-80.727081656456,-79.30038905143738,-98.9286487725656,-97.73464297241046,12,12
This boy that didn't question all guests has forgotten about what wasn't vaporizing.,This boy that didn't question all guests have forgotten about what wasn't vaporizing.,morphology,subject_verb_agreement,distractor_agreement_relative_clause,True,True,False,False,1,1.8661859249719726,2.025307334730398,-0.15912140975842526,0,-101.13576130988076,-97.23669154383242,-132.8609220344043,-131.6669162342492,17,17
Boys that aren't disturbing Natalie suffer.,Boys that aren't disturbing Natalie suffers.,morphology,subject_verb_agreement,distractor_agreement_relative_clause,True,True,False,False,2,1.7040906652842598,1.871012280146535,-0.1669216148622752,0,-61.85751906502992,-62.641564642079175,-77.19433505258826,-79.48067516339799,9,9
Some customers who irritates Amelia do persuade Galileo to come here.,Some customers who irritates Amelia does persuade Galileo to come here.,morphology,subject_verb_agreement,distractor_agreement_relative_clause,True,True,False,False,3,1.887643213977666,2.1181412743624106,-0.23049806038474463,0,-94.3396782875061,-93.27795600891113,-118.87904006921576,-120.81379257562247,13,13
Many children that had questioned this government do cooperate.,Many children that had questioned this government does cooperate.,morphology,subject_verb_agreement,distractor_agreement_relative_clause,True,True,False,False,4,1.1399400401467488,1.4575394124533745,-0.3175993723066257,0,-68.78883981704712,-67.54759860038757,-80.18824021851461,-82.12299272492132,10,10
A lot of schools that have concealed Adam worry.,A lot of schools that have concealed Adam worries.,morphology,subject_verb_agreement,distractor_agreement_relative_clause,True,True,False,False,5,1.1000697880802561,1.6760318035809434,-0.5759620155006873,0,-65.72012674808502,-62.75661051273346,-76.72082462888758,-79.5169285485429,10,10
All pedestrians that wouldn't shock William read.,All pedestrians that wouldn't shock William reads.,morphology,subject_verb_agreement,distractor_agreement_relative_clause,True,True,False,False,6,0.8469882123215642,0.9497079035554665,-0.10271969123390234,0,-67.7352350037545,-69.88124301843345,-75.35812891464857,-78.42861415043265,9,9
The girl who had visited most guests is curing a woman.,The girl who had visited most guests were curing a woman.,morphology,subject_verb_agreement,distractor_agreement_relative_clause,True,True,False,False,7,2.2015647148099404,2.3846441091885424,-0.183079394378602,0,-68.36876666545868,-67.46276199817657,-94.78754324317796,-96.07849130843908,12,12
Those guys that hid Kenneth explain Rhonda won't skate around a lot of restaurants.,Those guys that hid Kenneth explains Rhonda won't skate around a lot of restaurants.,morphology,subject_verb_agreement,distractor_agreement_relative_clause,True,True,False,False,8,1.740668019126862,1.8464525242376106,-0.10578450511074866,0,-119.81158500909805,-119.61743146181107,-149.4029413342547,-151.00712437385044,17,17
A doctor who researched the Clintons waves.,A doctor who researched the Clintons wave.,morphology,subject_verb_agreement,distractor_agreement_relative_clause,True,True,False,False,9,1.3975942230852745,1.5651586574629732,-0.16756443437769875,0,-60.919254779815674,-59.54914736747742,-72.10000856449787,-72.0704166271812,8,8
Some mushroom that will bother the Lutherans has upset Regina.,Some mushroom that will bother the Lutherans have upset Regina.,morphology,subject_verb_agreement,distractor_agreement_relative_clause,True,True,False,False,10,0.6195019649423562,0.6949999636644767,-0.07549799872212049,0,-99.0808973312378,-96.98091554641724,-106.51492091054607,-105.32091511039096,12,12
The girl who doesn't annoy these adults works with Kristin.,The girl who doesn't annoy these adults work with Kristin.,morphology,subject_verb_agreement,distractor_agreement_relative_clause,True,True,False,False,11,2.4359421666376786,2.4527190705001223,-0.01677690386244368,0,-74.51939712278545,-72.38489065878093,-106.18664528907527,-104.27023857528252,13,13
