sentence_good,sentence_bad,field,linguistics_term,UID,simple_LM_method,one_prefix_method,two_prefix_method,lexically_identical,pair_id,good_slor,bad_slor,slor_diff,correct,good_model_logprob,bad_model_logprob,good_unigram_logprob,bad_unigram_logprob,good_num_tokens,bad_num_tokens
A lot of nieces of some actor aren't scared.,A lot of nieces of some actor aren't wept.,syntax,argument_structure,passive_2,True,False,False,False,0,1.931529799888737,1.495838923227465,0.43569087666127215,1,-71.30168142169714,-82.05449416488409,-96.41156882025072,-102.9962390900686,13,14
Mitchell's grandfathers are forgotten.,Mitchell's grandfathers are concurred.,syntax,argument_structure,passive_2,True,False,False,False,1,2.3848529996684675,2.857059388727859,-0.4722063890593913,0,-50.08857077360153,-58.7550243139267,-69.16739477094927,-84.46855881247743,8,9
The Clintons were attacked.,The Clintons were replied.,syntax,argument_structure,passive_2,True,False,False,False,2,1.5811886658779444,0.6311184247966836,0.9500702410812608,1,-36.56788468360901,-39.69136834144592,-44.47382801299873,-42.84696046542934,5,5
Most cashiers are disliked.,Most cashiers are flirted.,syntax,argument_structure,passive_2,True,False,False,False,3,1.796283745100812,2.769106302466221,-0.9728225573654088,0,-44.22071170806885,-45.77579307556152,-54.99841417867372,-65.15953719282507,6,7
A lot of libraries were distracted.,A lot of libraries were communicated.,syntax,argument_structure,passive_2,True,False,False,False,4,2.3329640406834318,2.2949990630162285,0.0379649776672033,1,-38.41171193122864,-39.6596040725708,-54.74246021601266,-55.7245975136844,7,7
Kristen wasn't visited.,Kristen wasn't muttered.,syntax,argument_structure,passive_2,True,False,False,False,5,2.512995715011826,2.381745549637594,0.13125016537423173,1,-35.31899756193161,-36.41358143091202,-50.396971852002565,-50.70405472873758,6,6
Stephen was disliked.,Stephen was laughed.,syntax,argument_structure,passive_2,True,False,False,False,6,0.9496210969899632,0.8595901235995385,0.09003097339042476,1,-30.25881791114807,-27.648118257522583,-34.057302299107924,-31.086478751920737,4,4
Steve isn't disliked.,Steve isn't lied.,syntax,argument_structure,passive_2,True,False,False,False,7,1.6827313509178807,1.6203887782299105,0.06234257268797028,1,-32.71840777806938,-31.96394362859428,-41.13206453265878,-40.06588751974383,5,5
The actresses weren't bored.,The actresses weren't retaliated.,syntax,argument_structure,passive_2,True,False,False,False,8,2.60673292787337,3.3792288960005274,-0.7724959681271573,0,-34.790761064738035,-39.75552460923791,-50.431158631978256,-63.4101268812416,6,7
Mary wasn't known.,Mary wasn't cried.,syntax,argument_structure,passive_2,True,False,False,False,9,1.9359881410122939,1.5453709263735576,0.39061721463873633,1,-27.343722999095917,-30.02323007583618,-37.023663704157386,-37.75008470770397,5,5
Many teachers aren't visited.,Many teachers aren't conspired.,syntax,argument_structure,passive_2,True,False,False,False,10,2.4037195112369503,3.4565914168844745,-1.0528719056475242,0,-36.56672216206789,-40.634772785007954,-50.98903922948959,-64.83091270319927,6,7
Leslie's piano teachers were hired.,Leslie's piano teachers were flirted.,syntax,argument_structure,passive_2,True,False,False,False,11,1.911560013454153,2.3140025500697825,-0.40244253661562945,0,-56.712730884552,-62.78785562515259,-72.00521099218523,-83.61387857578063,8,9
Most actors are described.,Most actors are corresponded.,syntax,argument_structure,passive_2,True,False,False,False,12,2.38247851734953,2.759927424060417,-0.3774489067108866,0,-30.7649245262146,-36.520097732543945,-42.67731711296225,-53.07966227690645,5,6
