sentence_good,sentence_bad,field,linguistics_term,UID,simple_LM_method,one_prefix_method,two_prefix_method,lexically_identical,pair_id,good_prob,bad_prob,correct
Patricia had changed.,Patricia had forgotten.,syntax,argument_structure,inchoative,True,False,False,False,0,-26.046829223632812,-26.729171752929688,1
A lot of closets could fling open.,A lot of closets could buy.,syntax,argument_structure,inchoative,True,False,False,False,1,-54.798973083496094,-39.090579986572266,0
All pants loosen.,All pants brought.,syntax,argument_structure,inchoative,True,False,False,False,2,-32.25251007080078,-28.727163314819336,0
Many glasses aren't warping.,Many glasses aren't messing up.,syntax,argument_structure,inchoative,True,False,False,False,3,-36.6644172668457,-32.777915954589844,0
A screen was fading.,A screen was cleaning.,syntax,argument_structure,inchoative,True,False,False,False,4,-29.244140625,-32.32904815673828,1
Every mountain sells.,Every mountain climbs down.,syntax,argument_structure,inchoative,True,False,False,False,5,-27.517681121826172,-26.030376434326172,0
All rivers can't melt.,All rivers can't reveal.,syntax,argument_structure,inchoative,True,False,False,False,6,-34.187034606933594,-35.12273406982422,1
That skirt isn't unfolding.,That skirt isn't cleaning.,syntax,argument_structure,inchoative,True,False,False,False,7,-32.632606506347656,-33.961727142333984,1
That shawl shrank.,That shawl reveals.,syntax,argument_structure,inchoative,True,False,False,False,8,-36.166690826416016,-32.082420349121094,0
Those bananas are ripening.,Those bananas are cleaning.,syntax,argument_structure,inchoative,True,False,False,False,9,-31.66828155517578,-30.23843765258789,0
A lot of chairs shattered.,A lot of chairs found.,syntax,argument_structure,inchoative,True,False,False,False,10,-36.22954177856445,-32.09832763671875,0
These carriages have maneuvered.,These carriages have looked like.,syntax,argument_structure,inchoative,True,False,False,False,11,-36.458648681640625,-33.78663635253906,0
Clyde's oncologists weren't reuniting.,Clyde's oncologists weren't boring.,syntax,argument_structure,inchoative,True,False,False,False,12,-74.99554443359375,-66.64581298828125,0
Benjamin's tutors spin around.,Benjamin's tutors respect.,syntax,argument_structure,inchoative,True,False,False,False,13,-50.755306243896484,-43.35680389404297,0
The sock isn't flattening.,The sock isn't wearing.,syntax,argument_structure,inchoative,True,False,False,False,14,-36.69330596923828,-30.183677673339844,0
This candle did dim.,This candle did look like.,syntax,argument_structure,inchoative,True,False,False,False,15,-34.198265075683594,-34.762596130371094,1
Rivers vaporized.,Rivers pass.,syntax,argument_structure,inchoative,True,False,False,False,16,-31.864274978637695,-24.85289764404297,0
Boys weren't assembling.,Boys weren't leaving.,syntax,argument_structure,inchoative,True,False,False,False,17,-36.03961944580078,-33.45862579345703,0
Planes accelerate.,Planes had.,syntax,argument_structure,inchoative,True,False,False,False,18,-24.68136215209961,-22.40496253967285,0
Many carriages slow.,Many carriages admire.,syntax,argument_structure,inchoative,True,False,False,False,19,-26.375919342041016,-31.28584098815918,1
Diane's granddaughters weren't worrying.,Diane's granddaughters weren't looking like.,syntax,argument_structure,inchoative,True,False,False,False,20,-51.311180114746094,-53.77511215209961,1
Some feet chip.,Some feet have.,syntax,argument_structure,inchoative,True,False,False,False,21,-27.421527862548828,-23.536212921142578,0
A lot of bananas baked.,A lot of bananas brought.,syntax,argument_structure,inchoative,True,False,False,False,22,-31.01554298400879,-33.8850212097168,1
Dennis didn't sit down.,Dennis didn't kiss.,syntax,argument_structure,inchoative,True,False,False,False,23,-31.066232681274414,-34.01797866821289,1
Most glaciers freeze.,Most glaciers look like.,syntax,argument_structure,inchoative,True,False,False,False,24,-28.318958282470703,-27.83139419555664,0
The bicycle wasn't slowing.,The bicycle wasn't revealing.,syntax,argument_structure,inchoative,True,False,False,False,25,-31.319063186645508,-32.212013244628906,1
Most children move.,Most children looked like.,syntax,argument_structure,inchoative,True,False,False,False,26,-19.322574615478516,-24.622425079345703,1
Ella's grandfathers hurt.,Ella's grandfathers reference.,syntax,argument_structure,inchoative,True,False,False,False,27,-47.430320739746094,-46.3199577331543,0
That sweater twirls.,That sweater took.,syntax,argument_structure,inchoative,True,False,False,False,28,-34.70283889770508,-28.250057220458984,0
A hat folds.,A hat saw.,syntax,argument_structure,inchoative,True,False,False,False,29,-27.267709732055664,-26.265283584594727,0
Some bicycle maneuvers.,Some bicycle had.,syntax,argument_structure,inchoative,True,False,False,False,30,-25.78714370727539,-25.9937744140625,1
A bicycle stopped.,A bicycle liked.,syntax,argument_structure,inchoative,True,False,False,False,31,-25.400732040405273,-30.900310516357422,1
What wrinkles.,What arrives at.,syntax,argument_structure,inchoative,True,False,False,False,32,-18.51669692993164,-18.21744728088379,0
All scarves fold.,All scarves admired.,syntax,argument_structure,inchoative,True,False,False,False,33,-28.295373916625977,-31.04447364807129,1
Many gloves twirl.,Many gloves revealed.,syntax,argument_structure,inchoative,True,False,False,False,34,-34.712032318115234,-26.93185043334961,0
Some river vaporizes.,Some river cleaned.,syntax,argument_structure,inchoative,True,False,False,False,35,-31.59539794921875,-27.017520904541016,0
Every father of Randolf hides.,Every father of Randolf aggravated.,syntax,argument_structure,inchoative,True,False,False,False,36,-50.89933776855469,-52.262290954589844,1
A lot of carts had slowed.,A lot of carts had looked like.,syntax,argument_structure,inchoative,True,False,False,False,37,-38.842041015625,-41.828433990478516,1
