sentence_good,sentence_bad,field,linguistics_term,UID,simple_LM_method,one_prefix_method,two_prefix_method,lexically_identical,pair_id,good_prob,bad_prob,correct
The teenagers explain that they aren't breaking all glasses.,The teenagers explain that themselves aren't breaking all glasses.,syntax_semantics,binding,principle_A_case_1,True,True,False,False,0,-69.65959167480469,-77.58779907226562,1
Carl can't imagine that he complained about Lisa.,Carl can't imagine that himself complained about Lisa.,syntax_semantics,binding,principle_A_case_1,True,True,False,False,1,-47.16192626953125,-55.88935089111328,1
Angela wasn't thinking that she likes Susan.,Angela wasn't thinking that herself likes Susan.,syntax_semantics,binding,principle_A_case_1,True,True,False,False,2,-49.84876251220703,-59.92156219482422,1
Tara thinks that she sounded like Wayne.,Tara thinks that herself sounded like Wayne.,syntax_semantics,binding,principle_A_case_1,True,True,False,False,3,-48.76605987548828,-54.49645233154297,1
Those waiters explain that they did climb down mountains.,Those waiters explain that themselves did climb down mountains.,syntax_semantics,binding,principle_A_case_1,True,True,False,False,4,-71.1636962890625,-80.55007934570312,1
Tina wasn't saying that she descends most ladders.,Tina wasn't saying that herself descends most ladders.,syntax_semantics,binding,principle_A_case_1,True,True,False,False,5,-72.2959213256836,-78.22091674804688,1
Cindy explained that she has concealed all cashiers.,Cindy explained that herself has concealed all cashiers.,syntax_semantics,binding,principle_A_case_1,True,True,False,False,6,-71.89033508300781,-78.28352355957031,1
Bethany has imagined that she has fired Margaret.,Bethany has imagined that herself has fired Margaret.,syntax_semantics,binding,principle_A_case_1,True,True,False,False,7,-63.310760498046875,-71.66856384277344,1
Pamela thinks that she isn't returning to Stephanie.,Pamela thinks that herself isn't returning to Stephanie.,syntax_semantics,binding,principle_A_case_1,True,True,False,False,8,-64.63816833496094,-70.38217163085938,1
A lot of doctors say that they had skated around that college campus.,A lot of doctors say that themselves had skated around that college campus.,syntax_semantics,binding,principle_A_case_1,True,True,False,False,9,-85.09293365478516,-94.13626098632812,1
Many women explain that they fix the cart.,Many women explain that themselves fix the cart.,syntax_semantics,binding,principle_A_case_1,True,True,False,False,10,-47.10124969482422,-55.83362579345703,1
Donna has imagined that she is breaking the bicycle.,Donna has imagined that herself is breaking the bicycle.,syntax_semantics,binding,principle_A_case_1,True,True,False,False,11,-59.41969680786133,-66.49710083007812,1
Alan was explaining that he criticizes Holly.,Alan was explaining that himself criticizes Holly.,syntax_semantics,binding,principle_A_case_1,True,True,False,False,12,-56.95965576171875,-62.67654037475586,1
Michelle thinks that she was discussing Natalie.,Michelle thinks that herself was discussing Natalie.,syntax_semantics,binding,principle_A_case_1,True,True,False,False,13,-41.73158645629883,-48.061912536621094,1
Janet explains that she will hurt Leslie.,Janet explains that herself will hurt Leslie.,syntax_semantics,binding,principle_A_case_1,True,True,False,False,14,-49.580406188964844,-56.869117736816406,1
Some patients say that they distracted Caroline.,Some patients say that themselves distracted Caroline.,syntax_semantics,binding,principle_A_case_1,True,True,False,False,15,-51.5194206237793,-57.940330505371094,1
Many ladies think that they aren't astounding Todd.,Many ladies think that themselves aren't astounding Todd.,syntax_semantics,binding,principle_A_case_1,True,True,False,False,16,-61.95799255371094,-68.91300964355469,1
The Impressionists say that they were criticizing Heidi.,The Impressionists say that themselves were criticizing Heidi.,syntax_semantics,binding,principle_A_case_1,True,True,False,False,17,-70.27671813964844,-78.5073013305664,1
Larry thinks that he is researching some universities.,Larry thinks that himself is researching some universities.,syntax_semantics,binding,principle_A_case_1,True,True,False,False,18,-51.665382385253906,-57.64728927612305,1
Cynthia had thought that she can't bother Kendra.,Cynthia had thought that herself can't bother Kendra.,syntax_semantics,binding,principle_A_case_1,True,True,False,False,19,-78.8167495727539,-86.43978118896484,1
Homer imagined that he is disgusting Rachel.,Homer imagined that himself is disgusting Rachel.,syntax_semantics,binding,principle_A_case_1,True,True,False,False,20,-55.21052551269531,-62.298126220703125,1
Clyde explains that he cleans a lot of cups.,Clyde explains that himself cleans a lot of cups.,syntax_semantics,binding,principle_A_case_1,True,True,False,False,21,-70.19021606445312,-77.89217376708984,1
Peter said that he was bothering every actor.,Peter said that himself was bothering every actor.,syntax_semantics,binding,principle_A_case_1,True,True,False,False,22,-45.55072784423828,-52.60468292236328,1
Sally couldn't imagine that she wasn't criticizing Robert.,Sally couldn't imagine that herself wasn't criticizing Robert.,syntax_semantics,binding,principle_A_case_1,True,True,False,False,23,-62.44127655029297,-70.24044799804688,1
Sheila isn't saying that she isn't noticing Caroline.,Sheila isn't saying that herself isn't noticing Caroline.,syntax_semantics,binding,principle_A_case_1,True,True,False,False,24,-63.29312515258789,-69.13798522949219,1
Every guy imagined that he annoyed Ruth.,Every guy imagined that himself annoyed Ruth.,syntax_semantics,binding,principle_A_case_1,True,True,False,False,25,-47.72341537475586,-52.43870544433594,1
Barbara thinks that she isn't boring every adult.,Barbara thinks that herself isn't boring every adult.,syntax_semantics,binding,principle_A_case_1,True,True,False,False,26,-62.806217193603516,-68.64945983886719,1
Gerald thinks that he scans an essay.,Gerald thinks that himself scans an essay.,syntax_semantics,binding,principle_A_case_1,True,True,False,False,27,-52.80023956298828,-58.2247314453125,1
Some boys have explained that they respected Rachel.,Some boys have explained that themselves respected Rachel.,syntax_semantics,binding,principle_A_case_1,True,True,False,False,28,-54.2586669921875,-62.18626403808594,1
A woman wasn't explaining that she did complain about Alexander.,A woman wasn't explaining that herself did complain about Alexander.,syntax_semantics,binding,principle_A_case_1,True,True,False,False,29,-66.53794860839844,-75.00623321533203,1
Kenneth imagines that he healed Linda.,Kenneth imagines that himself healed Linda.,syntax_semantics,binding,principle_A_case_1,True,True,False,False,30,-55.64313507080078,-61.91566467285156,1
These students think that they might like Rodney.,These students think that themselves might like Rodney.,syntax_semantics,binding,principle_A_case_1,True,True,False,False,31,-48.003318786621094,-56.31797409057617,1
Alan had imagined that he can praise Kathleen.,Alan had imagined that himself can praise Kathleen.,syntax_semantics,binding,principle_A_case_1,True,True,False,False,32,-52.30432891845703,-58.40708923339844,1
Rachelle hasn't imagined that she bikes to some movie theaters.,Rachelle hasn't imagined that herself bikes to some movie theaters.,syntax_semantics,binding,principle_A_case_1,True,True,False,False,33,-85.5562515258789,-91.16118621826172,1
Stacy was saying that she thinks about Eva.,Stacy was saying that herself thinks about Eva.,syntax_semantics,binding,principle_A_case_1,True,True,False,False,34,-50.714935302734375,-59.35283660888672,1
Amanda thinks that she had cleaned those restaurants.,Amanda thinks that herself had cleaned those restaurants.,syntax_semantics,binding,principle_A_case_1,True,True,False,False,35,-54.46153259277344,-61.2551383972168,1
Diane hadn't explained that she broke the cart.,Diane hadn't explained that herself broke the cart.,syntax_semantics,binding,principle_A_case_1,True,True,False,False,36,-55.95390319824219,-62.16744613647461,1
Dana thought that she is messing up that hospital.,Dana thought that herself is messing up that hospital.,syntax_semantics,binding,principle_A_case_1,True,True,False,False,37,-59.16984939575195,-66.83808898925781,1
The Impressionists say that they were complaining about Rose.,The Impressionists say that themselves were complaining about Rose.,syntax_semantics,binding,principle_A_case_1,True,True,False,False,38,-68.41336822509766,-77.87825775146484,1
Barbara wasn't saying that she shouldn't climb down some ladder.,Barbara wasn't saying that herself shouldn't climb down some ladder.,syntax_semantics,binding,principle_A_case_1,True,True,False,False,39,-70.66246795654297,-77.651611328125,1
Marla thought that she broke some skateboard.,Marla thought that herself broke some skateboard.,syntax_semantics,binding,principle_A_case_1,True,True,False,False,40,-54.885921478271484,-59.81604766845703,1
Karen had imagined that she wasn't referencing Theresa.,Karen had imagined that herself wasn't referencing Theresa.,syntax_semantics,binding,principle_A_case_1,True,True,False,False,41,-63.27550506591797,-69.68798828125,1
